1 1497264652.85 0.904248 -0.14298 -0.522661 3.217
1 1497264652.95 0.90042 -0.11849 -0.527592 3.22825
1 1497264653.05 0.897628 -0.0943254 -0.532146 3.21652
1 1497264653.15 0.889016 -0.0717553 -0.53531 3.20379
1 1497264653.25 0.881426 -0.0516056 -0.536653 3.20744
1 1497264653.35 0.869823 -0.0354208 -0.536997 3.21417
1 1497264653.45 0.855127 -0.0179245 -0.533144 3.2473
1 1497264653.55 0.837097 0.00414858 -0.538589 3.22535
1 1497264653.64 0.814538 0.0309084 -0.543624 3.22463
1 1497264653.75 0.795261 0.0596987 -0.549107 3.22767
1 1497264653.85 0.785482 0.0922736 -0.557608 3.20091
1 1497264653.95 0.780091 0.128808 -0.564886 3.18658
1 1497264654.05 0.781357 0.166925 -0.568951 3.18616
1 1497264654.15 0.787564 0.210587 -0.571783 3.17221
1 1497264654.25 0.796532 0.261862 -0.574397 3.13387
1 1497264654.35 0.802115 0.310913 -0.573452 3.10097
1 1497264654.45 0.798253 0.359147 -0.571886 3.04569
1 1497264654.55 0.789413 0.404021 -0.569637 2.96655
1 1497264654.65 0.774328 0.448878 -0.551688 2.94527
1 1497264654.75 0.754086 0.495939 -0.535965 2.88649
1 1497264654.85 0.726816 0.546852 -0.54458 2.67206
1 1497264654.95 0.689627 0.601308 -0.513464 2.76424
1 1497264655.05 0.648029 0.657662 -0.538255 2.51397
1 1497264655.15 0.610396 0.715253 -0.525846 2.62183
1 1497264655.25 0.591768 0.774 -0.53874 2.53151
1 1497264655.35 0.578544 0.836118 -0.561448 2.33474
1 1497264655.45 0.571292 0.900845 -0.577651 2.26079
1 1497264655.55 0.567109 0.968855 -0.589968 2.27324
1 1497264655.65 0.558394 1.03837 -0.605026 2.15158
1 1497264655.75 0.55161 1.10184 -0.611311 1.99608
1 1497264655.85 0.540338 1.16066 -0.612577 1.92315
1 1497264655.95 0.524606 1.21523 -0.609809 1.84447
1 1497264656.05 0.506358 1.26812 -0.605796 1.77903
1 1497264656.15 0.487858 1.32375 -0.586459 1.839
1 1497264656.25 0.466355 1.38149 -0.581702 1.59432
1 1497264656.35 0.445766 1.43799 -0.579353 1.56257
1 1497264656.45 0.430196 1.4876 -0.575882 1.4917
1 1497264656.55 0.423617 1.53088 -0.574029 1.45045
1 1497264656.65 0.424069 1.57375 -0.562488 1.4779
1 1497264656.75 0.430409 1.61468 -0.562368 1.38471
1 1497264656.85 0.438581 1.65905 -0.577489 1.31736
1 1497264656.95 0.441259 1.70431 -0.60289 1.28189
1 1497264657.05 0.438416 1.74625 -0.618486 1.21152
1 1497264657.15 0.427939 1.78533 -0.624889 1.16181
1 1497264657.25 0.414134 1.82327 -0.63737 1.06963
1 1497264657.35 0.396455 1.86277 -0.641956 0.999573
1 1497264657.45 0.373603 1.90651 -0.640625 0.923731
1 1497264657.55 0.34821 1.95183 -0.627563 0.899846
1 1497264657.65 0.32549 1.99419 -0.619373 0.775514
1 1497264657.75 0.305975 2.03679 -0.58364 0.765766
1 1497264657.85 0.299708 2.07795 -0.594529 0.551534
1 1497264657.95 0.303356 2.12069 -0.579025 0.540621
1 1497264658.05 0.31613 2.16562 -0.571656 0.527492
1 1497264658.15 0.330452 2.2134 -0.569088 0.503366
1 1497264658.25 0.334297 2.26136 -0.570941 0.473317
1 1497264658.35 0.331535 2.30616 -0.574641 0.449997
1 1497264658.45 0.316896 2.34743 -0.582055 0.449591
1 1497264658.56 0.297627 2.38609 -0.602101 0.373536
1 1497264658.66 0.274188 2.42442 -0.625335 0.411666
1 1497264658.76 0.257646 2.45668 -0.633554 0.42447
1 1497264658.86 0.251264 2.48611 -0.634926 0.464965
1 1497264658.96 0.258183 2.51293 -0.642888 0.436178
1 1497264659.06 0.277695 2.53668 -0.644337 0.421214
1 1497264659.16 0.311643 2.55813 -0.644151 0.372994
1 1497264659.26 0.358708 2.57565 -0.628454 0.388172
1 1497264659.36 0.418139 2.5886 -0.623481 0.363551
1 1497264659.46 0.474096 2.59581 -0.626675 0.425278
1 1497264659.56 0.533271 2.59337 -0.627701 0.234788
1 1497264659.66 0.577293 2.57819 -0.616765 0.265041
1 1497264659.76 0.615386 2.54718 -0.615435 0.274201
1 1497264659.86 0.647799 2.49855 -0.611168 0.411208
1 1497264659.96 0.678506 2.43431 -0.624218 0.366922
1 1497264660.06 0.71297 2.35714 -0.617807 0.430857
1 1497264660.16 0.752643 2.2806 -0.609294 0.416456
1 1497264660.26 0.790254 2.21098 -0.622154 0.380775
1 1497264660.36 0.833444 2.14235 -0.62339 0.357653
1 1497264660.46 0.881593 2.06682 -0.622922 0.344407
1 1497264660.56 0.935441 1.98263 -0.621616 0.308658
1 1497264660.66 0.992784 1.89099 -0.617677 0.409896
1 1497264660.76 1.05072 1.79746 -0.613399 0.443941
1 1497264660.86 1.10089 1.70667 -0.611181 0.443121
1 1497264660.96 1.13622 1.61256 -0.606482 0.338143
1 1497264661.06 1.161 1.51166 -0.606324 0.388036
1 1497264661.16 1.16515 1.40116 -0.605728 0.350844
1 1497264661.26 1.15307 1.28392 -0.608347 0.427524
1 1497264661.36 1.14406 1.17409 -0.605742 0.341485
1 1497264661.46 1.13595 1.074 -0.604757 0.375636
1 1497264661.56 1.13311 0.973114 -0.604054 0.367131
1 1497264661.66 1.13338 0.867492 -0.605767 0.414408
1 1497264661.76 1.13726 0.755353 -0.604594 0.363337
1 1497264661.86 1.14024 0.638898 -0.615969 0.400152
1 1497264661.96 1.13118 0.530132 -0.617742 0.352062
1 1497264662.06 1.11172 0.435286 -0.617155 0.380012
1 1497264662.16 1.08168 0.346162 -0.619999 0.348343
1 1497264662.26 1.03386 0.249562 -0.621071 0.366602
1 1497264662.36 0.966129 0.140209 -0.621056 0.371838
1 1497264662.46 0.888259 0.0194896 -0.621104 0.367776
1 1497264662.56 0.821353 -0.0944184 -0.620239 0.39041
1 1497264662.66 0.769849 -0.190858 -0.621147 0.377203
1 1497264662.76 0.737215 -0.262158 -0.621686 0.380299
1 1497264662.86 0.717009 -0.318238 -0.623678 0.367857
1 1497264662.96 0.706591 -0.358241 -0.623864 0.402586
