1497264654259790951	1497264654.26	-0.571268586885	3.54600024223	
1497264654259790951	1497264654.26	-0.571268586885	3.54600024223	
1497264654458471848	1497264654.46	-0.564504765556	3.44000005722	
1497264654458471848	1497264654.46	-0.564504765556	3.44000005722	
1497264654490407028	1497264654.49	-0.564504765556	3.44000005722	
1497264654826401410	1497264654.83	-0.502782862527	3.18600010872	
1497264654826401410	1497264654.83	-0.502782862527	3.18600010872	
1497264654858889862	1497264654.86	-0.499748576709	3.18600010872	
1497264654858889862	1497264654.86	-0.499748576709	3.18600010872	
1497264655159605436	1497264655.16	-0.514542871203	2.96700024605	
1497264655159605436	1497264655.16	-0.514542871203	2.96700024605	
1497264655326433670	1497264655.33	-0.540085716248	2.84500002861	
1497264655490498117	1497264655.49	-0.582535255977	2.71100020409	
1497264655490498117	1497264655.49	-0.582535255977	2.71100020409	
1497264655527162936	1497264655.53	-0.598628576824	2.69000005722	
1497264655826880904	1497264655.83	-0.614893341973	2.4430000782	
1497264655826880904	1497264655.83	-0.614893341973	2.4430000782	
1497264655990907094	1497264655.99	-0.607026670774	2.31200003624	
1497264655990907094	1497264655.99	-0.607026670774	2.31200003624	
1497264656158685248	1497264656.16	-0.582338101296	2.16700005531	
1497264656158685248	1497264656.16	-0.582338101296	2.16700005531	
1497264656327067740	1497264656.33	-0.555421924364	2.02700018883	
1497264656327067740	1497264656.33	-0.555421924364	2.02700018883	
1497264656561451616	1497264656.56	0.314622909455	1.43100011349	
1497264656561451616	1497264656.56	0.314622909455	1.43100011349	
1497264656758674347	1497264656.76	-0.586220006943	1.72300004959	
1497264656758674347	1497264656.76	-0.586220006943	1.72300004959	
1497264656926555555	1497264656.93	-0.621640013059	1.59600007534	
1497264657126563161	1497264657.13	-0.656434296199	1.47300004959	0.354300034046	1.66500008106	
1497264657126563161	1497264657.13	-0.656434296199	1.47300004959	0.354300034046	1.66500008106	
1497264657290441286	1497264657.29	-0.660466694037	1.3520001173	0.345000047003	1.75000011921	
1497264657290441286	1497264657.29	-0.660466694037	1.3520001173	0.345000047003	1.75000011921	
1497264657458595661	1497264657.46	-0.652413361413	1.23200011253	0.309767665863	1.8140001297	
1497264657458595661	1497264657.46	-0.652413361413	1.23200011253	0.309767665863	1.8140001297	
1497264657659301177	1497264657.66	-0.652413361413	1.23200011253	0.271533347539	1.90400004387	
1497264657659301177	1497264657.66	-0.652413361413	1.23200011253	0.271533347539	1.90400004387	
1497264657826524842	1497264657.83	-0.652413361413	1.23200011253	0.256951459476	1.96900010109	
1497264658026521321	1497264658.03	-0.652413361413	1.23200011253	0.26211148807	2.06300020218	
1497264658026521321	1497264658.03	-0.652413361413	1.23200011253	0.26211148807	2.06300020218	
1497264658190429994	1497264658.19	-0.652413361413	1.23200011253	0.290647653398	2.15300011635	
1497264658190429994	1497264658.19	-0.652413361413	1.23200011253	0.290647653398	2.15300011635	
1497264658358413043	1497264658.36	-0.652413361413	1.23200011253	0.298611442929	2.22300004959	
1497264658358413043	1497264658.36	-0.652413361413	1.23200011253	0.298611442929	2.22300004959	
1497264658390438105	1497264658.39	-0.652413361413	1.23200011253	0.300573360125	2.25200009346	
1497264658390438105	1497264658.39	-0.652413361413	1.23200011253	0.300573360125	2.25200009346	
1497264658758427420	1497264658.76	"1/0"	"1/0"	0.270497185843	2.37600016594	
1497264658926538220	1497264658.93	"1/0"	"1/0"	0.262655267715	2.42600011826	
