1497260223864921163	1497260223.86	0.870601755257	0.529454868567	
1497260223967402954	1497260223.97	0.879442060394	0.584851590067	
1497260224066624696	1497260224.07	0.887842425626	0.640056744999	
1497260224165682728	1497260224.17	0.895675984117	0.688356377876	
1497260224265338882	1497260224.27	0.902461006121	0.734554615306	
1497260224368571580	1497260224.37	0.903969212208	0.782940058738	
1497260224468276350	1497260224.47	0.905361706154	0.842259859228	
1497260224570938871	1497260224.57	0.905189293728	0.901107480041	
1497260224666433812	1497260224.67	0.908216159544	0.9618872939	
1497260224770696058	1497260224.77	"1/0"	"1/0"	0.908920516994	0.995613465436	
1497260224869983435	1497260224.87	"1/0"	"1/0"	0.90908162829	1.02429597031	
1497260224967949420	1497260224.97	"1/0"	"1/0"	0.911524158016	1.05416431003	
1497260225071996121	1497260225.07	"1/0"	"1/0"	0.917713740121	1.08919985798	
1497260225172202616	1497260225.17	"1/0"	"1/0"	0.917713740121	1.08919985798	0.956438585269	1.20248591177	
1497260225267490685	1497260225.27	"1/0"	"1/0"	0.917713740121	1.08919985798	0.961900461433	1.25369667779	
1497260225371385106	1497260225.37	"1/0"	"1/0"	0.917713740121	1.08919985798	0.966147679816	1.31200843346	
1497260225465697832	1497260225.47	"1/0"	"1/0"	0.917713740121	1.08919985798	0.970469590124	1.37427704195	
1497260225566279746	1497260225.57	"1/0"	"1/0"	0.917713740121	1.08919985798	0.972742790495	1.4296514542	
1497260225665603781	1497260225.67	"1/0"	"1/0"	0.917713740121	1.08919985798	0.973985499188	1.48500625762	
1497260225767059661	1497260225.77	"1/0"	"1/0"	0.917713740121	1.08919985798	0.968723352983	1.54538112398	
1497260225868320767	1497260225.87	"1/0"	"1/0"	0.917713740121	1.08919985798	0.966391558898	1.60961812869	
1497260225968256147	1497260225.97	"1/0"	"1/0"	0.917713740121	1.08919985798	0.966462790227	1.67422919089	
1497260226071620196	1497260226.07	"1/0"	"1/0"	"1/0"	"1/0"	0.965161228488	1.74057010126	
1497260226170025212	1497260226.17	"1/0"	"1/0"	"1/0"	"1/0"	0.969499756977	1.80541977319	
1497260226267354308	1497260226.27	"1/0"	"1/0"	"1/0"	"1/0"	0.970988124563	1.84391285497	
1497260226367153291	1497260226.37	"1/0"	"1/0"	"1/0"	"1/0"	0.972707256116	1.8821613661	
1497260226470973407	1497260226.47	"1/0"	"1/0"	"1/0"	"1/0"	0.978811011223	1.92590844657	
1497260226572100198	1497260226.57	"1/0"	"1/0"	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260226668810807	1497260226.67	"1/0"	"1/0"	0.98662504644	2.06534894007	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260226770912262	1497260226.77	"1/0"	"1/0"	0.992503190129	2.11976793052	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260226871874035	1497260226.87	"1/0"	"1/0"	0.992970448434	2.18497172858	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260226971573854	1497260226.97	"1/0"	"1/0"	0.989644088363	2.24688725781	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260227073205712	1497260227.07	"1/0"	"1/0"	0.986405641857	2.3024830073	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260227169943441	1497260227.17	"1/0"	"1/0"	0.982609427509	2.348861367	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260227269550928	1497260227.27	"1/0"	"1/0"	0.96747206589	2.39786100209	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260227370972861	1497260227.37	"1/0"	"1/0"	0.948308819853	2.45632988637	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260227467785150	1497260227.47	"1/0"	"1/0"	0.932358023559	2.50753235199	"1/0"	"1/0"	0.982799643849	1.97902761826	
1497260227568252836	1497260227.57	"1/0"	"1/0"	0.922094025492	2.53433877476	"1/0"	"1/0"	"1/0"	"1/0"	
1497260227671723573	1497260227.67	"1/0"	"1/0"	0.91251719731	2.55719422271	"1/0"	"1/0"	"1/0"	"1/0"	
1497260227772383460	1497260227.77	"1/0"	"1/0"	0.825092127042	2.63387885796	"1/0"	"1/0"	"1/0"	"1/0"	
1497260227875419210	1497260227.88	"1/0"	"1/0"	0.773214856376	2.66185499843	"1/0"	"1/0"	"1/0"	"1/0"	
1497260227970681691	1497260227.97	"1/0"	"1/0"	0.728394160311	2.6843816461	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228075143117	1497260228.08	"1/0"	"1/0"	0.682002675181	2.71025908756	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228170207929	1497260228.17	"1/0"	"1/0"	0.624894391586	2.74356104385	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228268639463	1497260228.27	"1/0"	"1/0"	0.561370328372	2.77678030914	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228374227162	1497260228.37	"1/0"	"1/0"	0.492805634789	2.80908531197	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228476582357	1497260228.48	"1/0"	"1/0"	0.483024594138	2.79145875362	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228572405419	1497260228.57	"1/0"	"1/0"	0.454649826844	2.79842605782	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228675651310	1497260228.68	"1/0"	"1/0"	0.422745751904	2.80414464179	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228775096944	1497260228.78	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228873893378	1497260228.87	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260228969892469	1497260228.97	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229070125541	1497260229.07	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229171825971	1497260229.17	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229275523535	1497260229.28	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229371278011	1497260229.37	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229471358610	1497260229.47	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229571703030	1497260229.57	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229672561489	1497260229.67	"1/0"	"1/0"	0.39650226233	2.81311316552	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229877977378	1497260229.88	"1/0"	"1/0"	-0.330045397067	2.8434640826	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260229975138479	1497260229.98	"1/0"	"1/0"	-0.35450975616	2.83438232936	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260230075821085	1497260230.08	"1/0"	"1/0"	-0.377737702988	2.82687229928	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260230175228577	1497260230.18	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260230278644242	1497260230.28	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260230374600857	1497260230.37	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260230474639539	1497260230.47	"1/0"	"1/0"	"1/0"	"1/0"	-0.57661567884	2.63041615372	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260230573080846	1497260230.57	"1/0"	"1/0"	"1/0"	"1/0"	-0.597370146558	2.57781811511	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260230679815710	1497260230.68	"1/0"	"1/0"	"1/0"	"1/0"	-0.609524434913	2.54415314483	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260230780454019	1497260230.78	"1/0"	"1/0"	"1/0"	"1/0"	-0.619111695929	2.51550205766	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260230880639776	1497260230.88	"1/0"	"1/0"	"1/0"	"1/0"	-0.624979301842	2.48629701005	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260230976951893	1497260230.98	"1/0"	"1/0"	"1/0"	"1/0"	-0.631285536909	2.44902537057	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260231078111059	1497260231.08	"1/0"	"1/0"	"1/0"	"1/0"	-0.6394678488	2.40189415701	"1/0"	"1/0"	-0.400650349917	2.81883979248	"1/0"	"1/0"	
1497260231177454298	1497260231.18	"1/0"	"1/0"	"1/0"	"1/0"	-0.6483630686	2.346004181	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231280928465	1497260231.28	"1/0"	"1/0"	"1/0"	"1/0"	-0.655827197259	2.28760632487	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231376747909	1497260231.38	"1/0"	"1/0"	"1/0"	"1/0"	-0.65884328753	2.23007349897	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231476242778	1497260231.48	"1/0"	"1/0"	"1/0"	"1/0"	-0.661007441576	2.17829961387	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231576821362	1497260231.58	"1/0"	"1/0"	"1/0"	"1/0"	-0.666188693734	2.13332338821	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231678832448	1497260231.68	"1/0"	"1/0"	"1/0"	"1/0"	-0.668768653068	2.09331077058	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231779279488	1497260231.78	"1/0"	"1/0"	"1/0"	"1/0"	-0.663659563483	2.04793338628	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231876145984	1497260231.88	"1/0"	"1/0"	"1/0"	"1/0"	-0.660745733429	1.99103947606	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260231979923932	1497260231.98	"1/0"	"1/0"	"1/0"	"1/0"	-0.659006789674	1.93183818482	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232079370578	1497260232.08	"1/0"	"1/0"	"1/0"	"1/0"	-0.652708670676	1.8729969977	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232178704093	1497260232.18	"1/0"	"1/0"	"1/0"	"1/0"	-0.638960547446	1.81504138519	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232282495315	1497260232.28	"1/0"	"1/0"	"1/0"	"1/0"	-0.619514740584	1.76229168309	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232376884525	1497260232.38	"1/0"	"1/0"	"1/0"	"1/0"	-0.600782066498	1.71914035051	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232482212384	1497260232.48	"1/0"	"1/0"	"1/0"	"1/0"	-0.582023348556	1.68206256188	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232579491966	1497260232.58	"1/0"	"1/0"	"1/0"	"1/0"	-0.55870083721	1.63738488848	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232679820810	1497260232.68	"1/0"	"1/0"	"1/0"	"1/0"	-0.529695995688	1.59596942511	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232779020576	1497260232.78	"1/0"	"1/0"	"1/0"	"1/0"	-0.497791426205	1.56477178169	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232881914355	1497260232.88	"1/0"	"1/0"	"1/0"	"1/0"	-0.462937318084	1.54695618109	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260232981680903	1497260232.98	"1/0"	"1/0"	"1/0"	"1/0"	-0.429280800252	1.53905647409	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233081089565	1497260233.08	"1/0"	"1/0"	"1/0"	"1/0"	-0.397050294696	1.53362141359	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233183349842	1497260233.18	"1/0"	"1/0"	"1/0"	"1/0"	-0.359070798883	1.53414677778	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233280298915	1497260233.28	"1/0"	"1/0"	"1/0"	"1/0"	-0.30866526095	1.5359018605	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233383007640	1497260233.38	"1/0"	"1/0"	"1/0"	"1/0"	-0.246740170411	1.52766734095	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233478359552	1497260233.48	"1/0"	"1/0"	"1/0"	"1/0"	-0.179754830662	1.52056572935	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233578091386	1497260233.58	"1/0"	"1/0"	"1/0"	"1/0"	-0.120706542889	1.52828914702	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233678774477	1497260233.68	"1/0"	"1/0"	"1/0"	"1/0"	-0.0640175564743	1.53505131111	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233780630956	1497260233.78	"1/0"	"1/0"	"1/0"	"1/0"	-0.0168853712711	1.54323924006	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233879214578	1497260233.88	"1/0"	"1/0"	"1/0"	"1/0"	0.0271785571438	1.54304367768	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260233981148447	1497260233.98	"1/0"	"1/0"	"1/0"	"1/0"	0.0767312252974	1.53972947747	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260234081588457	1497260234.08	"1/0"	"1/0"	"1/0"	"1/0"	0.123612054276	1.53618885594	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260234181529239	1497260234.18	"1/0"	"1/0"	"1/0"	"1/0"	0.148847598595	1.5339918421	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260234280900093	1497260234.28	"1/0"	"1/0"	"1/0"	"1/0"	0.244511614139	1.5345731249	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260234380692973	1497260234.38	"1/0"	"1/0"	"1/0"	"1/0"	0.310696149872	1.53691627274	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1497260234482857867	1497260234.48	"1/0"	"1/0"	"1/0"	"1/0"	0.369225261806	1.53987412542	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
