1 1497262865.73 0.983198 0.607759 -1.24467 1.99133
1 1497262865.83 0.989203 0.666095 -1.24435 1.97156
1 1497262865.93 1.00085 0.726476 -1.2457 1.98175
1 1497262866.03 1.01711 0.792025 -1.24784 2.00413
1 1497262866.13 1.03806 0.859971 -1.24567 1.96536
1 1497262866.23 1.05539 0.924117 -1.24542 1.95471
1 1497262866.33 1.06191 0.989335 -1.24613 1.95836
1 1497262866.43 1.06103 1.05309 -1.24765 1.97654
1 1497262866.53 1.05492 1.1207 -1.24902 1.98781
1 1497262866.63 1.04704 1.19386 -1.25246 2.02551
1 1497262866.73 1.03152 1.27598 -1.24827 1.95821
1 1497262866.83 0.999917 1.36601 -1.2484 1.94981
1 1497262866.93 0.97023 1.44975 -1.249 1.95611
1 1497262867.03 0.951413 1.5286 -1.24773 1.93872
1 1497262867.13 0.941846 1.60353 -1.24786 1.95211
1 1497262867.23 0.94422 1.67994 -1.24691 1.95103
1 1497262867.33 0.94775 1.76469 -1.24823 1.97138
1 1497262867.43 0.946975 1.85586 -1.24828 1.95375
1 1497262867.53 0.942112 1.94449 -1.25118 1.98049
1 1497262867.63 0.934285 2.02578 -1.25203 1.95778
1 1497262867.73 0.919837 2.10262 -1.25369 1.96158
1 1497262867.83 0.89662 2.17944 -1.2546 1.9516
1 1497262867.93 0.869466 2.25659 -1.25582 1.95243
1 1497262868.03 0.841004 2.33278 -1.25801 1.96175
1 1497262868.13 0.81921 2.40386 -1.26116 1.98105
1 1497262868.23 0.810111 2.46339 -1.26502 2.00298
1 1497262868.33 0.814209 2.51197 -1.26818 1.97217
1 1497262868.43 0.823566 2.55478 -1.27126 1.96806
1 1497262868.53 0.836136 2.59723 -1.27391 1.97313
1 1497262868.63 0.84127 2.63878 -1.27671 1.97452
1 1497262868.73 0.838354 2.6776 -1.27987 1.94999
1 1497262868.83 0.826771 2.71108 -1.28453 1.97163
1 1497262868.93 0.81084 2.74094 -1.28833 1.95595
1 1497262869.03 0.790354 2.76793 -1.29396 1.97265
1 1497262869.13 0.761222 2.79376 -1.29815 1.94867
1 1497262869.23 0.718024 2.82083 -1.30552 2.10811
1 1497262869.33 0.660218 2.85063 -1.29879 2.04979
1 1497262869.43 0.600684 2.88219 -1.29002 2.09608
1 1497262869.53 0.556178 2.91326 -1.25744 1.93252
1 1497262869.63 0.530705 2.93844 -1.22812 1.94675
1 1497262869.73 0.516292 2.962 -1.18642 1.93124
1 1497262869.83 0.511994 2.98536 -1.14977 1.93803
1 1497262869.93 0.503644 3.0119 -1.12554 1.95369
1 1497262870.03 0.485969 3.03742 -1.10999 2.00142
1 1497262870.13 0.454969 3.06169 -1.09867 1.94698
1 1497262870.23 0.415011 3.08407 -1.07763 1.93509
1 1497262870.33 0.363025 3.1071 -1.05101 1.93108
1 1497262870.43 0.300061 3.13184 -1.03145 1.92742
1 1497262870.53 0.247018 3.15426 -1.0282 1.93578
1 1497262870.63 0.202926 3.17551 -1.0286 1.94418
1 1497262870.73 0.175846 3.19241 -1.02515 1.92817
1 1497262870.83 0.161186 3.20298 -1.01084 1.94473
1 1497262870.93 0.154615 3.21005 -0.995636 1.9276
1 1497262871.03 0.130653 3.22051 -0.977623 1.92027
1 1497262871.13 0.0891559 3.22999 -0.952756 1.91656
1 1497262871.23 0.0328907 3.23745 -0.916017 1.93595
1 1497262871.33 -0.0328636 3.24378 -0.866597 1.94138
1 1497262871.43 -0.095063 3.25102 -0.819846 1.92192
1 1497262871.53 -0.151056 3.26109 -0.780961 1.93894
1 1497262871.63 -0.182901 3.26833 -0.765501 1.88615
1 1497262871.73 -0.204913 3.27196 -0.749324 1.89896
1 1497262871.83 -0.216763 3.27158 -0.733854 1.88504
1 1497262871.93 -0.233742 3.27126 -0.723548 1.91636
1 1497262872.03 -0.264167 3.27139 -0.718373 1.89843
1 1497262872.13 -0.31015 3.26994 -0.707883 1.91932
1 1497262872.23 -0.362956 3.26654 -0.691776 1.904
1 1497262872.33 -0.416436 3.26283 -0.669415 1.90037
1 1497262872.43 -0.466262 3.26155 -0.634108 1.89959
1 1497262872.53 -0.50238 3.25925 -0.582874 1.89587
1 1497262872.63 -0.527571 3.25362 -0.524993 1.85533
1 1497262872.73 -0.542696 3.24565 -0.471935 1.87163
1 1497262872.83 -0.553896 3.23816 -0.433782 1.85564
1 1497262872.93 -0.569371 3.22989 -0.404468 1.87021
1 1497262873.03 -0.602965 3.22334 -0.390662 1.84719
1 1497262873.13 -0.645685 3.21536 -0.382185 1.85111
1 1497262873.23 -0.700034 3.20747 -0.373242 1.8754
1 1497262873.33 -0.753932 3.20084 -0.365336 1.84427
1 1497262873.43 -0.805738 3.19522 -0.349678 1.83762
1 1497262873.53 -0.845135 3.18996 -0.323445 1.83198
1 1497262873.63 -0.873087 3.18437 -0.284293 1.8255
1 1497262873.73 -0.887736 3.17823 -0.232505 1.80084
1 1497262873.83 -0.907356 3.17168 -0.170973 1.78537
1 1497262873.93 -0.949692 3.16423 -0.111506 1.79336
1 1497262874.03 -1.00352 3.15445 -0.0658328 1.7923
1 1497262874.13 -1.06511 3.14506 -0.0378869 1.78297
1 1497262874.23 -1.11666 3.13839 -0.0201222 1.78923
1 1497262874.33 -1.15736 3.13454 -0.016534 1.76218
1 1497262874.43 -1.18495 3.13102 -0.00707095 1.78634
1 1497262874.53 -1.19948 3.12673 0.00357867 1.79256
1 1497262874.63 -1.20695 3.12287 0.0164738 1.79335
1 1497262874.73 -1.22497 3.11281 0.0363632 1.79725
1 1497262874.83 -1.25274 3.09526 0.0646627 1.77081
1 1497262874.93 -1.286 3.07046 0.111014 1.77044
1 1497262875.03 -1.32118 3.04257 0.169939 1.75144
1 1497262875.13 -1.35344 3.01501 0.233562 1.75218
1 1497262875.23 -1.374 2.98736 0.287852 1.73703
1 1497262875.33 -1.38511 2.9556 0.331004 1.74577
1 1497262875.43 -1.38094 2.91912 0.358383 1.7459
1 1497262875.53 -1.36587 2.88089 0.37379 1.7399
1 1497262875.63 -1.36288 2.84018 0.384495 1.74893
1 1497262875.73 -1.36733 2.7953 0.390682 1.7279
1 1497262875.83 -1.38048 2.74223 0.399245 1.7338
1 1497262875.93 -1.40698 2.67884 0.412499 1.73707
1 1497262876.03 -1.44928 2.6042 0.43563 1.74692
1 1497262876.13 -1.50981 2.51879 0.471949 1.71703
1 1497262876.23 -1.57164 2.4325 0.523849 1.70499
1 1497262876.33 -1.62257 2.35172 0.587025 1.71498
1 1497262876.43 -1.66174 2.26862 0.642652 1.70251
1 1497262876.53 -1.69132 2.17682 0.687879 1.71049
1 1497262876.63 -1.71238 2.07489 0.718162 1.70481
1 1497262876.73 -1.72791 1.9657 0.740186 1.71708
1 1497262876.83 -1.74982 1.86186 0.749795 1.72112
1 1497262876.93 -1.78027 1.76419 0.752115 1.72496
1 1497262877.03 -1.80809 1.66562 0.752679 1.71895
1 1497262877.13 -1.83167 1.56023 0.756177 1.73026
1 1497262877.23 -1.84605 1.44888 0.763802 1.73893
1 1497262877.33 -1.85252 1.3366 0.777748 1.73322
1 1497262877.43 -1.84113 1.23097 0.80161 1.74706
1 1497262877.53 -1.80406 1.13394 0.839333 1.77659
1 1497262877.63 -1.7404 1.04852 0.880507 1.71195
1 1497262877.73 -1.64737 0.982448 0.930731 1.71392
1 1497262877.83 -1.54614 0.929112 0.977008 1.74845
1 1497262877.93 -1.45546 0.876558 1.02442 1.87037
1 1497262878.03 -1.36594 0.818858 1.03515 1.85538
1 1497262878.13 -1.26755 0.757708 1.01836 1.67714
1 1497262878.23 -1.15571 0.692231 1.01836 1.67714
1 1497262878.33 -1.03531 0.63159 1.01836 1.67714
1 1497262878.43 -0.923839 0.595713 1.04835 1.85297
1 1497262878.53 -0.817978 0.575593 1.01342 1.68953
1 1497262878.63 -0.709416 0.563618 1.01083 1.69757
1 1497262878.73 -0.593286 0.560358 1.01451 1.7047
1 1497262878.83 -0.47048 0.559018 1.02109 1.65314
1 1497262878.93 -0.355016 0.554054 1.03722 1.63405
1 1497262879.03 -0.249814 0.54422 1.0586 1.66172
1 1497262879.13 -0.152269 0.519425 1.08209 1.65543
1 1497262879.23 -0.0634305 0.474778 1.10849 1.64516
1 1497262879.33 0.0225572 0.408102 1.13829 1.62876
1 1497262879.43 0.112924 0.334745 1.17332 1.59073
1 1497262879.53 0.198184 0.271674 1.20174 1.59089
1 1497262879.63 0.273696 0.211837 1.2381 1.56037
1 1497262879.73 0.340911 0.153576 1.28079 1.51357
1 1497262879.83 0.403034 0.100443 1.32141 1.47728
1 1497262879.93 0.46005 0.0637405 1.36935 1.42775
1 1497262880.03 0.510422 0.0297263 1.42192 1.37285
1 1497262880.13 0.556386 0.010515 1.46258 1.33425
1 1497262880.23 0.583219 0.000712633 1.49259 1.29716
