1	1497262865.73	1.53319847584	-2.14224147797	-0.694668710232	-0.758667469025	
1	1497262865.83	1.53920316696	-2.08390498161	-0.694346189499	-0.778442442417	
1	1497262865.93	1.55084645748	-2.02352428436	-0.695695757866	-0.768248617649	
1	1497262866.03	1.56711244583	-1.95797502995	-0.697839915752	-0.74586802721	
1	1497262866.13	1.58805692196	-1.89002895355	-0.695666193962	-0.784642934799	
1	1497262866.23	1.60539388657	-1.82588338852	-0.695422530174	-0.795286238194	
1	1497262866.33	1.61190748215	-1.76066529751	-0.696127176285	-0.791635811329	
1	1497262866.43	1.61103105545	-1.69691479206	-0.697649419308	-0.773459196091	
1	1497262866.53	1.60491514206	-1.62929940224	-0.699016332626	-0.762187182903	
1	1497262866.63	1.59703969955	-1.55613553524	-0.702462911606	-0.724493741989	
1	1497262866.73	1.58151566982	-1.47401797771	-0.698269546032	-0.79179251194	
1	1497262866.83	1.54991674423	-1.38399398327	-0.698397755623	-0.800189852715	
1	1497262866.93	1.52022993565	-1.30025410652	-0.698995530605	-0.793886482716	
1	1497262867.03	1.50141310692	-1.22139620781	-0.697726786137	-0.811279714108	
1	1497262867.13	1.49184632301	-1.14647245407	-0.697860181332	-0.79789441824	
1	1497262867.23	1.49421954155	-1.07006454468	-0.696907997131	-0.798970997334	
1	1497262867.33	1.49775016308	-0.985305070877	-0.69823050499	-0.778616726398	
1	1497262867.43	1.49697470665	-0.894144415855	-0.698276102543	-0.796248018742	
1	1497262867.53	1.49211204052	-0.805507063866	-0.701178193092	-0.76951110363	
1	1497262867.63	1.48428547382	-0.724219977856	-0.702032804489	-0.792219161987	
1	1497262867.73	1.46983683109	-0.647376060486	-0.703693926334	-0.788423001766	
1	1497262867.83	1.44661951065	-0.570562779903	-0.704598546028	-0.798398137093	
1	1497262867.93	1.41946554184	-0.493405520916	-0.705819904804	-0.797569274902	
1	1497262868.03	1.39100432396	-0.417224824429	-0.70800703764	-0.788253307343	
1	1497262868.13	1.36921036243	-0.346142917871	-0.71115899086	-0.768949449062	
1	1497262868.23	1.36011111736	-0.28661185503	-0.715018332005	-0.747018754482	
1	1497262868.33	1.36420881748	-0.238029137254	-0.718180000782	-0.777828276157	
1	1497262868.43	1.37356567383	-0.195220053196	-0.721261620522	-0.781943619251	
1	1497262868.53	1.38613557816	-0.15276581049	-0.723914682865	-0.776865124702	
1	1497262868.63	1.39126980305	-0.111220441759	-0.726712703705	-0.775478720665	
