1497259676744092253	1497259676.74	0.331391339046	0.0775094787743	
1497259676844206427	1497259676.84	0.33133108919	0.0864756218361	
1497259676944339266	1497259676.94	0.33238194752	0.0990929733177	
1497259677044347148	1497259677.04	0.333426402164	0.115350981589	
1497259677145185369	1497259677.15	0.337805571294	0.143431681373	
1497259677243423909	1497259677.24	0.342400890915	0.181169061544	
1497259677342985564	1497259677.34	0.342400890915	0.181169061544	0.921634211139	0.428516453328	
1497259677444544068	1497259677.44	0.342400890915	0.181169061544	0.928838783402	0.480903186874	
1497259677543213151	1497259677.54	0.342400890915	0.181169061544	0.931474178765	0.52890863762	
1497259677643741131	1497259677.64	0.342400890915	0.181169061544	0.930116997164	0.573045399266	
1497259677744498106	1497259677.74	0.342400890915	0.181169061544	0.922276701328	0.621021564575	
1497259677843413877	1497259677.84	0.342400890915	0.181169061544	0.912236285982	0.675405588835	
1497259677944473616	1497259677.94	0.342400890915	0.181169061544	0.901936157752	0.73080510284	
1497259678046509976	1497259678.05	0.342400890915	0.181169061544	0.898049789548	0.781033340178	
1497259678145007080	1497259678.15	0.342400890915	0.181169061544	0.89393421264	0.808601326963	
1497259678244828604	1497259678.24	"1/0"	"1/0"	0.891143538833	0.832090092162	
1497259678342813702	1497259678.34	"1/0"	"1/0"	0.891262451272	0.854953478903	
1497259678443726133	1497259678.44	"1/0"	"1/0"	0.89340930335	0.881061640179	
1497259678542759633	1497259678.54	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259678642415392	1497259678.64	0.944068009125	1.03809262317	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259678744906722	1497259678.74	0.951157291036	1.08679544584	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259678842289182	1497259678.84	0.959412324696	1.14337568525	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259678943563803	1497259678.94	0.967850969963	1.1983338995	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259679044647507	1497259679.04	0.972509471739	1.25071655325	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259679144165173	1497259679.14	0.976932777657	1.30248150563	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259679247695503	1497259679.25	0.974629375234	1.35937992411	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259679347842620	1497259679.35	0.972907357626	1.4192193353	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259679445411408	1497259679.45	0.973219828339	1.47932720284	"1/0"	"1/0"	0.897026455295	0.917322224545	
1497259679543333291	1497259679.54	0.97899180865	1.54015037267	"1/0"	"1/0"	"1/0"	"1/0"	
1497259679643438532	1497259679.64	0.987078962309	1.59987827269	"1/0"	"1/0"	"1/0"	"1/0"	
1497259679741703199	1497259679.74	0.996702001602	1.65352316493	"1/0"	"1/0"	"1/0"	"1/0"	
1497259679844833312	1497259679.84	1.00560388929	1.69541693521	"1/0"	"1/0"	"1/0"	"1/0"	
1497259679942405349	1497259679.94	1.01597484918	1.74238322456	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680042685254	1497259680.04	1.02672431355	1.79432146628	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680145642979	1497259680.15	1.03580366271	1.85181451598	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680244668304	1497259680.24	1.04700176155	1.91307378219	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680345111145	1497259680.35	1.0607460371	1.97699576414	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680444534301	1497259680.44	1.07303660986	2.04004254597	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680541942532	1497259680.54	1.08521690715	2.0900642329	"1/0"	"1/0"	"1/0"	"1/0"	
1497259680640662967	1497259680.64	1.08898830851	2.13878402262	"1/0"	"1/0"	"1/0"	"1/0"	
