1497261349454622529	1497261349.45	0.871473390293	0.513759459654	
1497261355269038602	1497261355.27	"1/0"	"1/0"	"1/0"	"1/0"	-0.352774922428	2.64647579963	
1497261355369247500	1497261355.37	"1/0"	"1/0"	"1/0"	"1/0"	-0.372755685815	2.63670542873	
1497261355469949768	1497261355.47	"1/0"	"1/0"	"1/0"	"1/0"	-0.471509180322	2.56956778492	
1497261355570219036	1497261355.57	"1/0"	"1/0"	"1/0"	"1/0"	-0.528147060849	2.52473203694	
1497261355668455253	1497261355.67	"1/0"	"1/0"	"1/0"	"1/0"	-0.571711496506	2.48342958732	
1497261355770281328	1497261355.77	"1/0"	"1/0"	"1/0"	"1/0"	-0.607593929298	2.4499324034	
1497261355868837267	1497261355.87	"1/0"	"1/0"	"1/0"	"1/0"	-0.635953493314	2.42202125558	
1497261355970256520	1497261355.97	"1/0"	"1/0"	"1/0"	"1/0"	-0.666592367682	2.39220092263	
1497261356071050636	1497261356.07	"1/0"	"1/0"	"1/0"	"1/0"	-0.696216595143	2.35469856331	
1497261356170728383	1497261356.17	"1/0"	"1/0"	"1/0"	"1/0"	-0.717688324498	2.31558616285	
1497261356271039753	1497261356.27	"1/0"	"1/0"	"1/0"	"1/0"	-0.736058828722	2.27429984101	
1497261356371334941	1497261356.37	"1/0"	"1/0"	"1/0"	"1/0"	-0.74441789761	2.23802506173	
1497261356371334941	1497261356.37	"1/0"	"1/0"	"1/0"	"1/0"	-0.74441789761	2.23802506173	
1497261356474284825	1497261356.47	"1/0"	"1/0"	"1/0"	"1/0"	-0.746514858406	2.20729386737	
1497261356574885995	1497261356.57	"1/0"	"1/0"	"1/0"	"1/0"	-0.740425185017	2.17625819177	
1497261356770222584	1497261356.77	"1/0"	"1/0"	"1/0"	"1/0"	-0.706242181308	2.08538851226	
1497261356770222584	1497261356.77	"1/0"	"1/0"	"1/0"	"1/0"	-0.706242181308	2.08538851226	
1497261356872427800	1497261356.87	"1/0"	"1/0"	"1/0"	"1/0"	-0.684221099194	2.03103658967	
1497261356972507636	1497261356.97	"1/0"	"1/0"	"1/0"	"1/0"	-0.657525307775	1.97710602548	
1497261357073010837	1497261357.07	"1/0"	"1/0"	"1/0"	"1/0"	-0.626596937343	1.92913985919	
1497261357174736576	1497261357.17	"1/0"	"1/0"	"1/0"	"1/0"	-0.590769115134	1.88488124027	
1497261357273886103	1497261357.27	"1/0"	"1/0"	"1/0"	"1/0"	-0.559619274249	1.85505040641	
1497261357373059686	1497261357.37	"1/0"	"1/0"	"1/0"	"1/0"	-0.531746215908	1.83176049623	
1497261357472527758	1497261357.47	"1/0"	"1/0"	"1/0"	"1/0"	-0.466859121129	1.77120531656	
1497261357576323499	1497261357.58	"1/0"	"1/0"	"1/0"	"1/0"	-0.413381382432	1.72851215835	
1497261357672962494	1497261357.67	"1/0"	"1/0"	"1/0"	"1/0"	-0.359235303461	1.69685720231	
1497261357774635880	1497261357.77	"1/0"	"1/0"	"1/0"	"1/0"	-0.29920640593	1.67510023855	
1497261357875443376	1497261357.88	"1/0"	"1/0"	"1/0"	"1/0"	-0.244819404484	1.66278868885	
1497261357975140837	1497261357.98	"1/0"	"1/0"	"1/0"	"1/0"	-0.191345853732	1.65427496374	
1497261358077460362	1497261358.08	"1/0"	"1/0"	"1/0"	"1/0"	-0.136907371289	1.64297207301	
1497261358174676476	1497261358.17	"1/0"	"1/0"	"1/0"	"1/0"	-0.0773535933503	1.62473383637	
1497261358276691545	1497261358.28	"1/0"	"1/0"	"1/0"	"1/0"	-0.0133922491467	1.60328774026	
1497261358376525462	1497261358.38	"1/0"	"1/0"	"1/0"	"1/0"	0.0591360456975	1.57551375447	
1497261358475737529	1497261358.48	"1/0"	"1/0"	"1/0"	"1/0"	0.124097394873	1.54859818201	
1497261358578755319	1497261358.58	"1/0"	"1/0"	"1/0"	"1/0"	0.147562626696	1.51500467436	
1497261358675789816	1497261358.68	"1/0"	"1/0"	"1/0"	"1/0"	0.182592349011	1.48970264023	
1497261358776190216	1497261358.78	"1/0"	"1/0"	"1/0"	"1/0"	0.206160751857	1.46865481052	
1497261358877071694	1497261358.88	"1/0"	"1/0"	"1/0"	"1/0"	0.302254008999	1.36468813758	
1497261358978428015	1497261358.98	"1/0"	"1/0"	"1/0"	"1/0"	0.357553087153	1.30883361764	
1497261359075187585	1497261359.08	"1/0"	"1/0"	"1/0"	"1/0"	0.407254818785	1.25823941941	
1497261359177631513	1497261359.18	"1/0"	"1/0"	"1/0"	"1/0"	0.453191647841	1.21386931292	
1497261359277460894	1497261359.28	"1/0"	"1/0"	"1/0"	"1/0"	0.495715690106	1.16904698153	
1497261359378457088	1497261359.38	"1/0"	"1/0"	"1/0"	"1/0"	0.543868638221	1.11908076839	
1497261359479015292	1497261359.48	"1/0"	"1/0"	"1/0"	"1/0"	0.593532229691	1.06246869846	
1497261359575284579	1497261359.58	"1/0"	"1/0"	"1/0"	"1/0"	0.648790717873	0.997467533068	
1497261359676942137	1497261359.68	"1/0"	"1/0"	"1/0"	"1/0"	0.703436884047	0.930017379288	
1497261359776721600	1497261359.78	"1/0"	"1/0"	"1/0"	"1/0"	0.718872879997	0.891726722909	
1497261359878632857	1497261359.88	"1/0"	"1/0"	"1/0"	"1/0"	0.746593222614	0.843944301164	
1497261359978632969	1497261359.98	"1/0"	"1/0"	"1/0"	"1/0"	0.767500182464	0.790408028676	
1497261360078883371	1497261360.08	"1/0"	"1/0"	"1/0"	"1/0"	0.78216169007	0.735561821822	
1497261360178952492	1497261360.18	"1/0"	"1/0"	"1/0"	"1/0"	0.811472328123	0.650497529813	
1497261360278813253	1497261360.28	"1/0"	"1/0"	"1/0"	"1/0"	0.83019448366	0.577445527104	
1497261360377667867	1497261360.38	"1/0"	"1/0"	"1/0"	"1/0"	0.847932924729	0.503728832261	
1497261360479275617	1497261360.48	"1/0"	"1/0"	"1/0"	"1/0"	0.860330499241	0.439403780892	
1497261360578591394	1497261360.58	"1/0"	"1/0"	"1/0"	"1/0"	0.869943550544	0.379491993836	
1497261360678430677	1497261360.68	"1/0"	"1/0"	"1/0"	"1/0"	0.881685738148	0.310851979023	
1497261360777924271	1497261360.78	"1/0"	"1/0"	"1/0"	"1/0"	0.89084912843	0.229961206856	
1497261360878881484	1497261360.88	"1/0"	"1/0"	"1/0"	"1/0"	0.897416119985	0.14382581246	
1497261360976821309	1497261360.98	"1/0"	"1/0"	"1/0"	"1/0"	0.887073851124	0.100453050323	
1497261361078337631	1497261361.08	"1/0"	"1/0"	"1/0"	"1/0"	0.885499196635	0.0577802216855	
1497261361179894636	1497261361.18	"1/0"	"1/0"	"1/0"	"1/0"	0.880981138329	0.0143918702407	
1497261361278965780	1497261361.28	"1/0"	"1/0"	"1/0"	"1/0"	0.87672356949	-0.0246810387801	
1497261361381125776	1497261361.38	"1/0"	"1/0"	"1/0"	"1/0"	0.875838554476	-0.0594665344526	
1497261361477565168	1497261361.48	"1/0"	"1/0"	"1/0"	"1/0"	0.875838554476	-0.0594665344526	
