1496668841465063541	1496668841.47	-0.758400151395	3.77755076377	
1496668841565016748	1496668841.57	-0.824654397585	3.79034255637	
1496668841644784981	1496668841.64	-0.850618556498	3.79324308374	
1496668841765432344	1496668841.77	-0.888078913015	3.79637588301	
1496668841868944032	1496668841.87	-0.93703787768	3.79390779066	
1496668841950245816	1496668841.95	-0.96394590501	3.79731161866	
1496668842068498978	1496668842.07	-0.983064254419	3.8035914233	
1496668842168706116	1496668842.17	-1.08162644411	3.78572449635	
1496668842249745817	1496668842.25	-1.12704269091	3.77750104785	
1496668842369427719	1496668842.37	-1.189630019	3.76132405637	
1496668842473093251	1496668842.47	-1.23186272048	3.75152499217	
1496668842552589255	1496668842.55	-1.25412856052	3.74985385789	
1496668842672658898	1496668842.67	-1.29691017375	3.74307768429	
1496668842772449872	1496668842.77	-1.30478303153	3.72048648386	
1496668842852594618	1496668842.85	-1.33501912495	3.6984201261	
1496668842972142560	1496668842.97	-1.37616357227	3.66996105041	
1496668843072695423	1496668843.07	-1.4053802762	3.64345079156	
1496668843153224305	1496668843.15	-1.4196412368	3.62894151176	
1496668843276616194	1496668843.28	-1.43641095356	3.60955944492	
1496668843372846446	1496668843.37	-1.50706992101	3.53778721653	-1.43641095356	3.60955944492	
1496668843453844006	1496668843.45	-1.50815134044	3.50646440521	-1.43641095356	3.60955944492	
1496668843572578682	1496668843.57	-1.51143383516	3.46534453477	-1.43641095356	3.60955944492	
1496668843672841569	1496668843.67	-1.5197487258	3.42197968921	-1.43641095356	3.60955944492	
1496668843753022055	1496668843.75	-1.5252245965	3.3939578779	-1.43641095356	3.60955944492	
1496668843872959910	1496668843.87	-1.53396022264	3.34248756996	-1.43641095356	3.60955944492	
1496668843973084865	1496668843.97	-1.54072813399	3.29768060241	-1.43641095356	3.60955944492	
1496668844052706153	1496668844.05	-1.54486693968	3.27076620408	-1.43641095356	3.60955944492	
1496668844172728881	1496668844.17	-1.55597474029	3.22426931336	-1.43641095356	3.60955944492	
1496668844272713312	1496668844.27	-1.56357977895	3.17763758638	"1/0"	"1/0"	
1496668844354832160	1496668844.35	-1.56575029366	3.14508487897	"1/0"	"1/0"	
1496668844472654932	1496668844.47	-1.57092369132	3.08877039149	"1/0"	"1/0"	
1496668844577575870	1496668844.58	-1.57208480528	3.03620538795	"1/0"	"1/0"	
1496668844656669924	1496668844.66	-1.57209633847	3.00675704416	"1/0"	"1/0"	
1496668844779038902	1496668844.78	-1.56685824362	2.95051286765	"1/0"	"1/0"	
1496668844882011765	1496668844.88	-1.55943312619	2.90873725461	"1/0"	"1/0"	
1496668844960585682	1496668844.96	-1.55358020328	2.87895463931	"1/0"	"1/0"	
1496668845081595374	1496668845.08	-1.54520536948	2.81610958612	"1/0"	"1/0"	
1496668845140772389	1496668845.14	-1.5379299799	2.75799652054	"1/0"	"1/0"	
1496668845260633136	1496668845.26	-1.53476603952	2.72065065985	"1/0"	"1/0"	
1496668845380739110	1496668845.38	-1.53218236392	2.6582922047	"1/0"	"1/0"	
1496668845481184349	1496668845.48	-1.53207715676	2.61315621167	"1/0"	"1/0"	
1496668845560588228	1496668845.56	-1.53292525769	2.58745531711	"1/0"	"1/0"	
1496668845680222843	1496668845.68	-1.53722107088	2.54159276183	"1/0"	"1/0"	
1496668845780548844	1496668845.78	-1.54174763177	2.49495353258	"1/0"	"1/0"	
1496668845860460364	1496668845.86	-1.54442629609	2.46228316435	"1/0"	"1/0"	
1496668845980283876	1496668845.98	-1.54543252029	2.40295142085	"1/0"	"1/0"	
1496668846081339369	1496668846.08	-1.54599701346	2.35870184571	"1/0"	"1/0"	
1496668846160340896	1496668846.16	-1.54533927725	2.33615697682	"1/0"	"1/0"	
1496668846279983841	1496668846.28	-1.54522659524	2.32694962143	"1/0"	"1/0"	
1496668846380502189	1496668846.38	-1.54522659524	2.32694962143	"1/0"	"1/0"	
1496668846460138742	1496668846.46	-1.54522659524	2.32694962143	"1/0"	"1/0"	
1496668846580343074	1496668846.58	-1.54522659524	2.32694962143	"1/0"	"1/0"	
1496668846681218894	1496668846.68	-1.54522659524	2.32694962143	-1.40634900403	2.08979562551	"1/0"	"1/0"	
1496668846760995057	1496668846.76	-1.54522659524	2.32694962143	-1.39194801214	2.07312015587	"1/0"	"1/0"	
1496668846880425811	1496668846.88	-1.54522659524	2.32694962143	-1.3684019713	2.05704391178	"1/0"	"1/0"	
1496668846980996943	1496668846.98	-1.54522659524	2.32694962143	-1.34588452532	2.04640696121	"1/0"	"1/0"	
1496668847062579727	1496668847.06	-1.54522659524	2.32694962143	-1.32854940812	2.04037853681	"1/0"	"1/0"	
1496668847180391559	1496668847.18	"1/0"	"1/0"	-1.2985710487	2.03017793578	"1/0"	"1/0"	
1496668847244354624	1496668847.24	"1/0"	"1/0"	-1.28158430608	2.02442993448	"1/0"	"1/0"	
1496668847364351522	1496668847.36	"1/0"	"1/0"	-1.25693173701	2.01491278228	"1/0"	"1/0"	
1496668847444210420	1496668847.44	"1/0"	"1/0"	-1.20126372916	1.98613378316	"1/0"	"1/0"	
1496668847545550559	1496668847.55	"1/0"	"1/0"	-1.12887653111	1.95073136559	"1/0"	"1/0"	
1496668847664706506	1496668847.66	"1/0"	"1/0"	-1.0825752104	1.93049087847	"1/0"	"1/0"	
1496668847744715095	1496668847.74	"1/0"	"1/0"	-1.04902603821	1.91817059427	"1/0"	"1/0"	
1496668847846377059	1496668847.85	"1/0"	"1/0"	-1.00743401895	1.9065840942	"1/0"	"1/0"	
1496668847964702893	1496668847.96	"1/0"	"1/0"	-0.970091523021	1.90059282913	"1/0"	"1/0"	
1496668848044465380	1496668848.04	"1/0"	"1/0"	-0.938060490308	1.89852081055	"1/0"	"1/0"	
1496668848144652333	1496668848.14	"1/0"	"1/0"	-0.892931638481	1.90258697174	"1/0"	"1/0"	
1496668848264860772	1496668848.26	"1/0"	"1/0"	-0.841816440093	1.90731629184	"1/0"	"1/0"	
1496668848344026166	1496668848.34	"1/0"	"1/0"	-0.796901416319	1.90869329663	"1/0"	"1/0"	
1496668848444744839	1496668848.44	"1/0"	"1/0"	-0.7430083049	1.90840154392	"1/0"	"1/0"	
1496668848565214172	1496668848.57	"1/0"	"1/0"	-0.699758520679	1.91155700527	"1/0"	"1/0"	
1496668848645621298	1496668848.65	"1/0"	"1/0"	-0.660974735175	1.91168056018	"1/0"	"1/0"	
1496668848744532502	1496668848.74	"1/0"	"1/0"	-0.614894990332	1.90897352505	"1/0"	"1/0"	
1496668848865342025	1496668848.87	"1/0"	"1/0"	-0.569998691387	1.90173712485	"1/0"	"1/0"	
1496668848944005246	1496668848.94	"1/0"	"1/0"	-0.530319623903	1.89302795464	"1/0"	"1/0"	
1496668849044206697	1496668849.04	"1/0"	"1/0"	-0.483161865374	1.88664416685	"1/0"	"1/0"	
1496668849164457812	1496668849.16	"1/0"	"1/0"	-0.416851405021	1.87870624311	"1/0"	"1/0"	
1496668849244262433	1496668849.24	"1/0"	"1/0"	-0.360148893272	1.87199932869	"1/0"	"1/0"	
1496668849344391495	1496668849.34	"1/0"	"1/0"	-0.300417998411	1.86871881416	"1/0"	"1/0"	
1496668849465171592	1496668849.47	"1/0"	"1/0"	-0.254779061749	1.86980726511	"1/0"	"1/0"	
1496668849544338204	1496668849.54	"1/0"	"1/0"	-0.21821241595	1.87352813334	"1/0"	"1/0"	
1496668849644915747	1496668849.64	"1/0"	"1/0"	-0.170757791498	1.88242983412	"1/0"	"1/0"	
1496668849767247068	1496668849.77	"1/0"	"1/0"	-0.115962934407	1.89376091355	"1/0"	"1/0"	
1496668849844724811	1496668849.84	"1/0"	"1/0"	-0.0730525113731	1.89798350844	"1/0"	"1/0"	
1496668849945211139	1496668849.95	"1/0"	"1/0"	-0.0234782373891	1.91067383479	"1/0"	"1/0"	
1496668850064479452	1496668850.06	"1/0"	"1/0"	0.028194303344	1.91986719221	"1/0"	"1/0"	
1496668850144806787	1496668850.14	"1/0"	"1/0"	0.0701594638698	1.92699040946	"1/0"	"1/0"	
