1496668850244892380	1496668850.24	"1/0"	"1/0"	0.117140324647	1.93401436777	"1/0"	"1/0"	
1496668850366689106	1496668850.37	"1/0"	"1/0"	0.157030244506	1.9378511023	"1/0"	"1/0"	
1496668850445184574	1496668850.45	"1/0"	"1/0"	0.193295807411	1.93922603662	"1/0"	"1/0"	
1496668850545984150	1496668850.55	"1/0"	"1/0"	0.242629168474	1.93380193019	"1/0"	"1/0"	
1496668850667922780	1496668850.67	"1/0"	"1/0"	0.290896771551	1.9288999138	"1/0"	"1/0"	
1496668850745010895	1496668850.75	"1/0"	"1/0"	0.322877559189	1.92510618756	"1/0"	"1/0"	
1496668850844947516	1496668850.84	"1/0"	"1/0"	0.417403290022	1.88775087971	"1/0"	"1/0"	
1496668850964847065	1496668850.96	"1/0"	"1/0"	0.476321318557	1.84852095123	"1/0"	"1/0"	
1496668851044682232	1496668851.04	"1/0"	"1/0"	0.510615064714	1.82529333217	"1/0"	"1/0"	
1496668851148695909	1496668851.15	"1/0"	"1/0"	0.540699317192	1.79492835979	"1/0"	"1/0"	
1496668851268269608	1496668851.27	"1/0"	"1/0"	0.561055281616	1.77292980789	"1/0"	"1/0"	
1496668851348196930	1496668851.35	"1/0"	"1/0"	0.576577767612	1.75219729932	"1/0"	"1/0"	
1496668851450508352	1496668851.45	"1/0"	"1/0"	0.591352566696	1.72307611574	"1/0"	"1/0"	
1496668851568879475	1496668851.57	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668851647436983	1496668851.65	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668851747869620	1496668851.75	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668851867736428	1496668851.87	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668851947555452	1496668851.95	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668852047544615	1496668852.05	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668852167692826	1496668852.17	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668852247107623	1496668852.25	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668852347585202	1496668852.35	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
1496668852467427247	1496668852.47	"1/0"	"1/0"	0.599555868377	1.71334438509	"1/0"	"1/0"	
