1496669940969012832	1496669940.97	-0.352998000961	2.44114498344	
1496669941069384527	1496669941.07	-0.353299262184	2.44166115582	
1496669941167973505	1496669941.17	-0.353256622437	2.4419689024	
1496669941268761857	1496669941.27	-0.352995978642	2.44260343087	
1496669941369210803	1496669941.37	-0.353265744818	2.44270064376	
1496669941468347907	1496669941.47	-0.353012309984	2.44281262004	
1496669941588450173	1496669941.59	-0.352492234112	2.44295093194	
1496669941668740432	1496669941.67	-0.352471373938	2.44321595898	
1496669941788710670	1496669941.79	-0.353295290716	2.44314929413	
1496669941884718468	1496669941.88	-0.353006362484	2.44310203141	
1496669941965072427	1496669941.97	-0.35170267431	2.44382296222	
1496669942084626621	1496669942.08	-0.351551845468	2.44440800518	
1496669942184737606	1496669942.18	-0.351664955186	2.44435757338	
1496669942265011020	1496669942.27	-0.352166891197	2.44362898716	
1496669942389502310	1496669942.39	-0.351760366805	2.44371588857	
1496669942484955545	1496669942.48	-0.352715081107	2.44384581896	
1496669942565554393	1496669942.57	-0.352560492826	2.44337294246	
1496669942684683963	1496669942.68	-0.352829655537	2.44309150158	
1496669942784923392	1496669942.78	-0.353051349481	2.44309635041	
1496669942865110599	1496669942.87	-0.35281432432	2.44333790395	
1496669942985093980	1496669942.99	-0.353301714491	2.44267153171	
1496669943084918012	1496669943.08	-0.352908789735	2.44334824277	
1496669943165599822	1496669943.17	-0.352758772498	2.44312035035	
1496669943285763279	1496669943.29	-0.353098456608	2.44281709451	
1496669943365913183	1496669943.37	-0.353172874361	2.44161206261	
1496669943457995310	1496669943.46	-0.353502607302	2.43812311308	
1496669943578902847	1496669943.58	-0.3543512957	2.43584373627	
1496669943659567279	1496669943.66	-0.354302306801	2.43497789155	0.535665565524	1.95040696042	
1496669943758663284	1496669943.76	-0.353688213477	2.43419756671	0.530083504124	1.97097674279	
1496669943877008318	1496669943.88	-0.354259233545	2.43365494894	0.519180980512	1.98999765833	
1496669943958081549	1496669943.96	-0.353816591258	2.43359874338	0.515193305277	2.00820826575	
1496669944061838962	1496669944.06	-0.354812117097	2.43369773536	0.528861233552	2.07621558294	
1496669944181196279	1496669944.18	-0.3550747113	2.43296681667	0.555738958073	2.14323122444	
1496669944286129462	1496669944.29	-0.355275473173	2.43274217289	0.571023956467	2.18817208072	
1496669944366612166	1496669944.37	-0.355419350823	2.43292672067	0.576833050554	2.21021226722	
1496669944486001150	1496669944.49	-0.354978396774	2.43334114243	0.580342505317	2.24288605263	
1496669944585687371	1496669944.59	-0.354863548638	2.43335164106	0.591574421473	2.27077877962	
1496669944665183973	1496669944.67	-0.354921506266	2.433326075	0.601530096242	2.28258147886	
1496669944785686212	1496669944.79	-0.355078041857	2.43370101276	0.592858702463	2.34914192863	
1496669944885787546	1496669944.89	-0.355237857857	2.43388471934	0.578278016527	2.41649206071	
1496669944966630909	1496669944.97	-0.355203639331	2.43397879116	0.571912395626	2.44491132531	
1496669945088942814	1496669945.09	-0.354756585984	2.43399844943	0.565927396616	2.48721547998	
1496669945194304827	1496669945.19	-0.354298834708	2.43421784395	0.567634850225	2.52301755424	
1496669945273817140	1496669945.27	-0.354741639191	2.43386567316	0.571062760191	2.5495913784	
1496669945393219017	1496669945.39	-0.355413606782	2.43415189097	0.56481974509	2.5845869165	
1496669945493680063	1496669945.49	-0.354740969136	2.43382554775	0.560432753238	2.62200385139	
1496669945573186885	1496669945.57	-0.353997681096	2.43409909985	0.548861834824	2.63110821669	
1496669945693659987	1496669945.69	-0.353799399575	2.43429898688	0.560130613984	2.69000916022	
1496669945793734722	1496669945.79	-0.353300939439	2.43510123802	0.56876784817	2.72798189415	
1496669945873438873	1496669945.87	-0.353468191056	2.43495820753	0.573514049168	2.74844536559	
1496669945993078707	1496669945.99	-0.354634409212	2.43546110577	0.576048093381	2.7818453374	
1496669946093726054	1496669946.09	-0.354595732612	2.43485502133	0.571433790973	2.81312558705	
1496669946172994476	1496669946.17	-0.355172386491	2.43500578973	0.576296120374	2.82873049112	
1496669946293623733	1496669946.29	-0.354474545596	2.43517830165	0.565235660988	2.8745278548	
1496669946358852879	1496669946.36	-0.35445710258	2.43501089343	0.576590781905	2.89011300486	
1496669946477695851	1496669946.48	-0.355340639208	2.43504701092	0.556830635511	2.9450000567	
1496669946557999327	1496669946.56	-0.355632835279	2.43451096009	0.546698646376	2.97285790381	
1496669946658537629	1496669946.66	-0.355429534053	2.43500879182	0.534167581766	3.02011190956	
1496669946776896216	1496669946.78	-0.354583471861	2.4350698736	0.528687346986	3.04231888304	
1496669946858359539	1496669946.86	-0.355327637345	2.43475328137	0.525334808358	3.05625557552	
1496669946961775493	1496669946.96	-0.356381701917	2.43414979179	0.512231897091	3.09336926129	
1496669947083698685	1496669947.08	-0.355054066243	2.43446183502	0.501060365091	3.12474385468	
1496669947161818803	1496669947.16	-0.35456954514	2.434859618	0.485727989556	3.13421414311	
1496669947262163562	1496669947.26	-0.353094393222	2.43496243399	0.473106059686	3.16851962294	
1496669947381846204	1496669947.38	-0.352989597445	2.43407983789	0.462208915322	3.19171931975	
1496669947490713202	1496669947.49	-0.353491503941	2.43389972188	0.4504296466	3.20666329291	
1496669947569585816	1496669947.57	-0.353887305497	2.43387734392	0.441480672746	3.20946194891	
1496669947689028123	1496669947.69	-0.355407466561	2.43378546155	0.427498020906	3.21263611091	
1496669947789335035	1496669947.79	-0.356570545845	2.43360652392	0.41179220351	3.22510245702	
1496669947869094399	1496669947.87	-0.355372929636	2.43410206112	0.41010700556	3.22653462896	0.185678952584	2.98350336619	
1496669947989277894	1496669947.99	-0.355624184863	2.43482321846	0.41010700556	3.22653462896	0.181217753494	2.98309326018	
1496669948056712051	1496669948.06	-0.355149612406	2.43516947348	0.41010700556	3.22653462896	0.178805408701	2.98387511447	
1496669948177865172	1496669948.18	-0.354676109023	2.43514805491	0.41010700556	3.22653462896	0.177552978973	2.98428103387	
1496669948257190808	1496669948.26	-0.353913214199	2.43504409091	0.41010700556	3.22653462896	0.176133626986	2.9847410537	
1496669948356849214	1496669948.36	-0.354178257107	2.43565037338	0.41010700556	3.22653462896	0.175767199835	2.98485981476	
1496669948477063744	1496669948.48	-0.354180536289	2.43537879875	0.41010700556	3.22653462896	0.175767199835	2.98485981476	
1496669948556378751	1496669948.56	-0.35347986894	2.43556729019	0.41010700556	3.22653462896	0.175767199835	2.98485981476	
1496669948656731278	1496669948.66	-0.35336249753	2.4354379455	0.41010700556	3.22653462896	0.175767199835	2.98485981476	
1496669948778197595	1496669948.78	-0.353885027186	2.43438800642	0.41010700556	3.22653462896	0.175767199835	2.98485981476	
1496669948857390568	1496669948.86	-0.353885517581	2.43479602391	"1/0"	"1/0"	0.175767199835	2.98485981476	
1496669948956872666	1496669948.96	-0.354552563752	2.43434377665	"1/0"	"1/0"	-0.0953857426882	2.86931779738	0.175767199835	2.98485981476	
1496669949077646815	1496669949.08	-0.354303537066	2.43431307449	"1/0"	"1/0"	-0.110493571393	3.19528930068	0.175767199835	2.98485981476	
1496669949158376181	1496669949.16	-0.354753553908	2.43393649545	"1/0"	"1/0"	-0.122068671164	3.24611038442	0.175767199835	2.98485981476	
1496669949258025962	1496669949.26	-0.354388482205	2.43376107759	"1/0"	"1/0"	-0.144022324527	3.26344916427	0.175767199835	2.98485981476	
1496669949377845881	1496669949.38	-0.354120539261	2.43382081948	"1/0"	"1/0"	-0.160402905212	3.26260437189	"1/0"	"1/0"	
1496669949457769643	1496669949.46	-0.354241483563	2.433650557	"1/0"	"1/0"	-0.171618957385	3.25511369795	"1/0"	"1/0"	
1496669949562657818	1496669949.56	-0.355061932648	2.43354673787	"1/0"	"1/0"	-0.187003728106	3.23871650306	"1/0"	"1/0"	
1496669949681336278	1496669949.68	-0.355078393962	2.43362518758	"1/0"	"1/0"	-0.198274562193	3.22854752943	"1/0"	"1/0"	
1496669949762315279	1496669949.76	-0.355750176254	2.43352244383	"1/0"	"1/0"	-0.202107133428	3.22289072593	"1/0"	"1/0"	
1496669949862089289	1496669949.86	-0.35493122417	2.43403542465	"1/0"	"1/0"	-0.277099852215	3.21314890996	"1/0"	"1/0"	
1496669949981538180	1496669949.98	-0.353885717876	2.43473023153	"1/0"	"1/0"	-0.320330540082	3.20607322325	"1/0"	"1/0"	
1496669950061311157	1496669950.06	-0.353504130254	2.4348266564	"1/0"	"1/0"	-0.349143833056	3.20457649072	"1/0"	"1/0"	
1496669950166200231	1496669950.17	-0.353836358036	2.43475361508	"1/0"	"1/0"	-0.379211539483	3.20667005722	"1/0"	"1/0"	
1496669950286352037	1496669950.29	-0.353754472961	2.43489238505	"1/0"	"1/0"	-0.405596052132	3.2156329194	"1/0"	"1/0"	
1496669950365182616	1496669950.37	-0.353773583422	2.43554866889	"1/0"	"1/0"	-0.431723819476	3.22135376505	"1/0"	"1/0"	
1496669950462071573	1496669950.46	-0.354391842089	2.43494196516	"1/0"	"1/0"	-0.467703691518	3.2312263842	"1/0"	"1/0"	
1496669950581736247	1496669950.58	-0.355005415348	2.4347710669	"1/0"	"1/0"	-0.504826261215	3.23612694027	"1/0"	"1/0"	
1496669950661334875	1496669950.66	-0.354833949162	2.43533675194	"1/0"	"1/0"	-0.522026835242	3.24844668087	"1/0"	"1/0"	
1496669950761961331	1496669950.76	-0.353044544883	2.43562679239	"1/0"	"1/0"	-0.567027800137	3.25177855101	"1/0"	"1/0"	
1496669950881157493	1496669950.88	-0.353265416991	2.43536882277	"1/0"	"1/0"	-0.583132455294	3.25633895761	"1/0"	"1/0"	
1496669950961572194	1496669950.96	-0.353632465	2.43536097039	"1/0"	"1/0"	-0.526411707389	3.19315970066	"1/0"	"1/0"	
1496669951060902695	1496669951.06	-0.353784157993	2.4349716997	"1/0"	"1/0"	-0.534311332958	3.1782922009	"1/0"	"1/0"	
1496669951180849401	1496669951.18	-0.353012832231	2.43599449797	"1/0"	"1/0"	-0.546320777804	3.16768604098	"1/0"	"1/0"	
1496669951260390575	1496669951.26	-0.35422938444	2.43553685589	"1/0"	"1/0"	-0.473858889869	3.09464704177	"1/0"	"1/0"	
1496669951364493499	1496669951.36	-0.354214180458	2.43539136434	"1/0"	"1/0"	-0.431556222003	3.05277688024	"1/0"	"1/0"	
1496669951484969228	1496669951.48	-0.354296916644	2.43493195101	"1/0"	"1/0"	-0.424056734896	3.0418658094	"1/0"	"1/0"	
1496669951564317278	1496669951.56	-0.354819847688	2.43511031124	"1/0"	"1/0"	-0.418403122069	3.03364031755	"1/0"	"1/0"	
1496669951668865911	1496669951.67	-0.354137855576	2.43532396163	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669951788799222	1496669951.79	-0.353894264134	2.43524042644	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669951868562447	1496669951.87	-0.35412608697	2.43525119516	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669951969820477	1496669951.97	-0.355149242519	2.43515974298	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952088796246	1496669952.09	-0.355945105003	2.43541385649	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952170486153	1496669952.17	-0.355841435552	2.43528838008	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952269646264	1496669952.27	-0.354669218494	2.43488517879	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952391090034	1496669952.39	-0.355600597315	2.43395693365	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952469105683	1496669952.47	-0.355101288643	2.43434946377	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952565676277	1496669952.57	-0.355416800038	2.43416065643	"1/0"	"1/0"	-0.397414790869	3.01011528328	"1/0"	"1/0"	
1496669952686315983	1496669952.69	-0.354853997946	2.43422563128	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669952765544320	1496669952.77	-0.35473027811	2.43428880002	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669952871886930	1496669952.87	-0.354734478532	2.43502623557	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669952989384336	1496669952.99	-0.354573199708	2.43524549551	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953068959369	1496669953.07	-0.354448143757	2.43504505605	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953165625115	1496669953.17	-0.354328389813	2.43439411977	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953285591184	1496669953.29	-0.353988341302	2.43434357814	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953364960531	1496669953.36	-0.354556725374	2.43362893799	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953469451318	1496669953.47	-0.354843568706	2.43336948701	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953588927596	1496669953.59	-0.355030454358	2.43332179045	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669953668650001	1496669953.67	-0.354963863744	2.43393547426	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
