1496670013144818670	1496670013.14	-0.356108443984	2.44040045122	
1496670013245376638	1496670013.25	-0.354696630703	2.44238352091	
1496670013344500918	1496670013.34	-0.353212994601	2.44259064403	
1496670013445686662	1496670013.45	-0.353136495955	2.44282511777	
1496670013545841371	1496670013.55	-0.351729312769	2.44384805689	
1496670013645312481	1496670013.65	-0.351376310113	2.4442209041	
1496670013752619947	1496670013.75	-0.350823160428	2.4446551926	
1496670013832596351	1496670013.83	-0.351220755067	2.44451724755	
1496670013953543622	1496670013.95	-0.352245115095	2.44417630969	
1496670014032415796	1496670014.03	-0.352905236667	2.4444413835	
1496670014132305167	1496670014.13	-0.352262846704	2.4446806202	
1496670014252285888	1496670014.25	-0.352394322619	2.44520955363	
1496670014332622563	1496670014.33	-0.352067143783	2.44486759903	
1496670014428998923	1496670014.43	-0.351584775836	2.44498499746	
1496670014550871367	1496670014.55	-0.351741853992	2.44500918455	
1496670014629485485	1496670014.63	-0.351329335501	2.4450271974	
1496670014733280723	1496670014.73	-0.3512610723	2.44599172283	
1496670014856566091	1496670014.86	-0.35193227897	2.44495823631	
1496670014932679766	1496670014.93	-0.351561604659	2.44555480059	
1496670015033182805	1496670015.03	-0.351301661838	2.44553358502	
1496670015153622786	1496670015.15	-0.351365429768	2.44443882204	
1496670015233639705	1496670015.23	-0.351233555678	2.44408120632	
1496670015337334392	1496670015.34	-0.351986540777	2.44413578704	
1496670015457423350	1496670015.46	-0.352069036179	2.44461519341	
1496670015537332299	1496670015.54	-0.351831156616	2.44483058076	
1496670015637507391	1496670015.64	-0.352525002796	2.44091953419	
1496670015757512416	1496670015.76	-0.352919674399	2.43850802726	
1496670015837422287	1496670015.84	-0.353176249693	2.43729865552	
1496670015937676353	1496670015.94	-0.353888536953	2.4361422532	
1496670016057341281	1496670016.06	-0.353877965827	2.43613489962	
1496670016136977321	1496670016.14	-0.353676290335	2.43548423139	
1496670016237670192	1496670016.24	-0.353845628491	2.43547962915	
1496670016357788836	1496670016.36	-0.35334092274	2.43556056517	
1496670016437276862	1496670016.44	-0.352974234192	2.43533635851	
1496670016537272654	1496670016.54	-0.352571597196	2.43535243962	
1496670016657550829	1496670016.66	-0.353451723447	2.4353523006	0.472491344016	1.93692523064	
1496670016738329707	1496670016.74	-0.353372095373	2.43494747682	0.481640402538	1.96285048922	
1496670016838232244	1496670016.84	-0.353179891015	2.43558716912	0.484907406939	2.00816117833	
1496670016957096760	1496670016.96	-0.353390674103	2.43630053167	0.499404694853	2.03152940472	
1496670017042447776	1496670017.04	-0.353073236977	2.43626905801	0.495686410879	2.10723031837	
1496670017139820070	1496670017.14	-0.352670874622	2.43554180823	0.487000856746	2.17291852127	
1496670017257856040	1496670017.26	-0.352466196832	2.43561127395	0.478878321683	2.21945372716	
1496670017338019014	1496670017.34	-0.352021382269	2.43675974609	0.47547545517	2.2519743643	
1496670017437806232	1496670017.44	-0.352673094845	2.43626828175	0.474533114121	2.28674128026	
1496670017558380085	1496670017.56	-0.352668495689	2.43608577191	0.479403258807	2.32058546025	
1496670017637127120	1496670017.64	-0.352999244374	2.4360813824	0.475273804384	2.34022802387	
1496670017737852812	1496670017.74	-0.352713091759	2.43645576819	0.465125337182	2.36745591778	
1496670017858860613	1496670017.86	-0.352362560469	2.43646789509	0.461004040551	2.41041647571	
1496670017939260218	1496670017.94	-0.352268355862	2.43650239492	0.467960317897	2.45518794292	
1496670018037716792	1496670018.04	-0.352269332587	2.4365083353	0.475799587396	2.51346190936	
1496670018158105882	1496670018.16	-0.352811192561	2.4370102331	0.476285152049	2.54301751855	
1496670018237899813	1496670018.24	-0.353629666587	2.43790282157	0.47523138132	2.56849945171	
1496670018337862895	1496670018.34	-0.353616845349	2.43762680581	0.46922945871	2.60174817653	
1496670018457502466	1496670018.46	-0.352298677388	2.43862528141	0.460957104144	2.63759204405	
1496670018537961068	1496670018.54	-0.351550382011	2.43910486685	0.466031848574	2.66178506306	
1496670018638204755	1496670018.64	-0.35184157521	2.4388275147	0.482103748678	2.68145211572	
1496670018758573169	1496670018.76	-0.351060285381	2.43897063144	0.464997191896	2.75305218606	
1496670018837239131	1496670018.84	-0.351166838728	2.43877312867	0.453759015016	2.79399149959	
1496670018937318509	1496670018.94	-0.351388838178	2.43814702009	0.441361019538	2.8346459858	
1496670019057510758	1496670019.06	-0.351284289201	2.43865849734	0.4346980886	2.86539233435	
1496670019137178241	1496670019.14	-0.351353328453	2.43823358834	0.433155465866	2.89118517107	
1496670019241142502	1496670019.24	-0.351947348558	2.43840156725	0.433565466426	2.92253384544	
1496670019321462509	1496670019.32	-0.35270256809	2.4377563212	0.433938952468	2.95112320792	
1496670019441205828	1496670019.44	-0.353758239276	2.43697774642	0.433681377821	2.9763035463	
1496670019541394488	1496670019.54	-0.353822247772	2.43721304408	0.426918889728	3.00419612731	
1496670019660954422	1496670019.66	-0.353401334473	2.43708427887	0.422046686919	3.01611587937	
1496670019740583893	1496670019.74	-0.353469897318	2.437627476	0.417124236727	3.02401255958	
1496670019837087631	1496670019.84	-0.35316224331	2.43801672355	0.410023914327	3.02986711002	
1496670019957906483	1496670019.96	-0.353191296189	2.43767128976	0.396275143361	3.03270177084	
1496670020037642149	1496670020.04	-0.352635195243	2.4377048206	0.38455418419	3.03769842689	
1496670020140994390	1496670020.14	-0.352348184007	2.43761208655	0.38455418419	3.03769842689	0.171678228442	2.90299225748	
1496670020261011609	1496670020.26	-0.352854321059	2.43792217379	0.38455418419	3.03769842689	0.16770210253	2.90462704472	
1496670020340995207	1496670020.34	-0.352120067189	2.43841451503	0.38455418419	3.03769842689	0.164711736061	2.9058565362	
1496670020440965244	1496670020.44	-0.352860946845	2.43812894804	0.38455418419	3.03769842689	0.162120140103	2.91614114066	
1496670020561086054	1496670020.56	-0.352344225589	2.43764147862	0.38455418419	3.03769842689	0.160409896287	2.91688660945	
1496670020641983685	1496670020.64	-0.353089536055	2.43748675477	0.38455418419	3.03769842689	0.158947850277	2.91361086781	
1496670020741210691	1496670020.74	-0.353889109213	2.43774932289	0.38455418419	3.03769842689	0.158947850277	2.91361086781	
1496670020860517158	1496670020.86	-0.354364601192	2.43818265805	0.38455418419	3.03769842689	0.158947850277	2.91361086781	
1496670020941212108	1496670020.94	-0.354424501874	2.4383621087	0.38455418419	3.03769842689	0.158947850277	2.91361086781	
1496670021042220816	1496670021.04	-0.354719172342	2.43835067182	"1/0"	"1/0"	0.158947850277	2.91361086781	
1496670021161012194	1496670021.16	-0.354845287727	2.43837580145	"1/0"	"1/0"	0.158947850277	2.91361086781	
1496670021241466965	1496670021.24	-0.35498911346	2.43841455977	"1/0"	"1/0"	0.158947850277	2.91361086781	
1496670021341137493	1496670021.34	-0.3543378311	2.43807552045	"1/0"	"1/0"	-0.0922980123413	3.18148149281	0.158947850277	2.91361086781	
1496670021461543298	1496670021.46	-0.354029341549	2.43842862748	"1/0"	"1/0"	-0.11432421916	3.18238602133	0.158947850277	2.91361086781	
1496670021541523530	1496670021.54	-0.35404659122	2.43858859502	"1/0"	"1/0"	-0.130515789245	3.17748916825	0.158947850277	2.91361086781	
1496670021642839724	1496670021.64	-0.354643676204	2.43818549974	"1/0"	"1/0"	-0.149858245249	3.16897589758	"1/0"	"1/0"	
1496670021761598181	1496670021.76	-0.354913640871	2.43785846613	"1/0"	"1/0"	-0.16568249972	3.15912268667	"1/0"	"1/0"	
1496670021841558996	1496670021.84	-0.355806773493	2.43743089376	"1/0"	"1/0"	-0.174568481583	3.15248900304	"1/0"	"1/0"	
1496670021941977392	1496670021.94	-0.356612641854	2.43723969801	"1/0"	"1/0"	-0.205703845794	3.1377790272	"1/0"	"1/0"	
1496670022021460728	1496670022.02	-0.356392821719	2.43755525423	"1/0"	"1/0"	-0.267181677124	3.12171276186	"1/0"	"1/0"	
1496670022141017132	1496670022.14	-0.356118222581	2.43771833326	"1/0"	"1/0"	-0.30482008113	3.11489248523	"1/0"	"1/0"	
1496670022241327122	1496670022.24	-0.355348342629	2.43834678957	"1/0"	"1/0"	-0.345085595961	3.11045053967	"1/0"	"1/0"	
1496670022321251874	1496670022.32	-0.354987743862	2.43863721412	"1/0"	"1/0"	-0.377777990033	3.11346970663	"1/0"	"1/0"	
1496670022440833380	1496670022.44	-0.355133499489	2.43895192197	"1/0"	"1/0"	-0.397202913441	3.1178797328	"1/0"	"1/0"	
1496670022537095474	1496670022.54	-0.354207515306	2.43938510431	"1/0"	"1/0"	-0.417134804466	3.09955222843	"1/0"	"1/0"	
1496670022658688942	1496670022.66	-0.354757297434	2.43881438773	"1/0"	"1/0"	-0.459997571289	3.10071621812	"1/0"	"1/0"	
1496670022736985917	1496670022.74	-0.354429041143	2.43872119472	"1/0"	"1/0"	-0.486768839519	3.09919020064	"1/0"	"1/0"	
1496670022837700140	1496670022.84	-0.354732004958	2.43842413241	"1/0"	"1/0"	-0.498989364702	3.05930023681	"1/0"	"1/0"	
1496670022957495627	1496670022.96	-0.354230940024	2.43886571408	"1/0"	"1/0"	-0.53107798648	3.06953532974	"1/0"	"1/0"	
1496670023037699941	1496670023.04	-0.354465824052	2.43851311781	"1/0"	"1/0"	-0.538084867907	3.07647977855	"1/0"	"1/0"	
1496670023137492101	1496670023.14	-0.354029566194	2.43864115381	"1/0"	"1/0"	-0.553965764637	3.07990852539	"1/0"	"1/0"	
1496670023257914824	1496670023.26	-0.355078289168	2.4380630297	"1/0"	"1/0"	-0.570059737874	3.07897193198	"1/0"	"1/0"	
1496670023336819209	1496670023.34	-0.354810571593	2.43815556369	"1/0"	"1/0"	-0.580858685728	3.07950323429	"1/0"	"1/0"	
1496670023436516388	1496670023.44	-0.356976826886	2.94382280201	-0.354282039389	2.43799684652	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670023557195553	1496670023.56	-0.359485985104	2.9433351892	-0.355191114769	2.43771876262	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670023636662924	1496670023.64	-0.360878212911	2.94355372888	-0.355337520117	2.43783977277	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670023736962536	1496670023.74	-0.364407112532	2.9438316683	-0.355653566267	2.43824637785	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670023857168548	1496670023.86	-0.364876248701	2.9438994292	-0.355634169721	2.43826687609	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670023936937465	1496670023.94	-0.364876248701	2.9438994292	-0.356118403653	2.43791940832	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670024037146555	1496670024.04	-0.364876248701	2.9438994292	-0.355677926577	2.43776457243	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670024157926620	1496670024.16	-0.364876248701	2.9438994292	-0.355947473719	2.43766270475	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670024237593329	1496670024.24	-0.364876248701	2.9438994292	-0.355966304537	2.43754986704	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670024337934728	1496670024.34	-0.364876248701	2.9438994292	-0.356100061447	2.43807963157	"1/0"	"1/0"	-0.587329673559	3.0795715747	"1/0"	"1/0"	
1496670024458239984	1496670024.46	-0.364876248701	2.9438994292	-0.35605392892	2.43859706088	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670024537833795	1496670024.54	-0.364876248701	2.9438994292	-0.355860620771	2.43838456255	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670024637441353	1496670024.64	-0.364876248701	2.9438994292	-0.355560039973	2.43851737514	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670024757584615	1496670024.76	"1/0"	"1/0"	-0.355981072695	2.43820804275	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670024837266552	1496670024.84	"1/0"	"1/0"	-0.356028426673	2.43804948637	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670024937945351	1496670024.94	"1/0"	"1/0"	-0.356248805988	2.43866777309	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025057580145	1496670025.06	"1/0"	"1/0"	-0.3566472851	2.43854982717	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025137441794	1496670025.14	"1/0"	"1/0"	-0.356694767071	2.43848234837	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025241425858	1496670025.24	"1/0"	"1/0"	-0.356464007156	2.43853803804	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025321496903	1496670025.32	"1/0"	"1/0"	-0.356645805952	2.43838970502	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025441320498	1496670025.44	"1/0"	"1/0"	-0.355474605062	2.43802254251	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025540945942	1496670025.54	"1/0"	"1/0"	-0.355374289822	2.43771399287	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025621165858	1496670025.62	"1/0"	"1/0"	-0.356079818699	2.43682048043	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025741263181	1496670025.74	"1/0"	"1/0"	-0.355137640187	2.43742318996	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025841058121	1496670025.84	"1/0"	"1/0"	-0.355094139492	2.4370817623	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670025921507496	1496670025.92	"1/0"	"1/0"	-0.354829509656	2.43707444145	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026041188802	1496670026.04	"1/0"	"1/0"	-0.354740384112	2.43666409244	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026141379616	1496670026.14	"1/0"	"1/0"	-0.354942122064	2.43680896597	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026223452899	1496670026.22	"1/0"	"1/0"	-0.354784705317	2.43739505566	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026341608682	1496670026.34	"1/0"	"1/0"	-0.354890635215	2.43745704442	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026441785057	1496670026.44	"1/0"	"1/0"	-0.353802455552	2.43780314377	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026561581272	1496670026.56	"1/0"	"1/0"	-0.354199641456	2.43725348535	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026640973764	1496670026.64	"1/0"	"1/0"	-0.353805876755	2.43667872884	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026741861077	1496670026.74	"1/0"	"1/0"	-0.354216054053	2.43615832181	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026822732256	1496670026.82	"1/0"	"1/0"	-0.354195385282	2.43599110181	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670026941270558	1496670026.94	"1/0"	"1/0"	-0.354665940694	2.43572085197	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027041430775	1496670027.04	"1/0"	"1/0"	-0.35485075101	2.43596020755	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027121704538	1496670027.12	"1/0"	"1/0"	-0.354620175371	2.43592542801	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027241680482	1496670027.24	"1/0"	"1/0"	-0.354715120601	2.43615276527	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027342150503	1496670027.34	"1/0"	"1/0"	-0.354920037078	2.43637830247	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027461424808	1496670027.46	"1/0"	"1/0"	-0.355014133918	2.43697255313	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027541438648	1496670027.54	"1/0"	"1/0"	-0.35492051618	2.43642996403	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027641308976	1496670027.64	"1/0"	"1/0"	-0.354371907595	2.43750883958	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027761246228	1496670027.76	"1/0"	"1/0"	-0.353816668333	2.43769270739	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027841674770	1496670027.84	"1/0"	"1/0"	-0.353957101366	2.43750701658	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670027961041367	1496670027.96	"1/0"	"1/0"	-0.353498702227	2.43782140455	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670028057197520	1496670028.06	"1/0"	"1/0"	-0.354201445757	2.43808584384	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670028137737366	1496670028.14	"1/0"	"1/0"	-0.353731779105	2.43903743353	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496670028257176574	1496670028.26	"1/0"	"1/0"	-0.355117606203	2.43856142949	"1/0"	"1/0"	"1/0"	"1/0"	-1.18468264478	2.02921569114	"1/0"	"1/0"	
1496670028358175949	1496670028.36	"1/0"	"1/0"	-0.355374036665	2.43853260048	"1/0"	"1/0"	"1/0"	"1/0"	-1.18905189641	2.01600548174	"1/0"	"1/0"	
1496670028438443527	1496670028.44	"1/0"	"1/0"	-0.355999832429	2.43812010608	"1/0"	"1/0"	"1/0"	"1/0"	-1.14895774383	1.97671470277	"1/0"	"1/0"	
1496670028557246489	1496670028.56	"1/0"	"1/0"	-0.356539586055	2.43865411524	"1/0"	"1/0"	"1/0"	"1/0"	-1.10454684707	1.94832671348	"1/0"	"1/0"	
1496670028657757167	1496670028.66	"1/0"	"1/0"	-0.35536702993	2.43814734862	"1/0"	"1/0"	"1/0"	"1/0"	-1.07306975544	1.93551190358	"1/0"	"1/0"	
1496670028737594905	1496670028.74	"1/0"	"1/0"	-0.354821944887	2.43883544888	"1/0"	"1/0"	"1/0"	"1/0"	-1.05493091556	1.92924622286	"1/0"	"1/0"	
1496670028821407679	1496670028.82	"1/0"	"1/0"	-0.355234160512	2.43841909616	"1/0"	"1/0"	"1/0"	"1/0"	-1.03270844019	1.92079399421	"1/0"	"1/0"	
1496670028959494962	1496670028.96	"1/0"	"1/0"	-0.355503203467	2.43725519507	"1/0"	"1/0"	"1/0"	"1/0"	-0.999769854122	1.90380712689	"1/0"	"1/0"	
1496670029037515018	1496670029.04	"1/0"	"1/0"	-0.355963179379	2.4372682952	"1/0"	"1/0"	"1/0"	"1/0"	-0.98486672929	1.89098692599	"1/0"	"1/0"	
1496670029159340048	1496670029.16	"1/0"	"1/0"	-0.355372127583	2.43770914523	"1/0"	"1/0"	"1/0"	"1/0"	-0.956518211012	1.86721802434	"1/0"	"1/0"	
