1496669862419755732	1496669862.42	-0.351484729367	2.44062918669	
1496669862521938235	1496669862.52	-0.351827257993	2.44218903654	
1496669862619797583	1496669862.62	-0.352500077679	2.44180483775	
1496669862720719360	1496669862.72	-0.353016011639	2.4417823234	
1496669862821601676	1496669862.82	-0.353801854472	2.44215931355	
1496669862921295184	1496669862.92	-0.353169392858	2.44259712268	
1496669863028724851	1496669863.03	-0.352694515832	2.4431303473	
1496669863108314988	1496669863.11	-0.352086440815	2.44377411613	
1496669863228804444	1496669863.23	-0.351835732496	2.44391289958	
1496669863309099778	1496669863.31	-0.35171257393	2.44448416941	
1496669863409325556	1496669863.41	-0.351889316648	2.44491123222	
1496669863529079625	1496669863.53	-0.351375814006	2.44508381062	
1496669863608515585	1496669863.61	-0.35131145783	2.44564148812	
1496669863708945561	1496669863.71	-0.351039288565	2.4456608338	
1496669863830466307	1496669863.83	-0.351596450496	2.44501292978	
1496669863908785751	1496669863.91	-0.351866771314	2.44489358615	
1496669864010400532	1496669864.01	-0.351828232584	2.44540286903	
1496669864134692762	1496669864.13	-0.351194317704	2.4455506825	
1496669864210347315	1496669864.21	-0.351104666273	2.44600086896	
1496669864305981942	1496669864.31	-0.351248313493	2.44594656133	
1496669864425229645	1496669864.43	-0.350543215838	2.445911131	
1496669864505267336	1496669864.51	-0.350722786796	2.44590931308	
1496669864605718936	1496669864.61	-0.351202034764	2.44596053142	
1496669864725733087	1496669864.73	-0.351554540869	2.44595612671	
1496669864806232639	1496669864.81	-0.351641810068	2.44622037133	
1496669864905337691	1496669864.91	-0.352733255307	2.44466388902	
1496669865026021256	1496669865.03	-0.352559015495	2.44149812952	
1496669865105202958	1496669865.11	-0.352393421979	2.43874692943	
1496669865206069537	1496669865.21	-0.353317179477	2.43818212713	
1496669865325227719	1496669865.33	-0.353037895657	2.43678633944	
1496669865405000952	1496669865.41	-0.353289014962	2.43648823025	
1496669865505964480	1496669865.51	-0.353729417056	2.43556931336	
1496669865625920327	1496669865.63	-0.354319767491	2.43595957382	0.542229027049	2.05630894269	
1496669865745179257	1496669865.75	-0.353857328444	2.43552718374	0.553948947701	2.0987463728	
1496669865805053680	1496669865.81	-0.353629950019	2.43625363494	0.54304206354	2.13449275324	
1496669865925699140	1496669865.93	-0.353437417701	2.43648537594	0.539260060914	2.16273046674	
1496669866005742787	1496669866.01	-0.352729972827	2.43690377837	0.542584227964	2.21083880877	
1496669866107792690	1496669866.11	-0.352468087065	2.43659462472	0.543144852595	2.24254387365	
1496669866225525359	1496669866.23	-0.35291815066	2.43626291929	0.542244613926	2.26252825619	
1496669866344899289	1496669866.34	-0.3532506549	2.435955806	0.556816740741	2.28550574475	
1496669866407356498	1496669866.41	-0.353787807648	2.43637244202	0.558736608834	2.33972919902	
1496669866525569784	1496669866.53	-0.353310797085	2.43620868092	0.562086182127	2.37242917979	
1496669866605759522	1496669866.61	-0.353073295401	2.4358665036	0.56963744411	2.42239316707	
1496669866705535947	1496669866.71	-0.352597573076	2.43645473116	0.575364458953	2.45230121406	
1496669866826389954	1496669866.83	-0.35206968873	2.43706606733	0.579614230905	2.49007963699	
1496669866905854668	1496669866.91	-0.351984088452	2.43698064604	0.579122982787	2.51530466799	
1496669867006373070	1496669867.01	-0.352592808161	2.43698788716	0.570631253759	2.58361112748	
1496669867125179649	1496669867.13	-0.352737921676	2.436469114	0.564451391877	2.61365804032	
1496669867206948147	1496669867.21	-0.353058360285	2.43667820157	0.557495187147	2.65519848394	
1496669867325238043	1496669867.33	-0.353206028071	2.43678865202	0.547134384186	2.70005443869	
1496669867425911443	1496669867.43	-0.352309146914	2.43663233762	0.540963609281	2.7190849767	
1496669867507315437	1496669867.51	-0.351683934785	2.43640321915	0.535517688271	2.74045920641	
1496669867609979863	1496669867.61	-0.351772290226	2.43620828424	0.532131715387	2.78232394378	
1496669867729780122	1496669867.73	-0.351302511388	2.43658078249	0.536501724167	2.81828522571	
1496669867808927731	1496669867.81	-0.35098334935	2.43689205383	0.541078065296	2.84072998339	
1496669867905872347	1496669867.91	-0.350976384056	2.43786214344	0.54421104297	2.88260280987	
1496669868026945604	1496669868.03	-0.351065964283	2.4378726241	0.540763428741	2.92371978443	
1496669868105330723	1496669868.11	-0.351339956282	2.43789640084	0.534595015966	2.97395086495	
1496669868209188200	1496669868.21	-0.351236974871	2.43782393926	0.52893691882	3.00249035925	
1496669868330178465	1496669868.33	-0.351908736357	2.43741751864	0.520134405125	3.03976083561	
1496669868409356163	1496669868.41	-0.351427206516	2.4378336485	0.51401430641	3.06155929143	
1496669868509952293	1496669868.51	-0.352067846459	2.43751184219	0.50236474124	3.10304266475	
1496669868629806841	1496669868.63	-0.351517347514	2.43736233674	0.488653050377	3.13805058397	
1496669868709023959	1496669868.71	-0.351703217382	2.43756371585	0.478021382502	3.16054638214	
1496669868814166460	1496669868.81	-0.350505745284	2.43782278886	0.460029410837	3.19927708342	
1496669868934244125	1496669868.93	-0.351031530226	2.43822321249	0.457109550562	3.23676471127	
1496669869012794574	1496669869.01	-0.351745798742	2.43792552548	0.455445723786	3.25216272989	
1496669869105754104	1496669869.11	-0.351433734086	2.43779250523	0.453462837913	3.28054278172	
1496669869224888560	1496669869.22	-0.351612233222	2.43754552837	0.450818422503	3.28518703664	
1496669869305715523	1496669869.31	-0.352556516348	2.43763457393	0.442444566704	3.29066762341	
1496669869409011784	1496669869.41	-0.352758634587	2.43806905614	0.439110132098	3.29038717338	0.210461400475	3.00854147466	
1496669869531848428	1496669869.53	-0.352972507767	2.43824626749	0.439110132098	3.29038717338	0.198620387178	2.99554296824	
1496669869609077130	1496669869.61	-0.352872196369	2.43806335153	0.439110132098	3.29038717338	0.190462222537	2.98753900825	
1496669869708535850	1496669869.71	-0.352801797175	2.43797645773	0.439110132098	3.29038717338	0.186098093047	2.98057015005	
1496669869828934880	1496669869.83	-0.352304642199	2.437459152	0.439110132098	3.29038717338	0.183509372359	2.97870839484	
1496669869909168910	1496669869.91	-0.351723678055	2.43793324869	0.439110132098	3.29038717338	0.181364206517	2.98695848503	
1496669870008804840	1496669870.01	-0.352408764235	2.43767033973	0.439110132098	3.29038717338	0.179205208741	2.98651078405	
1496669870128873938	1496669870.13	-0.353184407382	2.43728100052	0.439110132098	3.29038717338	0.178795259468	2.98642577484	
1496669870209385071	1496669870.21	-0.353128861777	2.4376625624	0.439110132098	3.29038717338	0.178795259468	2.98642577484	
1496669870309611401	1496669870.31	-0.353840440887	2.43798363019	0.439110132098	3.29038717338	0.178795259468	2.98642577484	
1496669870429512609	1496669870.43	-0.0845848464768	2.97757220063	-0.354966656254	2.43817170722	"1/0"	"1/0"	0.178795259468	2.98642577484	
1496669870510335353	1496669870.51	-0.0836937780221	2.98776998392	-0.354680438445	2.43821267734	"1/0"	"1/0"	0.178795259468	2.98642577484	
1496669870609530152	1496669870.61	-0.0907361101288	3.0054278943	-0.353984534675	2.43825006873	"1/0"	"1/0"	0.178795259468	2.98642577484	
1496669870729219158	1496669870.73	-0.0959093950692	3.01169450047	-0.353900369237	2.43784878333	"1/0"	"1/0"	0.178795259468	2.98642577484	
1496669870809142698	1496669870.81	-0.0991487948819	3.01204024658	-0.354901351986	2.43785580758	"1/0"	"1/0"	0.178795259468	2.98642577484	
1496669870909452532	1496669870.91	-0.103963502646	3.01114322668	-0.354131190311	2.4380467508	"1/0"	"1/0"	0.178795259468	2.98642577484	
1496669871028874438	1496669871.03	-0.105951255629	3.0057766938	-0.35439328623	2.43768346277	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871108827376	1496669871.11	-0.105951255629	3.0057766938	-0.35443231653	2.43777007334	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871215294391	1496669871.22	-0.105951255629	3.0057766938	-0.355046554518	2.43779984677	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871334685731	1496669871.33	-0.105951255629	3.0057766938	-0.355756171473	2.4375686526	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871412780551	1496669871.41	-0.105951255629	3.0057766938	-0.354932584251	2.43777314218	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871513310325	1496669871.51	-0.105951255629	3.0057766938	-0.355656985802	2.43804442039	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871637467811	1496669871.64	-0.105951255629	3.0057766938	-0.35455398508	2.43878838276	-0.197272337587	3.34378260766	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871737303172	1496669871.74	-0.105951255629	3.0057766938	-0.356268802754	2.43826380711	-0.222132283684	3.34887886186	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871816884160	1496669871.82	-0.105951255629	3.0057766938	-0.355279877237	2.43806541345	-0.232931566724	3.34420077955	"1/0"	"1/0"	"1/0"	"1/0"	
1496669871938759179	1496669871.94	-0.105951255629	3.0057766938	-0.354351600706	2.4383837899	-0.252599945427	3.34186447267	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872034652830	1496669872.03	"1/0"	"1/0"	-0.354839345877	2.43837224008	-0.264742645286	3.33873138516	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872113560014	1496669872.11	"1/0"	"1/0"	-0.354826655924	2.43836554331	-0.274085082488	3.34031915314	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872234375035	1496669872.23	"1/0"	"1/0"	-0.355362509516	2.43859373922	-0.256888251283	3.33816934857	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872313415264	1496669872.31	"1/0"	"1/0"	-0.354949948278	2.43863367011	-0.265947351702	3.33910224148	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872413143568	1496669872.41	"1/0"	"1/0"	-0.355247295889	2.43836102459	-0.262355784614	3.34270107168	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872534047804	1496669872.53	"1/0"	"1/0"	-0.35444083546	2.43790631425	-0.285663793366	3.35146308725	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872613053217	1496669872.61	"1/0"	"1/0"	-0.353807755969	2.43786824521	-0.302262745626	3.35236712997	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872713343162	1496669872.71	"1/0"	"1/0"	-0.353953434339	2.43741237486	-0.330600290418	3.3550155927	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872834387459	1496669872.83	"1/0"	"1/0"	-0.353886247084	2.43794534257	-0.353176475249	3.35383828064	"1/0"	"1/0"	"1/0"	"1/0"	
1496669872913757929	1496669872.91	"1/0"	"1/0"	-0.353862970982	2.43800926736	-0.368904099347	3.35039759557	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873013670490	1496669873.01	"1/0"	"1/0"	-0.353948560152	2.43844243616	-0.371409057994	3.34849140948	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873136125281	1496669873.14	"1/0"	"1/0"	-0.354049296889	2.43867324112	-0.363020703617	3.35040066503	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873212934810	1496669873.21	"1/0"	"1/0"	-0.354619602757	2.43819220326	-0.372531408129	3.35678713475	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873313908711	1496669873.31	"1/0"	"1/0"	-0.354605580436	2.43780150359	-0.392760305037	3.36862537388	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873433587473	1496669873.43	"1/0"	"1/0"	-0.35435677075	2.4377971028	-0.422543246951	3.37218519126	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873513591824	1496669873.51	"1/0"	"1/0"	-0.354038567965	2.43782941181	-0.444681266394	3.37427046711	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873613759145	1496669873.61	"1/0"	"1/0"	-0.353810929347	2.43747731855	-0.480019335276	3.37622552767	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873733129986	1496669873.73	"1/0"	"1/0"	-0.353898391413	2.43745461346	-0.496423007524	3.37224318221	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873813764810	1496669873.81	"1/0"	"1/0"	-0.354497912496	2.43755561209	-0.508076793823	3.36791265181	"1/0"	"1/0"	"1/0"	"1/0"	
1496669873908798536	1496669873.91	"1/0"	"1/0"	-0.354582002452	2.43796182856	-0.537830557838	3.36032048059	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874028774521	1496669874.03	"1/0"	"1/0"	-0.353885684707	2.43841916717	-0.457536961223	3.22486668745	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874108940743	1496669874.11	"1/0"	"1/0"	-0.354331768561	2.43834296387	-0.472127293233	3.21441084179	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874229953229	1496669874.23	"1/0"	"1/0"	-0.354335054841	2.43772504946	-0.486817555254	3.20425642404	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874328793471	1496669874.33	"1/0"	"1/0"	-0.354128738301	2.43811876258	-0.492583782519	3.20771716922	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874408483591	1496669874.41	"1/0"	"1/0"	-0.354818616615	2.43781732079	-0.495304680747	3.2075004935	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874508810294	1496669874.51	"1/0"	"1/0"	-0.355797634512	2.43685421393	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874629324281	1496669874.63	"1/0"	"1/0"	-0.355097843587	2.4370450292	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874709345993	1496669874.71	"1/0"	"1/0"	-0.354759586888	2.43722783053	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874829363042	1496669874.83	"1/0"	"1/0"	-0.355096555445	2.43743970923	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669874928944373	1496669874.93	"1/0"	"1/0"	-0.355762326226	2.43771159363	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875008607608	1496669875.01	"1/0"	"1/0"	-0.356113441992	2.43802566433	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875116400570	1496669875.12	"1/0"	"1/0"	-0.356483423991	2.43762282032	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875236843848	1496669875.24	"1/0"	"1/0"	-0.356417633888	2.43762926441	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875316052569	1496669875.32	"1/0"	"1/0"	-0.356532868718	2.43773148054	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875413161455	1496669875.41	"1/0"	"1/0"	-0.3564616859	2.43827812162	-0.496713674485	3.20763370815	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875536576157	1496669875.54	"1/0"	"1/0"	-0.356028323802	2.43782706059	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875613698372	1496669875.61	"1/0"	"1/0"	-0.356548685617	2.43759257621	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875713275080	1496669875.71	"1/0"	"1/0"	-0.355899113384	2.43758714193	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875833082168	1496669875.83	"1/0"	"1/0"	-0.35630228725	2.43773149523	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669875912936857	1496669875.91	"1/0"	"1/0"	-0.355747475026	2.4375714755	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669876016703242	1496669876.02	"1/0"	"1/0"	-0.354764990479	2.43768090901	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669876137201579	1496669876.14	"1/0"	"1/0"	-0.354118290608	2.43755451916	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669876217365511	1496669876.22	-1.24432471901	3.29905861216	"1/0"	"1/0"	-0.354060666407	2.43795113812	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669876317430494	1496669876.32	-1.24687405416	3.29130247315	"1/0"	"1/0"	-0.354885404754	2.43773530382	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669876440279399	1496669876.44	-1.24504402425	3.28606089444	"1/0"	"1/0"	-0.355725544846	2.43779667034	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496669876517018501	1496669876.52	-1.23950550905	3.27863484657	"1/0"	"1/0"	-0.355334434022	2.43778182087	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
