1496663600436991709 1496663600.44 0.891264 2.25263
1496663624029626186 1496663624.03 "1/0" "1/0" "1/0" "1/0" 0.517232 2.06014 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624108841539 1496663624.11 "1/0" "1/0" "1/0" "1/0" 0.53172 2.0607 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624228717903 1496663624.23 "1/0" "1/0" "1/0" "1/0" 0.585119 2.05696 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624329061555 1496663624.33 "1/0" "1/0" "1/0" "1/0" 0.638927 2.04785 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624409162993 1496663624.41 "1/0" "1/0" "1/0" "1/0" 0.675749 2.04057 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624529248933 1496663624.53 "1/0" "1/0" "1/0" "1/0" 0.734866 2.02591 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624629181035 1496663624.63 "1/0" "1/0" "1/0" "1/0" 0.779736 2.01423 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624709270812 1496663624.71 "1/0" "1/0" "1/0" "1/0" 0.80603 2.00953 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624828922410 1496663624.83 "1/0" "1/0" "1/0" "1/0" 0.849943 2.00686 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663624930710034 1496663624.93 "1/0" "1/0" "1/0" "1/0" 0.872972 2.00632 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625009235095 1496663625.01 "1/0" "1/0" "1/0" "1/0" 0.878541 2.00334 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625144548842 1496663625.14 "1/0" "1/0" "1/0" "1/0" 0.88659 1.99093 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625224772218 1496663625.22 "1/0" "1/0" "1/0" "1/0" 0.890214 1.98517 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625309203265 1496663625.31 "1/0" "1/0" "1/0" "1/0" 0.89262 1.9777 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625428884191 1496663625.43 "1/0" "1/0" "1/0" "1/0" 0.896659 1.96141 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625529104165 1496663625.53 "1/0" "1/0" "1/0" "1/0" 0.899 1.9404 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625609101759 1496663625.61 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625728084007 1496663625.73 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625828252322 1496663625.83 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663625907703459 1496663625.91 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663626043592509 1496663626.04 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663626124647932 1496663626.12 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663626244395384 1496663626.24 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663626324696511 1496663626.32 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663626427903329 1496663626.43 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663626507287297 1496663626.51 "1/0" "1/0" "1/0" "1/0" 0.899553 1.93198 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
