1496663600436991709	1496663600.44	0.691263840541	2.25262978221	
1496663609113496164	1496663609.11	"1/0"	"1/0"	"1/0"	"1/0"	-0.50594814756	3.83205459144	
1496663609232860863	1496663609.23	"1/0"	"1/0"	"1/0"	"1/0"	-0.547685563402	3.83898124164	
1496663609332786807	1496663609.33	"1/0"	"1/0"	"1/0"	"1/0"	-0.598786920869	3.84133658936	
1496663609413302800	1496663609.41	"1/0"	"1/0"	"1/0"	"1/0"	-0.628048081579	3.83962124711	
1496663609533182313	1496663609.53	"1/0"	"1/0"	"1/0"	"1/0"	-0.66210845074	3.84087259407	
1496663609632579824	1496663609.63	"1/0"	"1/0"	"1/0"	"1/0"	-0.695436717603	3.82789101011	
1496663609713894425	1496663609.71	"1/0"	"1/0"	"1/0"	"1/0"	-0.713762942554	3.82428317472	
1496663609833354347	1496663609.83	"1/0"	"1/0"	"1/0"	"1/0"	-0.745194949875	3.82251262724	
1496663609932834338	1496663609.93	"1/0"	"1/0"	"1/0"	"1/0"	-0.791830864597	3.82745717207	
1496663610013481997	1496663610.01	"1/0"	"1/0"	"1/0"	"1/0"	-0.817319378109	3.8305711721	
1496663610132724406	1496663610.13	"1/0"	"1/0"	"1/0"	"1/0"	-0.857293384519	3.83595351438	
1496663610233244608	1496663610.23	"1/0"	"1/0"	"1/0"	"1/0"	-0.908710853462	3.8356508502	
1496663610313471214	1496663610.31	"1/0"	"1/0"	"1/0"	"1/0"	-0.939154704806	3.83506671344	
1496663610434532957	1496663610.43	"1/0"	"1/0"	"1/0"	"1/0"	-0.981968991235	3.83671105969	
1496663610534233735	1496663610.53	"1/0"	"1/0"	"1/0"	"1/0"	-1.0107301917	3.83749186251	
1496663610616723440	1496663610.62	"1/0"	"1/0"	"1/0"	"1/0"	-1.03144924405	3.83674614196	
1496663610739650882	1496663610.74	"1/0"	"1/0"	"1/0"	"1/0"	-1.07186720457	3.83610190622	
1496663610835116342	1496663610.84	"1/0"	"1/0"	"1/0"	"1/0"	-1.10678404815	3.83415426559	
1496663610913506594	1496663610.91	"1/0"	"1/0"	"1/0"	"1/0"	-1.12999211838	3.83374002614	
1496663611036687922	1496663611.04	"1/0"	"1/0"	"1/0"	"1/0"	-1.17289348457	3.82936480012	
1496663611137370029	1496663611.14	"1/0"	"1/0"	"1/0"	"1/0"	-1.21483896615	3.81961067392	
1496663611218404196	1496663611.22	"1/0"	"1/0"	"1/0"	"1/0"	-1.23888491393	3.81407070603	
1496663611337350943	1496663611.34	"1/0"	"1/0"	"1/0"	"1/0"	-1.28030202197	3.80534605397	
1496663611443444057	1496663611.44	"1/0"	"1/0"	"1/0"	"1/0"	-1.31162168498	3.80674185661	
1496663611521035358	1496663611.52	"1/0"	"1/0"	"1/0"	"1/0"	-1.32494586312	3.79603793599	
1496663611640848331	1496663611.64	"1/0"	"1/0"	"1/0"	"1/0"	-1.34894870682	3.78314058502	
1496663611741286809	1496663611.74	"1/0"	"1/0"	"1/0"	"1/0"	-1.36891524831	3.77211655331	
1496663611821454142	1496663611.82	"1/0"	"1/0"	"1/0"	"1/0"	-1.38399078286	3.77000317669	
1496663611940528471	1496663611.94	"1/0"	"1/0"	"1/0"	"1/0"	-1.41269779678	3.76803860872	
1496663612041856246	1496663612.04	"1/0"	"1/0"	"1/0"	"1/0"	-1.44155959288	3.7598238235	
1496663612120944457	1496663612.12	"1/0"	"1/0"	"1/0"	"1/0"	-1.46053210092	3.75421105131	
1496663612244007811	1496663612.24	"1/0"	"1/0"	"1/0"	"1/0"	-1.49535859541	3.73499165203	
1496663612342258399	1496663612.34	"1/0"	"1/0"	"1/0"	"1/0"	-1.51856245268	3.72152580737	
1496663612421750266	1496663612.42	"1/0"	"1/0"	"1/0"	"1/0"	-1.5332499866	3.71257360459	
1496663612541197131	1496663612.54	"1/0"	"1/0"	"1/0"	"1/0"	-1.54608147239	3.69860812508	
1496663612644327896	1496663612.64	"1/0"	"1/0"	"1/0"	"1/0"	-1.55970530667	3.67126799201	
1496663612721327476	1496663612.72	"1/0"	"1/0"	"1/0"	"1/0"	-1.56692726215	3.65308402816	
1496663612841424482	1496663612.84	"1/0"	"1/0"	"1/0"	"1/0"	-1.58470562024	3.6301567174	
1496663612908951673	1496663612.91	"1/0"	"1/0"	"1/0"	"1/0"	-1.59970687351	3.61752753983	
1496663613029174166	1496663613.03	"1/0"	"1/0"	"1/0"	"1/0"	-1.62545444051	3.60105709549	
1496663613137515152	1496663613.14	"1/0"	"1/0"	"1/0"	"1/0"	-1.65608350171	3.57689663939	
1496663613217839121	1496663613.22	"1/0"	"1/0"	"1/0"	"1/0"	-1.67625770515	3.55999886939	
1496663613336707624	1496663613.34	"1/0"	"1/0"	"1/0"	"1/0"	-1.69733471073	3.5340604785	
1496663613436380613	1496663613.44	"1/0"	"1/0"	"1/0"	"1/0"	-1.70784809276	3.51072926526	
1496663613517993658	1496663613.52	"1/0"	"1/0"	"1/0"	"1/0"	-1.72904917849	3.48730051364	
1496663613638798832	1496663613.64	"1/0"	"1/0"	"1/0"	"1/0"	-1.75356895834	3.45168636023	
1496663613745003135	1496663613.75	"1/0"	"1/0"	"1/0"	"1/0"	-1.75193041605	3.42398071967	
1496663613825088711	1496663613.83	"1/0"	"1/0"	"1/0"	"1/0"	-1.75884526915	3.39197748008	
1496663613945669127	1496663613.95	"1/0"	"1/0"	"1/0"	"1/0"	-1.75141974669	3.33182348843	
1496663614010536534	1496663614.01	"1/0"	"1/0"	"1/0"	"1/0"	-1.7611156292	3.2977554384	
1496663614128402385	1496663614.13	"1/0"	"1/0"	"1/0"	"1/0"	-1.78117201584	3.26446063862	
1496663614209005460	1496663614.21	"1/0"	"1/0"	"1/0"	"1/0"	-1.78439544217	3.22133688855	
1496663614309398406	1496663614.31	"1/0"	"1/0"	"1/0"	"1/0"	-1.78601418613	3.17792716337	
1496663614429444531	1496663614.43	"1/0"	"1/0"	"1/0"	"1/0"	-1.79025258918	3.13773387663	
1496663614526526146	1496663614.53	"1/0"	"1/0"	"1/0"	"1/0"	-1.79415778523	3.08045408183	
1496663614604959476	1496663614.6	"1/0"	"1/0"	"1/0"	"1/0"	-1.79436005573	3.04383955801	
1496663614725409644	1496663614.73	"1/0"	"1/0"	"1/0"	"1/0"	-1.79481776497	2.99553037069	
1496663614808322209	1496663614.81	"1/0"	"1/0"	"1/0"	"1/0"	-1.79331852571	2.95310016594	
1496663614945256379	1496663614.95	"1/0"	"1/0"	"1/0"	"1/0"	-1.79763759447	2.90573409865	
1496663615024986449	1496663615.02	"1/0"	"1/0"	"1/0"	"1/0"	-1.79689908065	2.88627730008	
1496663615145624388	1496663615.15	"1/0"	"1/0"	"1/0"	"1/0"	-1.77857468205	2.81082544107	
1496663615240445691	1496663615.24	"1/0"	"1/0"	"1/0"	"1/0"	-1.76964376835	2.7766795691	
1496663615320914944	1496663615.32	"1/0"	"1/0"	"1/0"	"1/0"	-1.76142604787	2.75378820809	
1496663615441424969	1496663615.44	"1/0"	"1/0"	"1/0"	"1/0"	-1.75098809914	2.71895382316	
1496663615545279039	1496663615.55	"1/0"	"1/0"	"1/0"	"1/0"	-1.74457094133	2.69455551584	
1496663615624466492	1496663615.62	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663615744188403	1496663615.74	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663615808802770	1496663615.81	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663615928563599	1496663615.93	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663616008224477	1496663616.01	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663616108448017	1496663616.11	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663616228120987	1496663616.23	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663616307491882	1496663616.31	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663616407897647	1496663616.41	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663616528220192	1496663616.53	"1/0"	"1/0"	"1/0"	"1/0"	-1.74347345796	2.68702552468	
1496663621412514808	1496663621.41	-0.525198878009	2.03728155136	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663621512159293	1496663621.51	-0.52301573789	2.02995871671	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663621632374105	1496663621.63	-0.518887138144	2.0274201428	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663621712210188	1496663621.71	-0.515398725465	2.02787325276	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663621812526871	1496663621.81	-0.508390667215	2.0273265319	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663621931524299	1496663621.93	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663622012051341	1496663622.01	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.287101315222	2.06131546139	
1496663622112297157	1496663622.11	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.280927711253	2.05714547029	
1496663622232978423	1496663622.23	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.270927091639	2.05106162278	
1496663622311773934	1496663622.31	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.254833948049	2.04671597768	
1496663622408151728	1496663622.41	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.211554050356	2.04094216788	
1496663622528355923	1496663622.53	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.184115203219	2.03581513824	
1496663622607495408	1496663622.61	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.181418070842	2.03013616881	
1496663622711692948	1496663622.71	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.178315182307	2.02894271489	
1496663622832579703	1496663622.83	-0.502678693901	2.02700194949	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.171272473409	2.02900354102	
1496663622912198053	1496663622.91	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.166112391599	2.02822514579	
1496663623012624854	1496663623.01	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.0532461773607	2.06563929745	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623132585947	1496663623.13	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.0550329673709	2.06282449158	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623212462431	1496663623.21	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.0624798472821	2.05921696933	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623308573853	1496663623.31	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.0988463191911	2.05453128189	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623428858078	1496663623.43	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.144599666204	2.05354395671	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623508908752	1496663623.51	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.175647245227	2.05359425058	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623629503477	1496663623.63	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.214577132001	2.0524177446	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623729220837	1496663623.73	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.262707491024	2.05968800299	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623808749757	1496663623.81	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.276696553593	2.06073182833	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663623929666841	1496663623.93	"1/0"	"1/0"	-0.156204316882	2.02710723509	0.289814535135	2.0590401936	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624029626186	1496663624.03	"1/0"	"1/0"	"1/0"	"1/0"	0.317231923145	2.0601446179	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624108841539	1496663624.11	"1/0"	"1/0"	"1/0"	"1/0"	0.331719824816	2.06070302891	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624228717903	1496663624.23	"1/0"	"1/0"	"1/0"	"1/0"	0.385118556554	2.05696098879	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624329061555	1496663624.33	"1/0"	"1/0"	"1/0"	"1/0"	0.438927476205	2.04784755368	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624409162993	1496663624.41	"1/0"	"1/0"	"1/0"	"1/0"	0.475749482142	2.04056721689	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624529248933	1496663624.53	"1/0"	"1/0"	"1/0"	"1/0"	0.534866148223	2.02591003176	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624629181035	1496663624.63	"1/0"	"1/0"	"1/0"	"1/0"	0.579735713236	2.01423087512	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624709270812	1496663624.71	"1/0"	"1/0"	"1/0"	"1/0"	0.606030403392	2.00952845035	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624828922410	1496663624.83	"1/0"	"1/0"	"1/0"	"1/0"	0.649943299046	2.00686404043	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663624930710034	1496663624.93	"1/0"	"1/0"	"1/0"	"1/0"	0.672971936595	2.00632187142	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625009235095	1496663625.01	"1/0"	"1/0"	"1/0"	"1/0"	0.678540548522	2.00334280213	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625144548842	1496663625.14	"1/0"	"1/0"	"1/0"	"1/0"	0.686590121639	1.99093494978	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625224772218	1496663625.22	"1/0"	"1/0"	"1/0"	"1/0"	0.690214124964	1.98517075006	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625309203265	1496663625.31	"1/0"	"1/0"	"1/0"	"1/0"	0.692619702865	1.97770340163	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625428884191	1496663625.43	"1/0"	"1/0"	"1/0"	"1/0"	0.696658638447	1.96140840741	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625529104165	1496663625.53	"1/0"	"1/0"	"1/0"	"1/0"	0.699000007242	1.94040294456	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625609101759	1496663625.61	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625728084007	1496663625.73	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625828252322	1496663625.83	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663625907703459	1496663625.91	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663626043592509	1496663626.04	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663626124647932	1496663626.12	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663626244395384	1496663626.24	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663626324696511	1496663626.32	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663626427903329	1496663626.43	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
1496663626507287297	1496663626.51	"1/0"	"1/0"	"1/0"	"1/0"	0.699553139622	1.93198277451	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	
