1496663769690990744	1496663769.69	0.222645886239	0.0258603298169	
1496663769793012449	1496663769.79	0.217429420075	0.0262053227894	
1496663769891637878	1496663769.89	0.211088554457	0.0290933845016	
1496663769994413255	1496663769.99	0.206334213929	0.0327103007928	
1496663770094798978	1496663770.09	0.202663469503	0.0372178521978	
1496663770195035808	1496663770.2	0.199614585338	0.0427652727247	
1496663770292274339	1496663770.29	0.200228417651	0.047605294001	
1496663770392203516	1496663770.39	0.202285365332	0.053100215707	
1496663770496380213	1496663770.5	0.205784309212	0.0587522808441	
1496663770591711570	1496663770.59	0.211751450334	0.0635334443204	
1496663770693347898	1496663770.69	0.220158310788	0.0700178757082	
1496663770795649821	1496663770.8	0.229082336736	0.0778559102615	
1496663770896239374	1496663770.9	0.23747193707	0.0874293980495	
1496663770992840401	1496663770.99	0.24627336727	0.100962487613	
1496663771096052773	1496663771.1	0.25501207971	0.121187861012	
1496663771194757737	1496663771.19	0.262578130024	0.149314623137	
1496663771294419110	1496663771.29	0.267920008351	0.180219292677	
1496663771294419110	1496663771.29	0.267920008351	0.180219292677	
1496663771493438854	1496663771.49	0.268818069075	0.238959273023	
1496663771597523087	1496663771.6	0.264936817129	0.258964620926	
1496663771597523087	1496663771.6	0.264936817129	0.258964620926	
1496663771795288928	1496663771.8	0.258290620629	0.285022382904	
1496663771892777125	1496663771.89	0.257087471858	0.289829535592	
1496663771996606602	1496663772.0	0.256764497014	0.291320859674	
1496663772093051572	1496663772.09	0.258270983905	0.291779084116	
1496663772191691773	1496663772.19	0.260716106574	0.291892146596	
1496663772292744838	1496663772.29	0.262605083162	0.295496114554	
1496663772392169558	1496663772.39	0.263849931061	0.306370275751	
1496663772494138167	1496663772.49	0.262656418214	0.324614911826	
1496663772595028025	1496663772.6	0.259346728696	0.352098732969	
1496663772694095095	1496663772.69	0.752619514098	0.731907661431	0.259346728696	0.352098732969	
1496663772792297741	1496663772.79	0.745509371437	0.772468572613	0.259346728696	0.352098732969	
1496663772891958208	1496663772.89	0.738327449801	0.810302003609	0.259346728696	0.352098732969	
1496663772991446929	1496663772.99	0.725031132736	0.844910290899	0.259346728696	0.352098732969	
1496663773093845172	1496663773.09	0.711897463486	0.875962367348	0.259346728696	0.352098732969	
1496663773194809596	1496663773.19	0.700077796405	0.908511422588	0.259346728696	0.352098732969	
1496663773295965537	1496663773.3	0.68994388244	0.943962739268	0.259346728696	0.352098732969	
1496663773393943062	1496663773.39	0.683169486186	0.981617567764	0.259346728696	0.352098732969	
1496663773495252848	1496663773.5	0.682888420796	1.01934166038	0.259346728696	0.352098732969	
1496663773592325302	1496663773.59	0.686097162547	1.05532379099	"1/0"	"1/0"	
1496663773695128145	1496663773.7	0.694359744163	1.08962845367	"1/0"	"1/0"	
1496663773795232402	1496663773.8	0.702408601056	1.11637613959	"1/0"	"1/0"	
1496663773893244473	1496663773.89	0.707895146006	1.14549208509	"1/0"	"1/0"	
1496663773995386783	1496663774.0	0.709621909962	1.17853823677	"1/0"	"1/0"	
1496663774093953925	1496663774.09	0.708746761547	1.21264757704	"1/0"	"1/0"	
1496663774191904711	1496663774.19	0.704290580316	1.24689269987	"1/0"	"1/0"	
1496663774293217302	1496663774.29	0.696797162738	1.27948031398	"1/0"	"1/0"	
1496663774396064027	1496663774.4	0.688717573882	1.30976491766	"1/0"	"1/0"	
1496663774493787583	1496663774.49	0.680048384803	1.33502344986	"1/0"	"1/0"	
1496663774595850852	1496663774.6	0.670336537727	1.3618202287	"1/0"	"1/0"	
1496663774693278217	1496663774.69	0.662083073994	1.38800437087	"1/0"	"1/0"	
1496663774793610200	1496663774.79	0.656587456748	1.42004212388	"1/0"	"1/0"	
1496663774893896752	1496663774.89	0.659517472929	1.45369567523	"1/0"	"1/0"	
1496663774996151393	1496663775.0	0.666617928275	1.4868822114	"1/0"	"1/0"	
1496663775094952731	1496663775.09	0.675925210043	1.51723047041	"1/0"	"1/0"	
1496663775194702612	1496663775.19	0.685731857196	1.54152898831	"1/0"	"1/0"	
1496663775194702612	1496663775.19	0.685731857196	1.54152898831	"1/0"	"1/0"	
1496663775392710416	1496663775.39	0.698662869003	1.60402069961	"1/0"	"1/0"	
1496663775492833253	1496663775.49	0.702251167959	1.64353416777	"1/0"	"1/0"	
1496663775595971680	1496663775.6	0.703686495098	1.68398186981	"1/0"	"1/0"	
1496663775694534435	1496663775.69	0.699772886276	1.72103843436	"1/0"	"1/0"	
1496663775795563236	1496663775.8	0.695363375872	1.75305743146	"1/0"	"1/0"	
1496663775895418147	1496663775.9	0.691995727758	1.77979749713	"1/0"	"1/0"	
1496663775994715944	1496663775.99	0.690549444974	1.80569305118	"1/0"	"1/0"	
1496663776092901702	1496663776.09	0.689223710861	1.83928415639	"1/0"	"1/0"	
1496663776194472385	1496663776.19	0.690125370122	1.87370444074	"1/0"	"1/0"	
1496663776292437927	1496663776.29	0.693505784021	1.90796796798	"1/0"	"1/0"	
1496663776392757683	1496663776.39	0.700181198183	1.94307879763	"1/0"	"1/0"	
1496663776493611916	1496663776.49	0.705641241088	1.97390465392	"1/0"	"1/0"	
1496663776592374582	1496663776.59	0.708601586228	2.00246846997	"1/0"	"1/0"	
1496663776694100041	1496663776.69	0.708976929682	2.0337328554	"1/0"	"1/0"	
1496663776794337861	1496663776.79	0.708005266597	2.06848802696	"1/0"	"1/0"	
1496663776893960000	1496663776.89	0.701270532656	2.10036703841	"1/0"	"1/0"	
1496663776991906644	1496663776.99	0.691996485195	2.1246153326	"1/0"	"1/0"	
1496663777092650250	1496663777.09	0.684270034159	2.14741451298	"1/0"	"1/0"	
1496663777193123980	1496663777.19	0.676602864714	2.17029325491	"1/0"	"1/0"	
1496663777292882080	1496663777.29	0.674639217128	2.19547456811	"1/0"	"1/0"	
