1496663776352762334 1496663776.35 0.736583 1.89221
1496663776453923690 1496663776.45 0.748569 1.94035
1496663776573848142 1496663776.57 0.756826 1.97916
1496663776653407971 1496663776.65 0.761589 2.00191
1496663776753171418 1496663776.75 0.762128 2.04247
1496663776873893071 1496663776.87 0.756823 2.07969
1496663776992463202 1496663776.99 0.758953 2.12114
1496663777090198212 1496663777.09 0.74145 2.16
1496663777169381951 1496663777.17 0.730733 2.18133
1496663777290328431 1496663777.29 0.717939 2.20539
1496663777354043542 1496663777.35 0.717962 2.22519
1496663777473774558 1496663777.47 0.71216 2.24823
1496663777554005278 1496663777.55 0.711384 2.2663
1496663777653374844 1496663777.65 0.717357 2.30834
1496663777773628711 1496663777.77 0.725746 2.3492
1496663777853564512 1496663777.85 0.731901 2.37192
1496663777989247422 1496663777.99 0.742929 2.41915
1496663778070941490 1496663778.07 0.736449 2.43342
1496663778188702156 1496663778.19 0.735274 2.47101
1496663778289637149 1496663778.29 0.716488 2.50345
1496663778368625962 1496663778.37 0.706391 2.52586
1496663778488608589 1496663778.49 0.685123 2.54399
1496663778584660946 1496663778.58 0.671932 2.57958
1496663778666103125 1496663778.67 0.70366 2.60354
1496663778786092738 1496663778.79 0.692249 2.6316
1496663778891148817 1496663778.89 0.682368 2.65509
1496663778969051460 1496663778.97 0.678308 2.66789
1496663779091290159 1496663779.09 0.704525 2.72596
1496663779189645064 1496663779.19 0.715732 2.78324
1496663779269650089 1496663779.27 0.711614 2.79956
1496663779389658956 1496663779.39 0.700927 2.81599
1496663779489541730 1496663779.49 0.685485 2.83286
1496663779570767257 1496663779.57 0.678278 2.84186
1496663779690294286 1496663779.69 0.667529 2.85539
1496663779790591948 1496663779.79 0.655398 2.87061
1496663779869351965 1496663779.87 0.652314 2.87404
1496663779989405725 1496663779.99 0.652314 2.87404
1496663780090210564 1496663780.09 0.652314 2.87404
1496663780169060453 1496663780.17 0.652314 2.87404
1496663780288594027 1496663780.29 0.652314 2.87404
1496663780353032440 1496663780.35 0.652314 2.87404
1496663780472563140 1496663780.47 0.652314 2.87404 0.618006 3.07822
1496663780553777348 1496663780.55 0.652314 2.87404 0.61504 3.08969
1496663780657144903 1496663780.66 0.652314 2.87404 0.615208 3.11359
1496663780776960248 1496663780.78 0.652314 2.87404 0.606248 3.13615
1496663780857395101 1496663780.86 "1/0" "1/0" 0.607613 3.15636
1496663780964962378 1496663780.96 "1/0" "1/0" 0.573332 3.17762
1496663781086137326 1496663781.09 "1/0" "1/0" 0.532587 3.19301
1496663781189119521 1496663781.19 "1/0" "1/0" 0.48277 3.21243
1496663781269608944 1496663781.27 "1/0" "1/0" 0.457056 3.21941
1496663781388862170 1496663781.39 "1/0" "1/0" 0.434045 3.2277
1496663781488652207 1496663781.49 "1/0" "1/0" 0.420457 3.23709
1496663781569568942 1496663781.57 "1/0" "1/0" 0.412149 3.24298
1496663781687800992 1496663781.69 "1/0" "1/0" 0.420189 3.2482
1496663781769955755 1496663781.77 "1/0" "1/0" 0.391097 3.26058
1496663781872747163 1496663781.87 "1/0" "1/0" 0.356546 3.26981
1496663781992376123 1496663781.99 "1/0" "1/0" 0.323032 3.27686
1496663782072819231 1496663782.07 "1/0" "1/0" 0.290794 3.28017
1496663782172953296 1496663782.17 "1/0" "1/0" 0.243575 3.28414
1496663782252842648 1496663782.25 "1/0" "1/0" 0.228447 3.28641
1496663782392109549 1496663782.39 "1/0" "1/0" 0.195183 3.28802
1496663782473052197 1496663782.47 "1/0" "1/0" 0.196538 3.28597
1496663782592303751 1496663782.59 "1/0" "1/0" 0.193137 3.28333
1496663782692421990 1496663782.69 "1/0" "1/0" 0.123493 3.2765
1496663782772344550 1496663782.77 "1/0" "1/0" 0.0914104 3.27487
1496663782892047521 1496663782.89 "1/0" "1/0" 0.0482329 3.27469
1496663782992090813 1496663782.99 "1/0" "1/0" -0.00257443 3.27254
1496663783072449710 1496663783.07 "1/0" "1/0" -0.0344438 3.27389
1496663783156030682 1496663783.16 "1/0" "1/0" -0.0566403 3.27616
1496663783292533914 1496663783.29 "1/0" "1/0" -0.128225 3.27546
1496663783372264347 1496663783.37 "1/0" "1/0" -0.142163 3.2745
1496663783456418241 1496663783.46 "1/0" "1/0" -0.144021 3.27134
1496663783591966293 1496663783.59 "1/0" "1/0" -0.142642 3.26441
1496663783673097566 1496663783.67 "1/0" "1/0" -0.181462 3.26557
1496663783753675006 1496663783.75 "1/0" "1/0" -0.212926 3.26606
1496663783892463201 1496663783.89 "1/0" "1/0" -0.278313 3.25995
1496663783974968500 1496663783.97 "1/0" "1/0" -0.311059 3.26055
1496663784053899108 1496663784.05 "1/0" "1/0" -0.344596 3.26124
1496663784174332629 1496663784.17 "1/0" "1/0" -0.385218 3.26214
1496663784274421979 1496663784.27 "1/0" "1/0" -0.435384 3.2578
1496663784353158648 1496663784.35 "1/0" "1/0" -0.452412 3.25371
1496663784474211615 1496663784.47 "1/0" "1/0" -0.468485 3.25274
1496663784574518534 1496663784.57 "1/0" "1/0" -0.495561 3.25237
1496663784692396254 1496663784.69 "1/0" "1/0" -0.527041 3.25708
1496663784773187552 1496663784.77 "1/0" "1/0" -0.555288 3.26058
1496663784874704369 1496663784.87 "1/0" "1/0" -0.589354 3.26647
1496663784992151121 1496663784.99 "1/0" "1/0" -0.627198 3.26605
1496663785073192543 1496663785.07 "1/0" "1/0" -0.665068 3.26664
1496663785173059641 1496663785.17 "1/0" "1/0" -0.706499 3.26584
1496663785257920699 1496663785.26 "1/0" "1/0" -0.731767 3.26214
1496663785376303394 1496663785.38 "1/0" "1/0" -0.760014 3.26086
1496663785474530965 1496663785.47 "1/0" "1/0" -0.782045 3.25512
1496663785553077436 1496663785.55 "1/0" "1/0" -0.79043 3.25188
1496663785673028473 1496663785.67 "1/0" "1/0" -0.828795 3.24281
1496663785781934631 1496663785.78 "1/0" "1/0" -0.861772 3.23755
1496663785860819311 1496663785.86 "1/0" "1/0" -0.886663 3.23873
1496663785969372607 1496663785.97 "1/0" "1/0" -0.922429 3.23581
1496663786089408974 1496663786.09 "1/0" "1/0" -0.961122 3.23425
1496663786169538732 1496663786.17 "1/0" "1/0" -1.00081 3.23477
1496663786276993008 1496663786.28 "1/0" "1/0" -1.03424 3.23437
1496663786356697477 1496663786.36 "1/0" "1/0" -1.04537 3.23272
1496663786457097339 1496663786.46 "1/0" "1/0" -1.0606 3.22631
1496663786577240939 1496663786.58 "1/0" "1/0" -1.07859 3.21833
1496663786656602537 1496663786.66 "1/0" "1/0" -1.0862 3.21211
1496663786777828882 1496663786.78 "1/0" "1/0" -1.10785 3.20316
1496663786877802376 1496663786.88 "1/0" "1/0" -1.13785 3.19614
1496663786957477616 1496663786.96 "1/0" "1/0" -1.15858 3.18902
1496663787077253567 1496663787.08 "1/0" "1/0" -1.17923 3.17111
1496663787180892283 1496663787.18 "1/0" "1/0" -1.21031 3.14303
1496663787261050986 1496663787.26 "1/0" "1/0" -1.22756 3.12277
1496663787365902230 1496663787.37 "1/0" "1/0" -1.23736 3.09543
1496663787485822646 1496663787.49 "1/0" "1/0" -1.2431 3.0729
1496663787564485233 1496663787.56 "1/0" "1/0" -1.2525 3.05844
1496663787660801236 1496663787.66 "1/0" "1/0" -1.24552 3.00565
1496663787781164595 1496663787.78 "1/0" "1/0" -1.24838 2.95959
1496663787861463319 1496663787.86 "1/0" "1/0" -1.25314 2.92753
1496663787960370907 1496663787.96 "1/0" "1/0" -1.27203 2.89483
1496663788081216414 1496663788.08 "1/0" "1/0" -1.2802 2.85666
1496663788160921365 1496663788.16 "1/0" "1/0" -1.28982 2.84299
1496663788265133564 1496663788.27 "1/0" "1/0" -1.30979 2.81324
1496663788385047221 1496663788.39 "1/0" "1/0" -1.32255 2.74316
1496663788464840990 1496663788.46 "1/0" "1/0" -1.32975 2.71397
1496663788565684249 1496663788.57 "1/0" "1/0" -1.32829 2.66118
1496663788686260976 1496663788.69 "1/0" "1/0" -1.33968 2.63542
1496663788765203859 1496663788.77 "1/0" "1/0" -1.33403 2.6151
1496663788865024298 1496663788.87 "1/0" "1/0" -1.34252 2.58871
1496663788987062509 1496663788.99 "1/0" "1/0" -1.33225 2.55348
1496663789065238587 1496663789.07 "1/0" "1/0" -1.31536 2.52338
1496663789165099474 1496663789.17 "1/0" "1/0" -1.30725 2.48236
1496663789284357135 1496663789.28 "1/0" "1/0" -1.29881 2.44904
1496663789364435144 1496663789.36 "1/0" "1/0" -1.2992 2.43149
1496663789475164820 1496663789.48 "1/0" "1/0" -1.2997 2.41616
1496663789552920723 1496663789.55 "1/0" "1/0" -1.29927 2.40696
1496663789676121713 1496663789.68 "1/0" "1/0" -1.29765 2.39169
1496663789773167163 1496663789.77 "1/0" "1/0" -1.29765 2.39169 -1.24985 2.31617
1496663789853565877 1496663789.85 "1/0" "1/0" -1.29765 2.39169 -1.23491 2.30602
1496663789973583065 1496663789.97 "1/0" "1/0" -1.29765 2.39169 -1.21617 2.29634
1496663790081045516 1496663790.08 "1/0" "1/0" -1.29765 2.39169 -1.20824 2.28832
1496663790161137702 1496663790.16 "1/0" "1/0" -1.29765 2.39169 -1.18565 2.27648
1496663790283959810 1496663790.28 "1/0" "1/0" -1.29765 2.39169 -1.14459 2.25641
1496663790382954230 1496663790.38 "1/0" "1/0" -1.29765 2.39169 -1.10191 2.23865
1496663790460751730 1496663790.46 "1/0" "1/0" -1.29765 2.39169 -1.08414 2.23023
1496663790582009211 1496663790.58 "1/0" "1/0" -1.29765 2.39169 -1.08041 2.22084
1496663790681940576 1496663790.68 "1/0" "1/0" "1/0" "1/0" -1.03339 2.21403
1496663790760773263 1496663790.76 "1/0" "1/0" "1/0" "1/0" -1.03176 2.21146
1496663790881581440 1496663790.88 "1/0" "1/0" "1/0" "1/0" -0.986598 2.21082
1496663790982068442 1496663790.98 "1/0" "1/0" "1/0" "1/0" -0.947214 2.20966
1496663791061693028 1496663791.06 "1/0" "1/0" "1/0" "1/0" -0.935632 2.20844
1496663791181840205 1496663791.18 "1/0" "1/0" "1/0" "1/0" -0.906215 2.2029
1496663791282740714 1496663791.28 "1/0" "1/0" "1/0" "1/0" -0.859381 2.19231
1496663791361206762 1496663791.36 "1/0" "1/0" "1/0" "1/0" -0.825982 2.18637
1496663791482119443 1496663791.48 "1/0" "1/0" "1/0" "1/0" -0.766984 2.17706
1496663791581941980 1496663791.58 "1/0" "1/0" "1/0" "1/0" -0.733349 2.17194
1496663791660550024 1496663791.66 "1/0" "1/0" "1/0" "1/0" -0.732571 2.16924
1496663791780908484 1496663791.78 "1/0" "1/0" "1/0" "1/0" -0.708931 2.16782
1496663791881598758 1496663791.88 "1/0" "1/0" "1/0" "1/0" -0.686 2.17373
1496663791960939829 1496663791.96 "1/0" "1/0" "1/0" "1/0" -0.656457 2.17711
1496663792064865111 1496663792.06 "1/0" "1/0" "1/0" "1/0" -0.611444 2.17955
1496663792185447508 1496663792.19 "1/0" "1/0" "1/0" "1/0" -0.573057 2.17668
1496663792265111785 1496663792.27 "1/0" "1/0" "1/0" "1/0" -0.547177 2.17296
1496663792369151914 1496663792.37 "1/0" "1/0" "1/0" "1/0" -0.486742 2.16409
1496663792489146250 1496663792.49 "1/0" "1/0" "1/0" "1/0" -0.4504 2.15648
1496663792570589975 1496663792.57 "1/0" "1/0" "1/0" "1/0" -0.426414 2.15126
