1496670133208309307	1496670133.21	-0.356599845759	2.43814002807	
1496670133279075988	1496670133.28	-0.35356002155	2.4409724478	
1496670133379884184	1496670133.38	-0.353193444416	2.44199737827	
1496670133480689994	1496670133.48	-0.353526479341	2.44297436436	
1496670133582614516	1496670133.58	-0.353372816812	2.44364495992	
1496670133681887640	1496670133.68	-0.353034834193	2.44421797278	
1496670133781353346	1496670133.78	-0.352245325274	2.44478546977	
1496670133893151130	1496670133.89	-0.35270606797	2.44481053645	
1496670133976268866	1496670133.98	-0.352768070937	2.44463207525	
1496670134092874740	1496670134.09	-0.353461370622	2.4443687463	
1496670134198697160	1496670134.2	-0.352544015673	2.44554233433	
1496670134277901225	1496670134.28	-0.353184289643	2.44511473484	
1496670134399359428	1496670134.4	-0.353279371216	2.44532510431	
1496670134499759008	1496670134.5	-0.354171542251	2.44486398398	
1496670134578914597	1496670134.58	-0.353627926052	2.44480372573	
1496670134697629202	1496670134.7	-0.353238783004	2.4447094494	
1496670134798419988	1496670134.8	-0.35299693613	2.44468086111	
1496670134878072146	1496670134.88	-0.353142779842	2.44494546249	
1496670134999562914	1496670135.0	-0.352488631257	2.44493370354	
1496670135098783815	1496670135.1	-0.352230359632	2.44512661169	
1496670135179006980	1496670135.18	-0.35189574838	2.44497674395	
1496670135296770320	1496670135.3	-0.351983508313	2.44475941079	
1496670135399786012	1496670135.4	-0.352270284348	2.44357655791	
1496670135480971609	1496670135.48	-0.35261397605	2.44323150642	
1496670135586336583	1496670135.59	-0.352348792782	2.4440773378	
1496670135701230159	1496670135.7	-0.352908400176	2.44302999383	
1496670135781447441	1496670135.78	-0.35337786227	2.44107521198	
1496670135901281826	1496670135.9	-0.352714855838	2.43872602574	
1496670136006121955	1496670136.01	-0.352233418356	2.43737252414	
1496670136085824495	1496670136.09	-0.352348777064	2.43671557293	
1496670136206120503	1496670136.21	-0.35186440991	2.43627757587	
1496670136301465388	1496670136.3	-0.352191921157	2.43596171401	
1496670136381670627	1496670136.38	-0.352711639942	2.4358663866	
1496670136500883581	1496670136.5	-0.352373153388	2.43625777857	
1496670136605556930	1496670136.61	-0.352677464783	2.43623537476	
1496670136685142709	1496670136.69	-0.352775005354	2.43671153002	
1496670136785672787	1496670136.79	-0.352757556605	2.43675515565	
1496670136906263371	1496670136.91	-0.353200020024	2.43691377951	
1496670136985895450	1496670136.99	-0.353233494963	2.436523338	
1496670137105395937	1496670137.11	-0.353676033178	2.43612602942	
1496670137170321752	1496670137.17	-0.353367628595	2.43647424833	
1496670137289447496	1496670137.29	-0.35241152834	2.43646759741	
1496670137369556073	1496670137.37	-0.353111826538	2.43637324265	
1496670137469522315	1496670137.47	-0.353425839014	2.43639818648	
1496670137589624061	1496670137.59	-0.352276977415	2.43649338211	
1496670137669298775	1496670137.67	-0.352285617573	2.43642269334	
1496670137769574970	1496670137.77	-0.351911545833	2.43619850907	
1496670137889793768	1496670137.89	-0.351476177251	2.4361126128	
