1 1496668995.21 0.845618 -0.214149
1 1496668995.31 0.845618 -0.214149
1 1496668995.41 0.845618 -0.214149
1 1496668995.51 0.845618 -0.214149
1 1496668995.61 0.845618 -0.214149
1 1496668995.71 0.845618 -0.214149
1 1496668995.81 0.845618 -0.214149
1 1496668995.91 0.845618 -0.214149
1 1496668996.01 0.845618 -0.214149
1 1496668996.11 0.845618 -0.214149
1 1496668996.21 0.845618 -0.214149
1 1496668996.31 0.845618 -0.214149
1 1496668996.41 0.845618 -0.214149
1 1496668996.51 0.845618 -0.214149
1 1496668996.61 0.845618 -0.214149
1 1496668996.71 0.845618 -0.214149
1 1496668996.81 0.845618 -0.214149
1 1496668996.91 0.845618 -0.214149
1 1496668997.01 0.845618 -0.214149
1 1496668997.11 0.845618 -0.214149
1 1496668997.21 0.845618 -0.214149
1 1496668997.31 0.845618 -0.214149
1 1496668997.41 0.845618 -0.214149
1 1496668997.51 0.845618 -0.214149
1 1496668997.61 0.845618 -0.214149
1 1496668997.71 0.845618 -0.214149
1 1496668997.81 0.845618 -0.214149
1 1496668997.91 0.845618 -0.214149
1 1496668998.01 0.845618 -0.214149
1 1496668998.11 0.461769 0.566005
1 1496668998.21 0.469324 0.608603
1 1496668998.31 0.474087 0.653303
1 1496668998.41 0.473807 0.701805
1 1496668998.51 0.467607 0.753852
1 1496668998.61 0.454397 0.806512
1 1496668998.71 0.440122 0.856695
1 1496668998.81 0.42857 0.899741
1 1496668998.91 0.424919 0.939708
1 1496668999.01 0.426439 0.979793
1 1496668999.11 0.43496 1.02319
1 1496668999.21 0.452221 1.06953
1 1496668999.31 0.479815 1.11703
1 1496668999.41 0.50948 1.16467
1 1496668999.51 0.532787 1.20545
1 1496668999.61 0.543154 1.24335
1 1496668999.71 0.546532 1.27808
1 1496668999.81 0.545406 1.31286
1 1496668999.91 0.538731 1.34822
1 1496669000.01 0.524386 1.38529
1 1496669000.11 0.504469 1.42373
1 1496669000.21 0.48255 1.45714
1 1496669000.31 0.470983 1.48453
1 1496669000.41 0.46633 1.51227
1 1496669000.51 0.467977 1.53958
1 1496669000.61 0.478367 1.56936
1 1496669000.71 0.499708 1.6006
1 1496669000.81 0.527789 1.63178
1 1496669000.91 0.554516 1.66167
1 1496669001.01 0.573688 1.68686
1 1496669001.11 0.584162 1.71143
1 1496669001.21 0.589864 1.7355
1 1496669001.31 0.589871 1.76072
1 1496669001.41 0.582511 1.78775
1 1496669001.51 0.566298 1.81736
1 1496669001.61 0.540179 1.85123
1 1496669001.71 0.512744 1.88578
1 1496669001.81 0.488567 1.9152
1 1496669001.91 0.478236 1.9407
1 1496669002.01 0.473533 1.96667
1 1496669002.11 0.47826 1.99412
1 1496669002.21 0.493355 2.02372
1 1496669002.31 0.518509 2.05554
1 1496669002.41 0.548568 2.08936
1 1496669002.51 0.573658 2.12073
1 1496669002.61 0.589892 2.1499
1 1496669002.71 0.596539 2.17919
1 1496669002.81 0.597477 2.21085
1 1496669002.91 0.591578 2.24494
1 1496669003.01 0.572897 2.28346
1 1496669003.11 0.544183 2.32545
1 1496669003.21 0.514969 2.36679
1 1496669003.31 0.496502 2.40338
1 1496669003.41 0.489025 2.43709
1 1496669003.51 0.489682 2.47138
1 1496669003.61 0.500357 2.50739
1 1496669003.71 0.52219 2.54582
1 1496669003.81 0.555978 2.58662
1 1496669003.91 0.591498 2.62817
1 1496669004.01 0.624307 2.66694
1 1496669004.11 0.643244 2.70206
1 1496669004.21 0.654542 2.73732
1 1496669004.31 0.656422 2.77244
1 1496669004.41 0.648658 2.80523
1 1496669004.51 0.627811 2.83409
1 1496669004.61 0.602495 2.8593
1 1496669004.71 0.583082 2.88297
1 1496669004.81 0.576563 2.91036
1 1496669004.91 0.575534 2.94233
1 1496669005.01 0.575919 2.9826
1 1496669005.11 0.575864 3.03201
1 1496669005.21 0.57331 3.09064
1 1496669005.31 0.566588 3.15916
1 1496669005.41 0.553974 3.22298
1 1496669005.51 0.536842 3.27606
1 1496669005.61 0.511261 3.3105
1 1496669005.71 0.478862 3.33347
1 1496669005.81 0.439107 3.34363
1 1496669005.91 0.392508 3.33746
1 1496669006.01 0.340506 3.31693
1 1496669006.11 0.29104 3.29373
1 1496669006.21 0.246997 3.28327
1 1496669006.31 0.205241 3.28536
1 1496669006.41 0.161644 3.29459
1 1496669006.51 0.115595 3.31254
1 1496669006.61 0.0670404 3.33976
1 1496669006.71 0.0187892 3.37387
1 1496669006.81 -0.025064 3.40864
1 1496669006.91 -0.0649092 3.4289
1 1496669007.01 -0.104179 3.43943
1 1496669007.11 -0.145824 3.43931
1 1496669007.21 -0.191537 3.42947
1 1496669007.31 -0.24021 3.40974
1 1496669007.41 -0.290748 3.38659
1 1496669007.51 -0.336984 3.36295
1 1496669007.61 -0.377524 3.35336
1 1496669007.71 -0.416631 3.35178
1 1496669007.81 -0.456672 3.36023
1 1496669007.91 -0.50204 3.38022
1 1496669008.01 -0.547384 3.41209
1 1496669008.11 -0.592236 3.44771
1 1496669008.21 -0.632348 3.47748
1 1496669008.31 -0.669013 3.49215
1 1496669008.41 -0.706244 3.49782
1 1496669008.51 -0.745454 3.49509
1 1496669008.61 -0.78633 3.48144
1 1496669008.71 -0.827287 3.45731
1 1496669008.81 -0.864089 3.43219
1 1496669008.91 -0.897123 3.41786
1 1496669009.01 -0.931648 3.41919
1 1496669009.11 -0.969792 3.42912
1 1496669009.21 -1.0164 3.44778
1 1496669009.31 -1.07247 3.47301
1 1496669009.41 -1.1419 3.50401
1 1496669009.51 -1.21297 3.52973
