1497260271962797273	1497260271.96	0.339967025832	0.0576179240663	
1497260272064718045	1497260272.06	0.337638475488	0.0624283037081	
1497260272164933196	1497260272.16	0.336069997871	0.0666009674926	
1497260272261966909	1497260272.26	0.336289560176	0.0727810521152	
1497260272361610253	1497260272.36	0.339605543413	0.0863140283669	
1497260272467329198	1497260272.47	0.342640214232	0.114320376397	
1497260272564094775	1497260272.56	0.345576475642	0.153381841679	
1497260272662946628	1497260272.66	0.34887810287	0.197347525209	
1497260272763611094	1497260272.76	0.34887810287	0.197347525209	0.893756333308	0.42435823783	
1497260272865025533	1497260272.87	0.34887810287	0.197347525209	0.896990082189	0.470220684867	
1497260272963935938	1497260272.96	0.34887810287	0.197347525209	0.89726535448	0.513083155102	
1497260273064856164	1497260273.06	0.34887810287	0.197347525209	0.896044882575	0.555057490522	
1497260273165453891	1497260273.17	0.34887810287	0.197347525209	0.891359616889	0.604374761289	
1497260273165453891	1497260273.17	0.34887810287	0.197347525209	0.887072833445	0.660721935333	
1497260273270268474	1497260273.27	0.34887810287	0.197347525209	0.883384492913	0.712148050661	
1497260273469576686	1497260273.47	0.34887810287	0.197347525209	0.879826353131	0.739713595853	
1497260273565220478	1497260273.57	0.34887810287	0.197347525209	0.877395499129	0.765275561482	
1497260273667152003	1497260273.67	"1/0"	"1/0"	0.876105387172	0.789750315043	
1497260273667152003	1497260273.67	"1/0"	"1/0"	0.876105387172	0.789750315043	
1497260273868955768	1497260273.87	"1/0"	"1/0"	0.900499110451	0.938257950408	0.878080487518	0.821693712106	
1497260273968807467	1497260273.97	"1/0"	"1/0"	0.89751032209	0.993501214244	0.878080487518	0.821693712106	
1497260273968807467	1497260273.97	"1/0"	"1/0"	0.89751032209	0.993501214244	0.878080487518	0.821693712106	
1497260274169279211	1497260274.17	"1/0"	"1/0"	0.893356315255	1.10840659906	0.878080487518	0.821693712106	
1497260274169279211	1497260274.17	"1/0"	"1/0"	0.893356315255	1.10840659906	0.878080487518	0.821693712106	
1497260274273374893	1497260274.27	"1/0"	"1/0"	0.889794088548	1.16174581819	0.878080487518	0.821693712106	
1497260274371567286	1497260274.37	"1/0"	"1/0"	0.884529060064	1.2171094946	0.878080487518	0.821693712106	
1497260274473758663	1497260274.47	"1/0"	"1/0"	0.877506958823	1.27581352666	0.878080487518	0.821693712106	
1497260274571971375	1497260274.57	"1/0"	"1/0"	0.872349312653	1.34393593459	0.878080487518	0.821693712106	
1497260274669734469	1497260274.67	"1/0"	"1/0"	0.869112155434	1.40877287055	0.878080487518	0.821693712106	
1497260274775176629	1497260274.78	"1/0"	"1/0"	0.874033953615	1.47702282521	"1/0"	"1/0"	
1497260274874927158	1497260274.87	"1/0"	"1/0"	0.881902296059	1.53424702062	"1/0"	"1/0"	
1497260274973441448	1497260274.97	"1/0"	"1/0"	0.886566848764	1.57868447819	"1/0"	"1/0"	
1497260275073604857	1497260275.07	"1/0"	"1/0"	0.899661587106	1.63371119484	"1/0"	"1/0"	
1497260275174934336	1497260275.17	"1/0"	"1/0"	0.910760124074	1.69536458781	"1/0"	"1/0"	
1497260275277745795	1497260275.28	"1/0"	"1/0"	0.921250833809	1.75970154934	"1/0"	"1/0"	
1497260275376545366	1497260275.38	"1/0"	"1/0"	0.927558734767	1.82625294982	"1/0"	"1/0"	
1497260275474343872	1497260275.47	"1/0"	"1/0"	0.930876573721	1.88303433552	"1/0"	"1/0"	
1497260275571343646	1497260275.57	"1/0"	"1/0"	0.934697132081	1.93291809379	"1/0"	"1/0"	
1497260275676339024	1497260275.68	"1/0"	"1/0"	0.933145387524	1.98257006151	"1/0"	"1/0"	
1497260275776537992	1497260275.78	"1/0"	"1/0"	0.928817932312	2.03823913027	"1/0"	"1/0"	
1497260275875748035	1497260275.88	"1/0"	"1/0"	0.920954408003	2.09975485676	"1/0"	"1/0"	
1497260275975221757	1497260275.98	"1/0"	"1/0"	0.91376711677	2.16734076905	"1/0"	"1/0"	
1497260276076520496	1497260276.08	"1/0"	"1/0"	0.90826904012	2.20055207589	"1/0"	"1/0"	
1497260276178159766	1497260276.18	"1/0"	"1/0"	0.904958726819	2.2287758112	"1/0"	"1/0"	
1497260276278513918	1497260276.28	"1/0"	"1/0"	0.904737500369	2.25744932415	"1/0"	"1/0"	
1497260276377644685	1497260276.38	"1/0"	"1/0"	0.905916286547	2.29355939294	"1/0"	"1/0"	
1497260276478241926	1497260276.48	"1/0"	"1/0"	0.905916286547	2.29355939294	0.936759457901	2.40722700698	"1/0"	"1/0"	
1497260276576721686	1497260276.58	"1/0"	"1/0"	0.905916286547	2.29355939294	0.913619920157	2.46406132857	"1/0"	"1/0"	
1497260276676844812	1497260276.68	"1/0"	"1/0"	0.905916286547	2.29355939294	0.902913405994	2.51471789402	"1/0"	"1/0"	
1497260276776081266	1497260276.78	"1/0"	"1/0"	0.905916286547	2.29355939294	0.888334932013	2.561359801	"1/0"	"1/0"	
1497260276879992751	1497260276.88	"1/0"	"1/0"	0.905916286547	2.29355939294	0.872634868272	2.59971787969	"1/0"	"1/0"	
1497260276977711039	1497260276.98	"1/0"	"1/0"	0.905916286547	2.29355939294	0.849291308488	2.63317645107	"1/0"	"1/0"	
1497260277081596015	1497260277.08	"1/0"	"1/0"	0.905916286547	2.29355939294	0.817450243853	2.66876536765	"1/0"	"1/0"	
1497260277179927986	1497260277.18	"1/0"	"1/0"	0.905916286547	2.29355939294	0.775708103291	2.705213801	"1/0"	"1/0"	
1497260277277404471	1497260277.28	"1/0"	"1/0"	0.905916286547	2.29355939294	0.754444528206	2.72161005533	"1/0"	"1/0"	
1497260277380842501	1497260277.38	"1/0"	"1/0"	"1/0"	"1/0"	0.674873060935	2.77344333546	"1/0"	"1/0"	
1497260277477465654	1497260277.48	"1/0"	"1/0"	"1/0"	"1/0"	0.622010525777	2.81129395735	"1/0"	"1/0"	
1497260277577178164	1497260277.58	"1/0"	"1/0"	"1/0"	"1/0"	0.582652434199	2.83884665132	"1/0"	"1/0"	
1497260277678015784	1497260277.68	"1/0"	"1/0"	"1/0"	"1/0"	0.542391541542	2.86471592313	"1/0"	"1/0"	
1497260277778353275	1497260277.78	"1/0"	"1/0"	"1/0"	"1/0"	0.49155247648	2.8959128947	"1/0"	"1/0"	
1497260277880086755	1497260277.88	"1/0"	"1/0"	"1/0"	"1/0"	0.434265244669	2.93039863453	"1/0"	"1/0"	
1497260277979205304	1497260277.98	"1/0"	"1/0"	"1/0"	"1/0"	0.398956958291	2.95330008554	"1/0"	"1/0"	
1497260278080963961	1497260278.08	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278179941035	1497260278.18	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278281879506	1497260278.28	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278382474718	1497260278.38	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278481897120	1497260278.48	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278582205445	1497260278.58	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278684002151	1497260278.68	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278783900920	1497260278.78	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278885214759	1497260278.89	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260278985488320	1497260278.99	"1/0"	"1/0"	"1/0"	"1/0"	0.367203650596	2.97389572739	"1/0"	"1/0"	
1497260279285879953	1497260279.29	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.0944253736814	2.52135784266	
1497260279388574939	1497260279.39	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.0956867017976	2.49347053825	
1497260279483835289	1497260279.48	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.11500594539	2.46646986531	
1497260279582942218	1497260279.58	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.14091113438	2.44711785297	
1497260279682790662	1497260279.68	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.164347180437	2.43562528779	
1497260279782161657	1497260279.78	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.18204861029	2.42558230219	
1497260279886234513	1497260279.89	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.195125262594	2.41581010094	
1497260279984861802	1497260279.98	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.202971060368	2.40916703952	
1497260280087801904	1497260280.09	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.208400941438	2.40492958284	
1497260280185476267	1497260280.19	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.211862430937	2.40319260584	
1497260280287522847	1497260280.29	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.214396790972	2.39845352664	
1497260280384616158	1497260280.38	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.21837313341	2.39432924778	
1497260280490446212	1497260280.49	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.22704946859	2.3792558067	
1497260280586526667	1497260280.59	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.23653473936	2.35384572582	
1497260280684816943	1497260280.68	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.249360571203	2.31403109346	
1497260280789861457	1497260280.79	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.263761966255	2.26653608094	
1497260280892128714	1497260280.89	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.273530475349	2.21940066974	
1497260280991319064	1497260280.99	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.282530784608	2.18052730912	
1497260281087878016	1497260281.09	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.291807536996	2.15202540418	
1497260281188661457	1497260281.19	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.294351046878	2.12749255135	
1497260281294337988	1497260281.29	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.296285685373	2.10986699211	
1497260281393931032	1497260281.39	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.29570368257	2.09914995292	
1497260281487594758	1497260281.49	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.293910178886	2.09404351601	
1497260281592463138	1497260281.59	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.291370421026	2.09014786631	
1497260281691029268	1497260281.69	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.291805604873	2.08723302202	
1497260281794299823	1497260281.79	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.293432432267	2.08148017555	
1497260281895627627	1497260281.9	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.297780311126	2.07037157337	
1497260281994880590	1497260281.99	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.305219875746	2.04592793232	
1497260282090990500	1497260282.09	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.307485184508	2.00970458305	
1497260282189824922	1497260282.19	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.306249750976	1.9730773814	
1497260282295618181	1497260282.3	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.302319532835	1.93992351371	
1497260282391007722	1497260282.39	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.29806765081	1.91400228117	
1497260282493406850	1497260282.49	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.2931104035	1.89420095764	
1497260282593584430	1497260282.59	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	"1/0"	-0.284747659313	1.88054379099	
