1497259537804921948	1497259537.8	0.32077420866	0.0447798050871	
1497259537904556256	1497259537.9	0.29621541425	0.0678333750897	
1497259538010128997	1497259538.01	0.282189852241	0.0970479761934	
1497259538107951941	1497259538.11	0.271402022172	0.126983122722	
1497259538204886290	1497259538.2	0.262763273192	0.153660632316	
1497259538306000029	1497259538.31	0.257259894212	0.174799308063	
1497259538404309478	1497259538.4	0.254796675656	0.191679827343	
1497259538503882035	1497259538.5	0.253416397899	0.206580164116	
1497259538605081639	1497259538.61	0.254082575406	0.2181645217	
1497259538705217081	1497259538.71	0.255950506229	0.226715362503	
1497259538805457744	1497259538.81	0.261611082421	0.233753825613	
1497259538905482217	1497259538.91	0.267392732132	0.243620902608	
1497259539007187876	1497259539.01	0.272847214819	0.258113801249	
1497259539109425522	1497259539.11	0.276918374547	0.274738408835	
1497259539209511392	1497259539.21	0.279319236011	0.299550563106	
1497259539307812410	1497259539.31	0.279319236011	0.299550563106	
1497259539411835160	1497259539.41	0.803470966229	0.754293912134	0.279319236011	0.299550563106	
1497259539511988431	1497259539.51	0.804798930465	0.805337419344	0.279319236011	0.299550563106	
1497259539613161194	1497259539.61	0.807654539979	0.856624155616	0.279319236011	0.299550563106	
1497259539713474986	1497259539.71	0.804950722159	0.90894758113	0.279319236011	0.299550563106	
1497259539814169537	1497259539.81	0.799190419268	0.961071056148	0.279319236011	0.299550563106	
1497259539914577353	1497259539.91	0.792813605155	1.00804194625	0.279319236011	0.299550563106	
1497259540013466441	1497259540.01	0.785909952956	1.059954052	0.279319236011	0.299550563106	
1497259540114194604	1497259540.11	0.777493171111	1.11359658392	0.279319236011	0.299550563106	
1497259540114194604	1497259540.11	0.777493171111	1.11359658392	0.279319236011	0.299550563106	
1497259540314035222	1497259540.31	0.767007811245	1.22727485855	"1/0"	"1/0"	
1497259540415145684	1497259540.42	0.767195758129	1.27869975918	"1/0"	"1/0"	
1497259540513450591	1497259540.51	0.768459765094	1.31807779696	"1/0"	"1/0"	
1497259540612117736	1497259540.61	0.772743587126	1.35800315116	"1/0"	"1/0"	
1497259540714465479	1497259540.71	0.775634157401	1.39601030719	"1/0"	"1/0"	
1497259540714465479	1497259540.71	0.775634157401	1.39601030719	"1/0"	"1/0"	
1497259540819470833	1497259540.82	0.799304702027	1.45621251398	"1/0"	"1/0"	
1497259540918312594	1497259540.92	0.804075999606	1.50795153688	"1/0"	"1/0"	
1497259541019959396	1497259541.02	0.806150403348	1.56549371575	"1/0"	"1/0"	
1497259541119340234	1497259541.12	0.806508877708	1.62598620321	"1/0"	"1/0"	
1497259541222070394	1497259541.22	0.805727081377	1.68594181226	"1/0"	"1/0"	
1497259541319663702	1497259541.32	0.800624905086	1.7426206975	"1/0"	"1/0"	
1497259541419833302	1497259541.42	0.795418048322	1.7906007842	"1/0"	"1/0"	
1497259541519009019	1497259541.52	0.789009407366	1.82911555823	"1/0"	"1/0"	
1497259541620249753	1497259541.62	0.785301494848	1.86591641152	"1/0"	"1/0"	
1497259541721868976	1497259541.72	0.783504630744	1.90946664605	"1/0"	"1/0"	
1497259541820771136	1497259541.82	0.782973696385	1.95596582303	"1/0"	"1/0"	
1497259541922803395	1497259541.92	0.78443372804	2.00094870084	"1/0"	"1/0"	
1497259542023881590	1497259542.02	0.786271771266	2.04361250498	"1/0"	"1/0"	
1497259542123100094	1497259542.12	0.790419330354	2.07843214246	"1/0"	"1/0"	
1497259542223601033	1497259542.22	0.794981856414	2.11349014566	"1/0"	"1/0"	
1497259542322449627	1497259542.32	0.798333586558	2.14168471295	"1/0"	"1/0"	
1497259542429648583	1497259542.43	0.790206739303	2.17248381379	"1/0"	"1/0"	
1497259542523365434	1497259542.52	0.772865416971	2.20538252773	"1/0"	"1/0"	
1497259542622237176	1497259542.62	0.745352494493	2.23845357139	"1/0"	"1/0"	
1497259542728962589	1497259542.73	0.717060436921	2.2711736218	"1/0"	"1/0"	
1497259542826419797	1497259542.83	0.68805566792	2.29944567211	"1/0"	"1/0"	
1497259542929687531	1497259542.93	0.661647707728	2.32647953692	"1/0"	"1/0"	
1497259543032256045	1497259543.03	0.633450896466	2.34959526574	"1/0"	"1/0"	
1497259543131662918	1497259543.13	0.599041208351	2.37032268528	"1/0"	"1/0"	
1497259543235136500	1497259543.24	0.565085444578	2.39407041873	"1/0"	"1/0"	
1497259543329723148	1497259543.33	0.53294727568	2.42010396717	"1/0"	"1/0"	
1497259543432028544	1497259543.43	0.508771857836	2.4444911564	"1/0"	"1/0"	
1497259543533852996	1497259543.53	0.484529119446	2.46836376421	"1/0"	"1/0"	
1497259543634650352	1497259543.63	0.454402212956	2.49129990409	"1/0"	"1/0"	
1497259543737460908	1497259543.74	0.418406236837	2.51906998339	"1/0"	"1/0"	
1497259543835036506	1497259543.84	0.378925634302	2.54699600757	"1/0"	"1/0"	
1497259543932920998	1497259543.93	0.341859881118	2.57050838153	"1/0"	"1/0"	
1497259544033430330	1497259544.03	0.305411756796	2.59282481514	"1/0"	"1/0"	
1497259544133848324	1497259544.13	0.257021312125	2.6101570491	"1/0"	"1/0"	
1497259544231487513	1497259544.23	0.203804918707	2.62281918192	"1/0"	"1/0"	
1497259544332202399	1497259544.33	0.156890417729	2.63494163954	"1/0"	"1/0"	
1497259544434505807	1497259544.43	0.118434408757	2.64929287025	"1/0"	"1/0"	
1497259544532914273	1497259544.53	0.0771197922601	2.66364262275	"1/0"	"1/0"	
1497259544633222791	1497259544.63	0.0258553841411	2.67564158243	"1/0"	"1/0"	
