1496663344985540296	1496663344.99	0.466732070882	1.8619317379	
1496663345085240728	1496663345.09	0.47114860262	1.88431670908	
1496663345185892333	1496663345.19	0.470427157477	1.90296138969	
1496663345285053448	1496663345.29	0.460521782043	1.92074421618	
1496663345385789041	1496663345.39	0.445732585238	1.93846304625	
1496663345488783994	1496663345.49	0.435719885005	1.9683581235	
1496663345593204540	1496663345.59	0.425405918021	1.99714908045	
1496663345673035021	1496663345.67	0.417977553934	2.01301918642	
1496663345792762371	1496663345.79	0.405685330999	2.03203587329	
1496663345872682943	1496663345.87	0.395408066855	2.03960312705	
1496663345976681134	1496663345.98	0.383266372207	2.05298872159	
1496663346097121986	1496663346.1	0.394463243807	2.08542709107	
1496663346201904346	1496663346.2	0.417935309958	2.12544506758	
1496663346281402710	1496663346.28	0.431600268973	2.14670266276	
1496663346401677359	1496663346.4	0.449480857279	2.17767799026	
1496663346501511596	1496663346.5	0.46727469551	2.21303377538	
1496663346581004832	1496663346.58	0.473553202705	2.22988155528	
1496663346700461526	1496663346.7	0.480229500452	2.25625332375	
1496663346802561524	1496663346.8	0.464949652676	2.28337368504	
1496663346880662406	1496663346.88	0.45090369003	2.29417048788	
1496663347003047727	1496663347.0	0.436646735126	2.31312953931	
1496663347100544602	1496663347.1	0.421385256851	2.33684396909	
1496663347181125163	1496663347.18	0.413599097713	2.34945443349	
1496663347300579987	1496663347.3	0.407376421609	2.35937819127	
1496663347368741115	1496663347.37	0.407376421609	2.35937819127	
1496663347489077210	1496663347.49	0.407376421609	2.35937819127	
1496663347568662762	1496663347.57	0.407376421609	2.35937819127	
1496663347668953159	1496663347.67	0.407376421609	2.35937819127	
1496663347789241915	1496663347.79	0.459498262377	2.63003804694	0.407376421609	2.35937819127	
1496663347869215294	1496663347.87	0.441341869244	2.63244897068	0.407376421609	2.35937819127	
1496663347973337021	1496663347.97	0.425145805333	2.64151451639	0.407376421609	2.35937819127	
1496663348092961167	1496663348.09	0.399380223852	2.64547946134	0.407376421609	2.35937819127	
1496663348173983738	1496663348.17	0.39269196038	2.65122111732	0.407376421609	2.35937819127	
1496663348269310422	1496663348.27	0.349918676766	2.65788770777	"1/0"	"1/0"	
1496663348388641221	1496663348.39	0.338676740959	2.66819692937	"1/0"	"1/0"	
1496663348470973326	1496663348.47	0.31703148237	2.67643612737	"1/0"	"1/0"	
1496663348569313266	1496663348.57	0.267728420836	2.69047753994	"1/0"	"1/0"	
1496663348689038206	1496663348.69	0.265234612056	2.69872569272	"1/0"	"1/0"	
1496663348768864555	1496663348.77	0.261765937038	2.70405872304	"1/0"	"1/0"	
1496663348869628195	1496663348.87	0.250175832874	2.71568578043	"1/0"	"1/0"	
1496663348990225397	1496663348.99	0.15068659659	2.74170516845	"1/0"	"1/0"	
1496663349073162113	1496663349.07	0.121525968587	2.74836627259	"1/0"	"1/0"	
1496663349169214473	1496663349.17	0.0727870498027	2.7580134511	"1/0"	"1/0"	
1496663349288938202	1496663349.29	0.0314250872432	2.76124418248	"1/0"	"1/0"	
1496663349369277983	1496663349.37	0.00148966718299	2.76288789355	"1/0"	"1/0"	
1496663349472850310	1496663349.47	-0.0436002755784	2.7694814726	"1/0"	"1/0"	
1496663349592189678	1496663349.59	-0.0977358108187	2.77400720269	"1/0"	"1/0"	
1496663349672108794	1496663349.67	-0.0990433312997	2.77667364769	"1/0"	"1/0"	
1496663349772198616	1496663349.77	-0.12598851483	2.78030380102	"1/0"	"1/0"	
1496663349892220874	1496663349.89	-0.127027670356	2.78345099618	"1/0"	"1/0"	
1496663349972447716	1496663349.97	-0.152527958206	2.79041809218	"1/0"	"1/0"	
1496663350072693280	1496663350.07	-0.215157177804	2.79919698354	"1/0"	"1/0"	
1496663350191999209	1496663350.19	-0.259442345508	2.80256010628	"1/0"	"1/0"	
1496663350271767056	1496663350.27	-0.286530659132	2.80460502947	"1/0"	"1/0"	
1496663350372597398	1496663350.37	-0.344460613266	2.80640347837	"1/0"	"1/0"	
1496663350492464200	1496663350.49	-0.390775790004	2.81179646049	"1/0"	"1/0"	
1496663350573773317	1496663350.57	-0.417989539885	2.81458713837	"1/0"	"1/0"	
1496663350673072609	1496663350.67	-0.453829838238	2.82030041398	"1/0"	"1/0"	
1496663350792454452	1496663350.79	-0.454637055093	2.82556258509	"1/0"	"1/0"	
1496663350872732819	1496663350.87	-0.456953221843	2.82927732842	"1/0"	"1/0"	
1496663350981019456	1496663350.98	-0.503634517985	2.84418120222	"1/0"	"1/0"	
1496663351101274893	1496663351.1	-0.542891585917	2.85110021875	"1/0"	"1/0"	
1496663351181051223	1496663351.18	-0.583417710082	2.85454573873	"1/0"	"1/0"	
1496663351282203799	1496663351.28	-0.635104448777	2.85571302437	"1/0"	"1/0"	
1496663351401637573	1496663351.4	-0.690812720225	2.85537591503	"1/0"	"1/0"	
1496663351481172378	1496663351.48	-0.735141595958	2.85813714898	"1/0"	"1/0"	
1496663351581341629	1496663351.58	-0.783917526887	2.85976407965	"1/0"	"1/0"	
1496663351701461935	1496663351.7	-0.811224672836	2.85791212887	"1/0"	"1/0"	
1496663351780693999	1496663351.78	-0.827703986647	2.85672763247	"1/0"	"1/0"	
1496663351881487734	1496663351.88	-0.852921684561	2.85243583537	"1/0"	"1/0"	
1496663352001608729	1496663352.0	-0.885119983378	2.84774099905	"1/0"	"1/0"	
1496663352081040153	1496663352.08	-0.910965221028	2.84684599631	"1/0"	"1/0"	
1496663352180923372	1496663352.18	-0.950268102292	2.84284380092	"1/0"	"1/0"	
1496663352301298938	1496663352.3	-0.995287874403	2.84037673695	"1/0"	"1/0"	
1496663352381210679	1496663352.38	-1.03275364824	2.83845143351	"1/0"	"1/0"	
1496663352480984852	1496663352.48	-1.06199713379	2.8364298333	"1/0"	"1/0"	
1496663352601148597	1496663352.6	-1.07884904737	2.83275551318	"1/0"	"1/0"	
1496663352680336663	1496663352.68	-1.08357756268	2.83025824507	"1/0"	"1/0"	
1496663352776848947	1496663352.78	-1.1099695099	2.82089475925	"1/0"	"1/0"	
1496663352898717288	1496663352.9	-1.14410338072	2.81134183517	"1/0"	"1/0"	
1496663352976699534	1496663352.98	-1.16987422672	2.8048571047	"1/0"	"1/0"	
1496663353077522704	1496663353.08	-1.21643341167	2.79298492325	"1/0"	"1/0"	
1496663353196712586	1496663353.2	-1.25815010175	2.77677058506	"1/0"	"1/0"	
1496663353276657957	1496663353.28	-1.28578385275	2.76545385027	"1/0"	"1/0"	
1496663353377410018	1496663353.38	-1.31811959183	2.7459204287	"1/0"	"1/0"	
1496663353499162866	1496663353.5	-1.35498343042	2.7252308266	"1/0"	"1/0"	
1496663353576868651	1496663353.58	-1.37285890859	2.71647037273	"1/0"	"1/0"	
1496663353676824657	1496663353.68	-1.3933068041	2.69422037023	"1/0"	"1/0"	
1496663353798232031	1496663353.8	-1.40166426404	2.6669916021	"1/0"	"1/0"	
1496663353876088710	1496663353.88	-1.4008786315	2.64305777387	"1/0"	"1/0"	
1496663353972934437	1496663353.97	-1.40055460653	2.58720517883	"1/0"	"1/0"	
1496663354093726675	1496663354.09	-1.40915415271	2.54340396031	"1/0"	"1/0"	
1496663354172889450	1496663354.17	-1.40804159596	2.51377594488	"1/0"	"1/0"	
1496663354277382808	1496663354.28	-1.39326840308	2.4762353577	"1/0"	"1/0"	
1496663354396803890	1496663354.4	-1.38909900925	2.44273021925	"1/0"	"1/0"	
1496663354476363127	1496663354.48	-1.37977477897	2.42813799838	"1/0"	"1/0"	
1496663354577264792	1496663354.58	-1.40941981078	2.35688622149	"1/0"	"1/0"	
1496663354696823678	1496663354.7	-1.42811790996	2.3158030136	"1/0"	"1/0"	
1496663354776691304	1496663354.78	-1.43633879667	2.29007636181	"1/0"	"1/0"	
1496663354881749423	1496663354.88	-1.43980668656	2.2612601234	"1/0"	"1/0"	
1496663355000580017	1496663355.0	-1.43588990463	2.22746999674	"1/0"	"1/0"	
1496663355080934767	1496663355.08	-1.42744037521	2.19396540717	"1/0"	"1/0"	
1496663355185381805	1496663355.19	-1.42290467435	2.16126339532	"1/0"	"1/0"	
1496663355304661798	1496663355.3	-1.41897621952	2.13847567423	"1/0"	"1/0"	
1496663355384850217	1496663355.38	-1.41656991792	2.12227508366	"1/0"	"1/0"	
1496663355484979145	1496663355.48	-1.41571888613	2.10597000155	"1/0"	"1/0"	
1496663355565935579	1496663355.57	-1.41529018926	2.09393872341	"1/0"	"1/0"	
1496663355685120724	1496663355.69	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663355790155142	1496663355.79	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663355869049803	1496663355.87	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663356004578327	1496663356.0	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663356084880166	1496663356.08	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663356165947645	1496663356.17	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663356284763753	1496663356.28	-1.41393350766	2.08072252912	"1/0"	"1/0"	
1496663356393765010	1496663356.39	-1.41393350766	2.08072252912	-1.2394450469	1.81342533887	"1/0"	"1/0"	
1496663356473127590	1496663356.47	-1.41393350766	2.08072252912	-1.22724988644	1.80784558107	"1/0"	"1/0"	
1496663356573601763	1496663356.57	-1.41393350766	2.08072252912	-1.22168134358	1.80709148157	"1/0"	"1/0"	
1496663356693802478	1496663356.69	"1/0"	"1/0"	-1.21880162296	1.8089687656	"1/0"	"1/0"	
1496663356773294122	1496663356.77	"1/0"	"1/0"	-1.21674200709	1.80956141385	"1/0"	"1/0"	
1496663356893958646	1496663356.89	"1/0"	"1/0"	-1.18816282571	1.79766995861	"1/0"	"1/0"	
1496663356994838218	1496663356.99	"1/0"	"1/0"	-1.16490810994	1.7886448748	"1/0"	"1/0"	
1496663357073641526	1496663357.07	"1/0"	"1/0"	-1.14347692387	1.77937436766	"1/0"	"1/0"	
1496663357193621325	1496663357.19	"1/0"	"1/0"	-1.13048595164	1.77147776299	"1/0"	"1/0"	
1496663357297689686	1496663357.3	"1/0"	"1/0"	-1.11372018506	1.76594876857	"1/0"	"1/0"	
1496663357376982844	1496663357.38	"1/0"	"1/0"	-1.1018388887	1.76325063553	"1/0"	"1/0"	
1496663357481049987	1496663357.48	"1/0"	"1/0"	-1.08073450173	1.75996511523	"1/0"	"1/0"	
1496663357602469057	1496663357.6	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663357680530071	1496663357.68	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663357780778321	1496663357.78	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663357900497900	1496663357.9	-0.753103075259	1.75205684716	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663357980641476	1496663357.98	-0.71280391216	1.74822454662	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663358089431044	1496663358.09	-0.694171771438	1.73835255324	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663358169501326	1496663358.17	-0.70561622363	1.73449075158	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663358288850945	1496663358.29	-0.705386840716	1.72954913359	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663358390064337	1496663358.39	-0.695407376218	1.72549330818	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
1496663358470319597	1496663358.47	-0.688106258213	1.72445629401	"1/0"	"1/0"	-1.07504578211	1.75981478264	"1/0"	"1/0"	
