1496663344985540296 1496663344.99 0.616732 1.91193
1496663345085240728 1496663345.09 0.621149 1.93432
1496663345185892333 1496663345.19 0.620427 1.95296
1496663345285053448 1496663345.29 0.610522 1.97074
1496663345385789041 1496663345.39 0.595733 1.98846
1496663345488783994 1496663345.49 0.58572 2.01836
1496663345593204540 1496663345.59 0.575406 2.04715
1496663345673035021 1496663345.67 0.567978 2.06302
1496663345792762371 1496663345.79 0.555685 2.08204
1496663345872682943 1496663345.87 0.545408 2.0896
1496663345976681134 1496663345.98 0.533266 2.10299
1496663346097121986 1496663346.1 0.544463 2.13543
1496663346201904346 1496663346.2 0.567935 2.17545
1496663346281402710 1496663346.28 0.5816 2.1967
1496663346401677359 1496663346.4 0.599481 2.22768
1496663346501511596 1496663346.5 0.617275 2.26303
1496663346581004832 1496663346.58 0.623553 2.27988
1496663346700461526 1496663346.7 0.63023 2.30625
1496663346802561524 1496663346.8 0.61495 2.33337
1496663346880662406 1496663346.88 0.600904 2.34417
1496663347003047727 1496663347.0 0.586647 2.36313
1496663347100544602 1496663347.1 0.571385 2.38684
1496663347181125163 1496663347.18 0.563599 2.39945
1496663347300579987 1496663347.3 0.557376 2.40938
1496663347368741115 1496663347.37 0.557376 2.40938
1496663347489077210 1496663347.49 0.557376 2.40938
1496663347568662762 1496663347.57 0.557376 2.40938
1496663347668953159 1496663347.67 0.557376 2.40938
1496663347789241915 1496663347.79 0.609498 2.68004 0.557376 2.40938
1496663347869215294 1496663347.87 0.591342 2.68245 0.557376 2.40938
1496663347973337021 1496663347.97 0.575146 2.69151 0.557376 2.40938
1496663348092961167 1496663348.09 0.54938 2.69548 0.557376 2.40938
1496663348173983738 1496663348.17 0.542692 2.70122 0.557376 2.40938
1496663348269310422 1496663348.27 0.499919 2.70789 "1/0" "1/0"
1496663348388641221 1496663348.39 0.488677 2.7182 "1/0" "1/0"
1496663348470973326 1496663348.47 0.467031 2.72644 "1/0" "1/0"
1496663348569313266 1496663348.57 0.417728 2.74048 "1/0" "1/0"
1496663348689038206 1496663348.69 0.415235 2.74873 "1/0" "1/0"
1496663348768864555 1496663348.77 0.411766 2.75406 "1/0" "1/0"
1496663348869628195 1496663348.87 0.400176 2.76569 "1/0" "1/0"
1496663348990225397 1496663348.99 0.300687 2.79171 "1/0" "1/0"
1496663349073162113 1496663349.07 0.271526 2.79837 "1/0" "1/0"
1496663349169214473 1496663349.17 0.222787 2.80801 "1/0" "1/0"
1496663349288938202 1496663349.29 0.181425 2.81124 "1/0" "1/0"
1496663349369277983 1496663349.37 0.15149 2.81289 "1/0" "1/0"
1496663349472850310 1496663349.47 0.1064 2.81948 "1/0" "1/0"
1496663349592189678 1496663349.59 0.0522642 2.82401 "1/0" "1/0"
1496663349672108794 1496663349.67 0.0509567 2.82667 "1/0" "1/0"
1496663349772198616 1496663349.77 0.0240115 2.8303 "1/0" "1/0"
1496663349892220874 1496663349.89 0.0229723 2.83345 "1/0" "1/0"
1496663349972447716 1496663349.97 -0.00252796 2.84042 "1/0" "1/0"
1496663350072693280 1496663350.07 -0.0651572 2.8492 "1/0" "1/0"
1496663350191999209 1496663350.19 -0.109442 2.85256 "1/0" "1/0"
1496663350271767056 1496663350.27 -0.136531 2.85461 "1/0" "1/0"
1496663350372597398 1496663350.37 -0.194461 2.8564 "1/0" "1/0"
1496663350492464200 1496663350.49 -0.240776 2.8618 "1/0" "1/0"
1496663350573773317 1496663350.57 -0.26799 2.86459 "1/0" "1/0"
1496663350673072609 1496663350.67 -0.30383 2.8703 "1/0" "1/0"
1496663350792454452 1496663350.79 -0.304637 2.87556 "1/0" "1/0"
1496663350872732819 1496663350.87 -0.306953 2.87928 "1/0" "1/0"
1496663350981019456 1496663350.98 -0.353635 2.89418 "1/0" "1/0"
1496663351101274893 1496663351.1 -0.392892 2.9011 "1/0" "1/0"
1496663351181051223 1496663351.18 -0.433418 2.90455 "1/0" "1/0"
1496663351282203799 1496663351.28 -0.485104 2.90571 "1/0" "1/0"
1496663351401637573 1496663351.4 -0.540813 2.90538 "1/0" "1/0"
1496663351481172378 1496663351.48 -0.585142 2.90814 "1/0" "1/0"
1496663351581341629 1496663351.58 -0.633918 2.90976 "1/0" "1/0"
1496663351701461935 1496663351.7 -0.661225 2.90791 "1/0" "1/0"
1496663351780693999 1496663351.78 -0.677704 2.90673 "1/0" "1/0"
1496663351881487734 1496663351.88 -0.702922 2.90244 "1/0" "1/0"
1496663352001608729 1496663352.0 -0.73512 2.89774 "1/0" "1/0"
1496663352081040153 1496663352.08 -0.760965 2.89685 "1/0" "1/0"
1496663352180923372 1496663352.18 -0.800268 2.89284 "1/0" "1/0"
1496663352301298938 1496663352.3 -0.845288 2.89038 "1/0" "1/0"
1496663352381210679 1496663352.38 -0.882754 2.88845 "1/0" "1/0"
1496663352480984852 1496663352.48 -0.911997 2.88643 "1/0" "1/0"
1496663352601148597 1496663352.6 -0.928849 2.88276 "1/0" "1/0"
1496663352680336663 1496663352.68 -0.933578 2.88026 "1/0" "1/0"
1496663352776848947 1496663352.78 -0.95997 2.87089 "1/0" "1/0"
1496663352898717288 1496663352.9 -0.994103 2.86134 "1/0" "1/0"
1496663352976699534 1496663352.98 -1.01987 2.85486 "1/0" "1/0"
1496663353077522704 1496663353.08 -1.06643 2.84298 "1/0" "1/0"
1496663353196712586 1496663353.2 -1.10815 2.82677 "1/0" "1/0"
1496663353276657957 1496663353.28 -1.13578 2.81545 "1/0" "1/0"
1496663353377410018 1496663353.38 -1.16812 2.79592 "1/0" "1/0"
1496663353499162866 1496663353.5 -1.20498 2.77523 "1/0" "1/0"
1496663353576868651 1496663353.58 -1.22286 2.76647 "1/0" "1/0"
1496663353676824657 1496663353.68 -1.24331 2.74422 "1/0" "1/0"
1496663353798232031 1496663353.8 -1.25166 2.71699 "1/0" "1/0"
1496663353876088710 1496663353.88 -1.25088 2.69306 "1/0" "1/0"
1496663353972934437 1496663353.97 -1.25055 2.63721 "1/0" "1/0"
1496663354093726675 1496663354.09 -1.25915 2.5934 "1/0" "1/0"
1496663354172889450 1496663354.17 -1.25804 2.56378 "1/0" "1/0"
1496663354277382808 1496663354.28 -1.24327 2.52624 "1/0" "1/0"
1496663354396803890 1496663354.4 -1.2391 2.49273 "1/0" "1/0"
1496663354476363127 1496663354.48 -1.22977 2.47814 "1/0" "1/0"
1496663354577264792 1496663354.58 -1.25942 2.40689 "1/0" "1/0"
1496663354696823678 1496663354.7 -1.27812 2.3658 "1/0" "1/0"
1496663354776691304 1496663354.78 -1.28634 2.34008 "1/0" "1/0"
1496663354881749423 1496663354.88 -1.28981 2.31126 "1/0" "1/0"
1496663355000580017 1496663355.0 -1.28589 2.27747 "1/0" "1/0"
1496663355080934767 1496663355.08 -1.27744 2.24397 "1/0" "1/0"
1496663355185381805 1496663355.19 -1.2729 2.21126 "1/0" "1/0"
1496663355304661798 1496663355.3 -1.26898 2.18848 "1/0" "1/0"
1496663355384850217 1496663355.38 -1.26657 2.17228 "1/0" "1/0"
1496663355484979145 1496663355.48 -1.26572 2.15597 "1/0" "1/0"
1496663355565935579 1496663355.57 -1.26529 2.14394 "1/0" "1/0"
1496663355685120724 1496663355.69 -1.26393 2.13072 "1/0" "1/0"
1496663355790155142 1496663355.79 -1.26393 2.13072 "1/0" "1/0"
1496663355869049803 1496663355.87 -1.26393 2.13072 "1/0" "1/0"
1496663356004578327 1496663356.0 -1.26393 2.13072 "1/0" "1/0"
1496663356084880166 1496663356.08 -1.26393 2.13072 "1/0" "1/0"
1496663356165947645 1496663356.17 -1.26393 2.13072 "1/0" "1/0"
1496663356284763753 1496663356.28 -1.26393 2.13072 "1/0" "1/0"
1496663356393765010 1496663356.39 -1.26393 2.13072 -1.08945 1.86343 "1/0" "1/0"
1496663356473127590 1496663356.47 -1.26393 2.13072 -1.07725 1.85785 "1/0" "1/0"
1496663356573601763 1496663356.57 -1.26393 2.13072 -1.07168 1.85709 "1/0" "1/0"
1496663356693802478 1496663356.69 "1/0" "1/0" -1.0688 1.85897 "1/0" "1/0"
1496663356773294122 1496663356.77 "1/0" "1/0" -1.06674 1.85956 "1/0" "1/0"
1496663356893958646 1496663356.89 "1/0" "1/0" -1.03816 1.84767 "1/0" "1/0"
1496663356994838218 1496663356.99 "1/0" "1/0" -1.01491 1.83864 "1/0" "1/0"
1496663357073641526 1496663357.07 "1/0" "1/0" -0.993477 1.82937 "1/0" "1/0"
1496663357193621325 1496663357.19 "1/0" "1/0" -0.980486 1.82148 "1/0" "1/0"
1496663357297689686 1496663357.3 "1/0" "1/0" -0.96372 1.81595 "1/0" "1/0"
1496663357376982844 1496663357.38 "1/0" "1/0" -0.951839 1.81325 "1/0" "1/0"
1496663357481049987 1496663357.48 "1/0" "1/0" -0.930735 1.80997 "1/0" "1/0"
1496663357602469057 1496663357.6 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663357680530071 1496663357.68 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663357780778321 1496663357.78 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663357900497900 1496663357.9 -0.603103 1.80206 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663357980641476 1496663357.98 -0.562804 1.79822 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663358089431044 1496663358.09 -0.544172 1.78835 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663358169501326 1496663358.17 -0.555616 1.78449 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663358288850945 1496663358.29 -0.555387 1.77955 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663358390064337 1496663358.39 -0.545407 1.77549 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663358470319597 1496663358.47 -0.538106 1.77446 "1/0" "1/0" -0.925046 1.80981 "1/0" "1/0"
1496663358589230675 1496663358.59 -0.524405 1.77588 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663358688427278 1496663358.69 -0.524405 1.77588 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663358770043474 1496663358.77 -0.524405 1.77588 "1/0" "1/0" "1/0" "1/0" "1/0" "1/0"
1496663358887960564 1496663358.89 -0.524405 1.77588 "1/0" "1/0" -0.243003 1.7776 "1/0" "1/0" "1/0" "1/0"
1496663358980207444 1496663358.98 -0.524405 1.77588 "1/0" "1/0" -0.26099 1.77071 "1/0" "1/0" "1/0" "1/0"
1496663359100096899 1496663359.1 -0.524405 1.77588 "1/0" "1/0" -0.244221 1.76518 "1/0" "1/0" "1/0" "1/0"
1496663359179954889 1496663359.18 -0.524405 1.77588 "1/0" "1/0" -0.239341 1.76362 "1/0" "1/0" "1/0" "1/0"
1496663359280208289 1496663359.28 -0.524405 1.77588 "1/0" "1/0" -0.183759 1.75335 "1/0" "1/0" "1/0" "1/0"
1496663359399858252 1496663359.4 -0.524405 1.77588 "1/0" "1/0" -0.171951 1.75006 "1/0" "1/0" "1/0" "1/0"
1496663359479639695 1496663359.48 -0.524405 1.77588 "1/0" "1/0" -0.164092 1.74977 "1/0" "1/0" "1/0" "1/0"
1496663359580098062 1496663359.58 "1/0" "1/0" "1/0" "1/0" -0.151679 1.74978 "1/0" "1/0" "1/0" "1/0"
1496663359700373541 1496663359.7 "1/0" "1/0" "1/0" "1/0" -0.142515 1.74977 "1/0" "1/0" "1/0" "1/0"
1496663359779939353 1496663359.78 "1/0" "1/0" "1/0" "1/0" -0.135044 1.7497 "1/0" "1/0" "1/0" "1/0"
1496663359880851954 1496663359.88 "1/0" "1/0" "1/0" "1/0" -0.135044 1.7497 "1/0" "1/0" "1/0" "1/0"
1496663360001754190 1496663360.0 "1/0" "1/0" 0.134302 1.75459 "1/0" "1/0" "1/0" "1/0" -0.135044 1.7497 "1/0" "1/0"
1496663360081145187 1496663360.08 "1/0" "1/0" 0.153329 1.74833 "1/0" "1/0" "1/0" "1/0" -0.135044 1.7497 "1/0" "1/0"
1496663360180840189 1496663360.18 "1/0" "1/0" 0.178188 1.73808 "1/0" "1/0" "1/0" "1/0" -0.135044 1.7497 "1/0" "1/0"
1496663360301353295 1496663360.3 "1/0" "1/0" 0.191263 1.72955 "1/0" "1/0" "1/0" "1/0" -0.135044 1.7497 "1/0" "1/0"
