1496669079604270207	1496669079.6	0.685653774791	2.08119760479	
1496669079723896258	1496669079.72	0.68865792475	2.10614973542	
1496669079804187350	1496669079.8	0.707534532672	2.18636133442	
1496669079905002196	1496669079.91	0.725112468036	2.25233415408	
1496669080028494075	1496669080.03	0.733687167477	2.29449790234	
1496669080132947595	1496669080.13	0.739260662162	2.36063314913	
1496669080212737379	1496669080.21	0.74103238727	2.40623576738	
1496669080332388347	1496669080.33	0.747653200581	2.46734737664	
1496669080438637569	1496669080.44	0.748552035393	2.55313485141	
1496669080516655097	1496669080.52	0.747791497329	2.59624854276	
1496669080636446466	1496669080.64	0.748403017045	2.65949217422	
1496669080736786857	1496669080.74	0.749034923306	2.708909155	
1496669080816495775	1496669080.82	0.752209786773	2.7400345865	
1496669080936374360	1496669080.94	0.759359938248	2.78902584917	
1496669081036693668	1496669081.04	0.765088987803	2.86001621663	
1496669081117611469	1496669081.12	0.759310971578	2.88746250357	
1496669081236053598	1496669081.24	0.762661303396	2.95925805214	
1496669081304767184	1496669081.3	0.763184461162	2.99520756446	
1496669081424606855	1496669081.42	0.760965679109	3.04752780301	
1496669081504467379	1496669081.5	0.75826825805	3.08633944696	
1496669081605021772	1496669081.61	0.745872750784	3.13148513221	
1496669081724851810	1496669081.72	0.733345548538	3.17954711578	
1496669081804601661	1496669081.8	0.724679197588	3.21104457909	
1496669081906419834	1496669081.91	0.736265025821	3.24416379037	
1496669082024917283	1496669082.02	0.710323979303	3.32584401332	
1496669082104016631	1496669082.1	0.70080314363	3.3422039548	
1496669082208366634	1496669082.21	0.690717962952	3.35568072489	
1496669082328799855	1496669082.33	0.681176540635	3.36852783996	
1496669082408456113	1496669082.41	0.671366601644	3.38283878156	
1496669082508380309	1496669082.51	0.660467432551	3.39762317366	
1496669082628605134	1496669082.63	0.660467432551	3.39762317366	0.547912466866	3.51917443024	
1496669082708412667	1496669082.71	0.660467432551	3.39762317366	0.524588431104	3.53887163938	
1496669082808726812	1496669082.81	0.660467432551	3.39762317366	0.497023738531	3.56282090201	
1496669082928705613	1496669082.93	0.660467432551	3.39762317366	0.463935365437	3.57481261746	
1496669083008564702	1496669083.01	0.660467432551	3.39762317366	0.445444846883	3.5817896854	
1496669083108509377	1496669083.11	0.660467432551	3.39762317366	0.398759659344	3.57607191677	
1496669083228526043	1496669083.23	0.660467432551	3.39762317366	0.374636964301	3.57878405618	
1496669083308313622	1496669083.31	0.660467432551	3.39762317366	0.324769521521	3.57310851974	
1496669083408332381	1496669083.41	0.660467432551	3.39762317366	0.269418976972	3.57006040855	
1496669083528941013	1496669083.53	"1/0"	"1/0"	0.190579665655	3.55489710996	
1496669083608163137	1496669083.61	"1/0"	"1/0"	0.14491304712	3.53984866823	
1496669083708245955	1496669083.71	"1/0"	"1/0"	0.105849307117	3.52008912451	
1496669083828508934	1496669083.83	"1/0"	"1/0"	0.077879516884	3.50791014458	
1496669083908135909	1496669083.91	"1/0"	"1/0"	0.0542794637953	3.49788688488	
1496669084008659352	1496669084.01	"1/0"	"1/0"	0.0232509233569	3.48502375661	
1496669084128587740	1496669084.13	"1/0"	"1/0"	-0.00318083249386	3.46418547468	
1496669084208312333	1496669084.21	"1/0"	"1/0"	-0.0248512883882	3.44547344955	
1496669084308887611	1496669084.31	"1/0"	"1/0"	-0.0511037077626	3.41523912629	
1496669084429057389	1496669084.43	"1/0"	"1/0"	-0.0702629035242	3.37558377925	
1496669084510093551	1496669084.51	"1/0"	"1/0"	-0.0838197176467	3.33208877453	
